Clone,Heteroplasmy_bin,siRNA,well,Date Time,Elapsed,"A1, Image 1","A1, Image 2","A1, Image 3","A1, Image 4","A1, Image 6","A1, Image 7","A1, Image 8","A1, Image 9",Mean Confluency,SEM
17,low_het,Bclaf1,A1,13/09/2022 00:00,6,3.01068,2.872733,5.772919,3.241232,3.294704,3.77636,4.587523,3.907548,3.807962375,0.342642462
17,low_het,Bclaf1,A1,13/09/2022 03:00,9,3.315669,3.511527,6.782876,4.351098,4.030129,4.688935,5.359552,4.912724,4.61906375,0.39337482
17,low_het,Bclaf1,A1,13/09/2022 06:00,12,4.128333,4.288815,8.65057,5.387688,5.737545,6.206635,7.52192,7.313428,6.15436675,0.5636935
17,low_het,Bclaf1,A1,13/09/2022 09:00,15,5.492378,5.498457,11.38228,6.741286,6.946295,7.26071,8.966891,8.342985,7.57891025,0.692574037
17,low_het,Bclaf1,A1,13/09/2022 12:00,18,6.427283,6.723257,12.47323,7.583248,7.829776,8.181409,10.11118,9.988866,8.664781125,0.722422304
17,low_het,Bclaf1,A1,13/09/2022 15:00,21,7.232026,8.322907,15.99288,9.630885,10.38195,10.76841,12.78287,11.96009,10.88400225,0.96913212
17,low_het,Bclaf1,A1,13/09/2022 18:00,24,8.80197,8.999601,18.23788,10.67444,11.06452,11.30736,14.40477,14.23064,12.21514763,1.131065275
17,low_het,Bclaf1,A1,13/09/2022 21:00,27,10.11541,9.945507,21.09375,12.75984,13.53481,13.47315,17.09503,16.46696,14.31055713,1.328101142
17,low_het,Bclaf1,A1,14/09/2022 00:00,30,13.0102,14.1017,27.47725,16.37019,15.55528,16.49708,20.64207,20.38284,18.00457625,1.655419198
17,low_het,Bclaf1,A1,14/09/2022 03:00,33,14.55973,15.92179,31.76635,17.76893,16.12263,18.68068,22.80396,22.79788,20.05274375,1.991480392
17,low_het,Bclaf1,A1,14/09/2022 06:00,36,18.66293,20.69487,40.07217,23.44918,22.00919,25.74062,30.3747,30.58389,26.44844375,2.46780964
17,low_het,Bclaf1,A1,14/09/2022 09:00,39,21.90184,23.36497,45.06255,26.29575,24.55734,27.7427,33.62939,33.84027,29.54935125,2.709833684
17,low_het,Bclaf1,A1,14/09/2022 12:00,42,27.40173,28.83359,54.46065,33.27825,31.73979,35.68195,40.86422,44.15557,37.05196875,3.198946808
17,low_het,Bclaf1,A1,14/09/2022 15:00,45,32.40131,33.95105,64.07977,40.70148,38.91177,42.57006,50.33099,51.4106,44.29462875,3.712496258
17,low_het,Bclaf1,A1,14/09/2022 18:00,48,36.23838,38.32475,70.13665,44.97549,43.10007,48.94491,58.00195,59.18972,49.86399,4.126310264
17,low_het,Bclaf1,A1,14/09/2022 21:00,51,47.66479,49.82613,84.61026,60.38147,55.89764,63.27374,71.0109,72.62202,63.16086875,4.411123848
17,low_het,Bclaf1,A1,15/09/2022 00:00,54,56.26788,59.92275,90.11622,68.30945,64.52872,72.76373,82.48341,83.00378,72.1744925,4.272674682
17,low_het,Bclaf1,A1,15/09/2022 03:00,57,64.57283,65.08256,95.22945,77.76995,74.32889,84.33498,94.20161,91.76539,80.9107075,4.395341333
17,low_het,Bclaf1,A1,15/09/2022 06:00,60,76.08159,79.65479,99.20993,90.42374,83.19739,93.50927,97.98671,97.03534,89.637345,3.152577597
17,low_het,Bclaf1,A1,15/09/2022 09:00,63,87.17575,89.47874,99.56902,96.90293,91.45808,98.27564,99.42928,99.29694,95.1982975,1.779059445
17,low_het,Bclaf1,A1,15/09/2022 12:00,66,94.68346,94.21259,99.98292,98.6102,95.67323,99.77,99.9026,99.92058,97.8444475,0.899503118
17,low_het,Bclaf1,A1,15/09/2022 15:00,69,97.67878,97.04655,100,99.68907,99.03922,99.90883,100,99.9552,99.16470625,0.413160698
33,low_het,Bclaf1,A2,12/09/2022 18:00,0,3.761883,4.448412,3.87033,4.577824,4.523875,5.315368,4.398355,6.660429,4.6945595,0.3270641
33,low_het,Bclaf1,A2,12/09/2022 21:00,3,4.218203,5.221604,3.995507,5.70135,4.792531,5.49996,4.945024,9.156057,5.4412795,0.56965258
33,low_het,Bclaf1,A2,13/09/2022 00:00,6,5.083589,6.57377,5.01195,6.708916,5.966523,6.74586,6.78827,9.300016,6.52236175,0.47309457
33,low_het,Bclaf1,A2,13/09/2022 03:00,9,6.080023,8.138862,5.783777,8.58207,7.143658,8.353365,7.53353,11.749,7.92053563,0.65514872
33,low_het,Bclaf1,A2,13/09/2022 06:00,12,6.476178,8.406564,7.468038,9.823195,7.842685,8.896279,8.280224,12.57287,8.72075413,0.65131994
33,low_het,Bclaf1,A2,13/09/2022 09:00,15,7.333507,9.666192,8.058756,10.68134,8.074191,8.719539,8.84151,14.26143,9.45455813,0.77832714
33,low_het,Bclaf1,A2,13/09/2022 12:00,18,8.50149,12.86741,10.101,13.91417,11.19154,11.93592,12.43492,17.99525,12.3677125,0.99973579
33,low_het,Bclaf1,A2,13/09/2022 15:00,21,10.20842,13.91786,11.70318,15.57112,12.20744,14.10204,13.52689,20.22161,13.93232,1.07109698
33,low_het,Bclaf1,A2,13/09/2022 18:00,24,13.22812,17.52438,14.89749,17.56078,14.51287,17.6921,16.25266,25.90773,17.1970163,1.37254678
33,low_het,Bclaf1,A2,13/09/2022 21:00,27,14.85426,19.70074,17.17828,20.27364,17.59964,20.04391,18.9169,29.1215,19.7111088,1.48850379
33,low_het,Bclaf1,A2,14/09/2022 00:00,30,15.13351,22.19638,18.25748,23.69871,18.47131,20.6976,22.42754,32.42686,21.6636738,1.8235782
33,low_het,Bclaf1,A2,14/09/2022 03:00,33,20.06617,27.92948,23.00269,29.45505,24.4202,26.48328,28.40867,39.87313,27.4548338,2.08702152
33,low_het,Bclaf1,A2,14/09/2022 06:00,36,23.58393,30.1781,26.31509,34.85078,27.64695,30.80951,31.57821,46.78826,31.4688538,2.50561734
33,low_het,Bclaf1,A2,14/09/2022 09:00,39,29.75799,38.06681,32.92947,42.81544,35.27576,38.49445,38.00221,57.10917,39.0564125,2.9299324
33,low_het,Bclaf1,A2,14/09/2022 12:00,42,33.49316,43.55749,35.46491,47.22649,35.79463,43.94387,43.31881,62.34094,43.1425375,3.25178773
33,low_het,Bclaf1,A2,14/09/2022 15:00,45,44.5307,56.05729,47.02264,60.60172,46.58299,55.33175,56.65421,74.57769,55.1698738,3.43950074
33,low_het,Bclaf1,A2,14/09/2022 18:00,48,52.44167,65.23103,53.27094,73.25844,54.48665,64.17305,65.06316,83.85912,63.9730075,3.83122689
33,low_het,Bclaf1,A2,14/09/2022 21:00,51,60.84121,77.39258,63.06155,83.44289,65.89372,76.22418,73.57715,91.76608,74.02492,3.73197429
33,low_het,Bclaf1,A2,15/09/2022 00:00,54,71.16396,82.31219,72.79385,89.47422,74.62549,84.10818,83.16064,96.17625,81.7268475,3.04337236
33,low_het,Bclaf1,A2,15/09/2022 03:00,57,84.45906,92.48409,81.26618,97.03609,85.70749,92.11839,93.83884,99.16576,90.7594875,2.2348913
33,low_het,Bclaf1,A2,15/09/2022 06:00,60,92.64928,98.21534,91.78526,99.43694,94.83125,98.24362,99.13537,99.86082,96.769735,1.13474347
33,low_het,Bclaf1,A2,15/09/2022 09:00,63,96.97176,99.65848,96.82104,99.97719,98.81322,99.42744,99.31558,99.91668,98.8626738,0.44834491
33,low_het,Bclaf1,A2,15/09/2022 12:00,66,98.80838,99.99767,99.69788,99.99699,99.77451,99.93402,99.8417,100,99.7563938,0.14121635
33,low_het,Bclaf1,A2,15/09/2022 15:00,69,99.6291,100,99.97459,100,99.93027,99.94386,99.99644,100,99.9342825,0.04465919
12,low_het,Bclaf1,A3,12/09/2022 18:00,0,2.657547,3.077401,2.428431,2.630163,3.644559,2.567198,2.523492,2.43888,2.745958875,0.147304941
12,low_het,Bclaf1,A3,12/09/2022 21:00,3,3.984716,4.506323,3.243212,3.905566,5.392127,3.921068,3.407588,3.639847,4.000055875,0.241392997
12,low_het,Bclaf1,A3,13/09/2022 00:00,6,4.700817,5.386185,3.79671,4.773001,5.650336,3.778477,4.043652,4.459611,4.573598625,0.24659165
12,low_het,Bclaf1,A3,13/09/2022 03:00,9,5.040769,6.279911,5.018302,5.544552,7.630915,4.939085,5.962358,5.552884,5.746097,0.317373661
12,low_het,Bclaf1,A3,13/09/2022 06:00,12,7.318618,7.459844,6.074014,6.958451,8.805519,6.324505,6.934483,7.165647,7.130135125,0.292299775
12,low_het,Bclaf1,A3,13/09/2022 09:00,15,8.142344,8.885762,6.113008,8.068727,10.14109,7.512838,8.355484,7.474323,8.086697,0.412623699
12,low_het,Bclaf1,A3,13/09/2022 12:00,18,9.247705,9.39064,7.858325,8.964022,12.48743,8.185708,9.32091,9.397672,9.3565515,0.492588055
12,low_het,Bclaf1,A3,13/09/2022 15:00,21,10.96946,11.76013,9.611355,11.03789,14.60084,9.100604,10.48316,10.92384,11.06090988,0.587450584
12,low_het,Bclaf1,A3,13/09/2022 18:00,24,12.50915,14.34324,11.71438,12.53066,17.94477,11.31508,12.81728,13.75628,13.366355,0.740892923
12,low_het,Bclaf1,A3,13/09/2022 21:00,27,15.80426,16.30627,13.42289,15.51225,20.66249,14.02269,15.63709,15.83978,15.900965,0.764607626
12,low_het,Bclaf1,A3,14/09/2022 00:00,30,19.61143,19.74248,15.45235,17.30148,24.28383,16.00326,18.40964,18.54505,18.66869,0.972594082
12,low_het,Bclaf1,A3,14/09/2022 03:00,33,24.48843,24.35164,19.06899,22.77193,30.24074,20.19299,22.44058,23.86077,23.42700875,1.191113037
12,low_het,Bclaf1,A3,14/09/2022 06:00,36,27.45677,26.93147,23.40773,25.96829,32.87949,23.24226,26.04628,26.78021,26.5890625,1.056257794
12,low_het,Bclaf1,A3,14/09/2022 09:00,39,33.67036,33.85866,28.66982,31.474,40.10661,29.43414,31.78567,33.02037,32.75245375,1.242620048
12,low_het,Bclaf1,A3,14/09/2022 12:00,42,39.55938,40.26934,32.47793,38.31711,45.08265,32.9428,38.37091,38.06142,38.1351925,1.426219524
12,low_het,Bclaf1,A3,14/09/2022 15:00,45,41.93174,43.91042,37.90584,42.93058,50.42332,39.35778,45.92185,43.19733,43.1973575,1.366442999
12,low_het,Bclaf1,A3,14/09/2022 18:00,48,55.16532,57.84412,49.67895,56.49025,63.71945,52.40802,57.34089,55.52708,56.02176,1.456534337
12,low_het,Bclaf1,A3,14/09/2022 21:00,51,63.42126,66.49284,56.20274,67.40719,72.55382,60.5623,65.75344,64.60992,64.62543875,1.712653442
12,low_het,Bclaf1,A3,15/09/2022 00:00,54,71.4079,74.69876,65.0745,75.15871,79.91306,69.8141,73.39385,74.41917,72.98500625,1.541114319
12,low_het,Bclaf1,A3,15/09/2022 03:00,57,82.84275,86.62423,75.78964,86.71649,90.41568,83.77698,84.63157,85.87985,84.58464875,1.496567687
12,low_het,Bclaf1,A3,15/09/2022 06:00,60,89.05075,92.10725,84.16821,94.40368,96.31966,89.91627,91.74701,93.70513,91.427245,1.330766894
12,low_het,Bclaf1,A3,15/09/2022 09:00,63,96.63577,97.58563,92.24364,98.86678,99.37923,97.42339,98.27217,98.89935,97.413245,0.804931496
12,low_het,Bclaf1,A3,15/09/2022 12:00,66,98.91608,99.67001,97.55607,99.86526,99.77921,99.73066,99.90042,99.80803,99.4032175,0.286406017
12,low_het,Bclaf1,A3,15/09/2022 15:00,69,99.98558,99.98853,99.46172,100,99.91894,100,99.99132,100,99.91826125,0.06591135
59,high_het,Bclaf1,A4,12/09/2022 18:00,0,2.929141,3.815559,3.74358,4.020296,3.911372,4.099104,3.894572,3.67686,3.7613105,0.128476669
59,high_het,Bclaf1,A4,12/09/2022 21:00,3,4.061681,5.453384,4.725537,5.208834,6.01139,5.828712,5.234648,4.945504,5.18371125,0.219685059
59,high_het,Bclaf1,A4,13/09/2022 00:00,6,5.32527,6.486013,5.928213,6.430767,7.218638,7.476984,7.083834,7.088274,6.629749125,0.258260246
59,high_het,Bclaf1,A4,13/09/2022 03:00,9,6.689316,7.958028,8.402534,7.201976,8.669346,8.847927,9.117201,7.817826,8.08801925,0.295951273
59,high_het,Bclaf1,A4,13/09/2022 06:00,12,6.77195,9.188498,8.352955,8.552636,9.509122,8.838436,9.515202,8.23966,8.621057375,0.316188747
59,high_het,Bclaf1,A4,13/09/2022 09:00,15,7.428088,9.271744,7.77651,10.1697,9.677259,9.824357,10.3209,8.98738,9.18199225,0.378627429
59,high_het,Bclaf1,A4,13/09/2022 12:00,18,8.756556,10.95874,9.865053,11.50848,11.50732,13.28309,12.89417,12.3822,11.39445113,0.539591393
59,high_het,Bclaf1,A4,13/09/2022 15:00,21,10.02213,12.71949,11.51968,11.62157,13.82341,13.83844,14.86574,12.5211,12.616445,0.550198232
59,high_het,Bclaf1,A4,13/09/2022 18:00,24,12.34648,15.78241,14.25624,14.99501,17.08295,17.86433,17.50587,14.94612,15.59742625,0.657057119
59,high_het,Bclaf1,A4,13/09/2022 21:00,27,14.11434,16.8989,15.38243,16.67033,19.17457,19.77156,19.60637,18.11291,17.46642625,0.729041384
59,high_het,Bclaf1,A4,14/09/2022 00:00,30,15.06624,18.7778,17.55252,18.96395,20.16874,22.7225,22.58871,19.78406,19.453065,0.893375864
59,high_het,Bclaf1,A4,14/09/2022 03:00,33,19.98859,23.7638,21.01242,23.94948,25.85876,29.1633,28.05616,25.62233,24.676855,1.122889845
59,high_het,Bclaf1,A4,14/09/2022 06:00,36,23.7485,27.74695,25.10907,27.58052,29.99857,32.8797,33.70527,27.84992,28.5773125,1.22754686
59,high_het,Bclaf1,A4,14/09/2022 09:00,39,28.22081,34.5281,29.68107,32.58665,36.83484,38.41189,40.48624,36.40605,34.64445625,1.502186071
59,high_het,Bclaf1,A4,14/09/2022 12:00,42,29.34905,37.83503,31.61945,34.5051,36.91543,42.23059,45.56155,39.12765,37.14298125,1.88716938
59,high_het,Bclaf1,A4,14/09/2022 15:00,45,40.1191,46.42503,41.19128,45.43324,45.132,55.25049,52.73391,49.07658,46.92020375,1.854397853
59,high_het,Bclaf1,A4,14/09/2022 18:00,48,44.1019,55.92719,49.00063,49.25113,52.40835,59.83228,58.61533,55.95142,53.13602875,1.912918917
59,high_het,Bclaf1,A4,14/09/2022 21:00,51,50.47229,60.30164,57.57122,57.18681,61.98392,64.99768,69.29161,63.44754,60.65658875,2.01939116
59,high_het,Bclaf1,A4,15/09/2022 00:00,54,56.20254,65.98756,60.17673,64.88914,68.44427,73.96669,76.26781,73.40015,67.41686125,2.481026724
59,high_het,Bclaf1,A4,15/09/2022 03:00,57,69.23281,79.79499,75.97185,76.20779,80.92349,83.89314,85.04063,81.61734,79.085255,1.812261333
59,high_het,Bclaf1,A4,15/09/2022 06:00,60,80.64275,88.69536,83.40916,85.87972,89.52927,92.37495,92.75041,89.50325,87.84810875,1.501811374
59,high_het,Bclaf1,A4,15/09/2022 09:00,63,85.81226,94.04385,88.4782,91.27956,93.90789,95.82591,95.27324,95.22591,92.4808525,1.288243767
59,high_het,Bclaf1,A4,15/09/2022 12:00,66,93.51917,98.10608,94.18447,96.64267,97.87792,99.06858,98.58438,98.45647,97.0549675,0.744643306
59,high_het,Bclaf1,A4,15/09/2022 15:00,69,97.23811,99.29134,97.65898,98.87196,99.23676,99.73148,99.52892,99.14479,98.8377925,0.318624635
26,high_het,Bclaf1,A5,12/09/2022 18:00,0,3.500737,3.368663,1.456785,2.125833,2.322922,2.862626,2.933238,2.700913,2.658964625,0.238039082
26,high_het,Bclaf1,A5,12/09/2022 21:00,3,5.50508,5.451881,2.832578,3.584188,4.56874,4.773545,5.633194,5.009696,4.66986275,0.351728255
26,high_het,Bclaf1,A5,13/09/2022 00:00,6,7.071061,5.936748,3.877021,5.057774,5.854321,6.41581,6.976684,5.445804,5.829402875,0.372451825
26,high_het,Bclaf1,A5,13/09/2022 03:00,9,8.593748,7.495903,4.918324,6.347725,7.082946,7.416753,7.83845,6.452277,7.01826575,0.39473506
26,high_het,Bclaf1,A5,13/09/2022 06:00,12,8.987313,7.225538,4.997542,5.56067,7.026741,8.367568,8.325229,6.288653,7.09740675,0.502477583
26,high_het,Bclaf1,A5,13/09/2022 09:00,15,10.6138,9.434072,6.969512,7.755957,9.055123,9.899476,8.682121,8.099321,8.81367275,0.42066945
26,high_het,Bclaf1,A5,13/09/2022 12:00,18,13.35678,9.932117,7.532782,8.347833,10.06119,11.41185,11.24269,8.845473,10.09133938,0.666774394
26,high_het,Bclaf1,A5,13/09/2022 15:00,21,14.92877,10.55664,8.031984,9.218067,12.01158,12.96697,12.53209,11.79585,11.50524388,0.772830802
26,high_het,Bclaf1,A5,13/09/2022 18:00,24,18.31812,14.1172,9.525375,11.46095,13.46249,15.31004,14.07137,12.32783,13.57417188,0.930482509
26,high_het,Bclaf1,A5,13/09/2022 21:00,27,15.15011,13.85926,9.386404,13.11516,14.30479,17.01581,14.47785,13.63513,13.86806425,0.76556459
26,high_het,Bclaf1,A5,14/09/2022 00:00,30,24.94291,20.4288,13.78647,16.76819,20.81157,21.06752,19.5503,17.76421,19.38999625,1.177855003
26,high_het,Bclaf1,A5,14/09/2022 03:00,33,27.06238,21.00948,15.35497,17.80574,21.78062,24.54743,21.30798,19.62644,21.06188,1.295367534
26,high_het,Bclaf1,A5,14/09/2022 06:00,36,28.53781,23.86254,17.65263,20.21798,28.36498,27.97073,27.46974,24.66708,24.84293625,1.444341808
26,high_het,Bclaf1,A5,14/09/2022 09:00,39,36.61705,28.64729,20.51369,24.87679,30.63442,33.7289,29.46917,27.58153,29.008605,1.764873439
26,high_het,Bclaf1,A5,14/09/2022 12:00,42,43.2525,38.73128,26.31638,30.40858,39.44614,41.41369,38.02467,34.16493,36.46977125,2.035314697
26,high_het,Bclaf1,A5,14/09/2022 15:00,45,48.49507,41.35585,32.6667,35.91585,47.89643,49.74241,43.41515,39.86062,42.41851,2.181985598
26,high_het,Bclaf1,A5,14/09/2022 18:00,48,55.36823,46.41696,32.64375,40.20372,57.22991,55.45312,48.3399,44.77587,47.5539325,2.997177833
26,high_het,Bclaf1,A5,14/09/2022 21:00,51,60.9711,55.80871,41.05933,46.42524,64.30528,63.35447,58.74582,53.2529,55.49035625,2.914624985
26,high_het,Bclaf1,A5,15/09/2022 00:00,54,72.07448,68.62775,51.00278,57.6753,75.04063,73.37903,67.25244,61.01116,65.75794625,2.988648464
26,high_het,Bclaf1,A5,15/09/2022 03:00,57,74.85693,71.33488,53.61622,59.6278,80.04206,77.91582,72.15075,70.75298,70.03718,3.190575616
26,high_het,Bclaf1,A5,15/09/2022 06:00,60,89.689,85.26456,66.0135,73.65536,90.56981,91.40904,84.95061,84.53739,83.26115875,3.16050184
26,high_het,Bclaf1,A5,15/09/2022 09:00,63,95.5677,92.50423,73.82423,83.47676,95.00313,96.22794,90.87993,91.51067,89.87432375,2.699957795
26,high_het,Bclaf1,A5,15/09/2022 12:00,66,96.9943,95.72361,80.34104,88.98328,97.79283,98.34128,95.52762,95.39124,93.6369,2.155218094
26,high_het,Bclaf1,A5,15/09/2022 15:00,69,98.59012,97.84834,84.8643,92.36301,99.12942,98.88002,97.7046,97.55544,95.86690625,1.745543924
114,high_het,Bclaf1,A6,12/09/2022 18:00,0,6.104266,3.184959,3.607203,3.643533,3.580433,4.304592,6.289747,5.399846,4.514322375,0.437702775
114,high_het,Bclaf1,A6,12/09/2022 21:00,3,7.812498,5.152972,3.701035,4.091387,4.201609,5.212111,7.930985,6.525075,5.578459,0.588103196
114,high_het,Bclaf1,A6,13/09/2022 00:00,6,8.355962,5.073617,3.876474,6.445108,5.000751,6.730906,10.60253,7.018681,6.638003625,0.751350602
114,high_het,Bclaf1,A6,13/09/2022 03:00,9,10.66488,6.5513,5.383864,6.554919,5.844076,8.567186,10.62726,6.834162,7.628455875,0.735087034
114,high_het,Bclaf1,A6,13/09/2022 06:00,12,11.53539,7.237351,5.28573,7.110533,6.772495,8.239046,11.03659,8.499371,8.21456325,0.75480475
114,high_het,Bclaf1,A6,13/09/2022 09:00,15,13.24662,7.103499,6.135611,7.798229,7.169335,8.961086,12.20724,9.009845,8.953933125,0.895443147
114,high_het,Bclaf1,A6,13/09/2022 12:00,18,17.61562,9.877825,8.265545,9.363321,10.18766,12.20252,17.42344,11.81627,12.09402513,1.265188919
114,high_het,Bclaf1,A6,13/09/2022 15:00,21,18.88548,10.49033,9.000901,11.27199,10.20815,12.92859,20.09561,12.59588,13.18461638,1.451317038
114,high_het,Bclaf1,A6,13/09/2022 18:00,24,24.33668,13.94852,11.52125,14.13598,13.92264,17.62976,24.05929,15.47865,16.87909625,1.707418673
114,high_het,Bclaf1,A6,13/09/2022 21:00,27,27.18778,15.47305,13.10485,15.87105,14.86505,19.11241,27.62422,18.49944,18.96723125,1.962832444
114,high_het,Bclaf1,A6,14/09/2022 00:00,30,31.73992,17.76702,16.28933,18.26943,17.52847,23.0496,31.31529,20.43242,22.048935,2.194237926
114,high_het,Bclaf1,A6,14/09/2022 03:00,33,39.26825,21.75372,20.25528,22.9904,21.33372,30.39069,37.77146,25.27583,27.37991875,2.676109471
114,high_het,Bclaf1,A6,14/09/2022 06:00,36,45.17913,24.56287,22.89035,28.39782,26.6144,33.31388,44.51998,27.04129,31.564965,3.092379523
114,high_het,Bclaf1,A6,14/09/2022 09:00,39,55.16737,30.67929,26.7669,33.71052,34.25692,43.78469,53.56083,33.80463,38.96639375,3.762208871
114,high_het,Bclaf1,A6,14/09/2022 12:00,42,59.46665,33.7104,30.65873,36.78315,35.48862,47.40541,57.16618,36.57943,42.15732125,3.91985646
114,high_het,Bclaf1,A6,14/09/2022 15:00,45,75.02369,42.19938,36.3956,48.72022,46.18689,60.53698,72.40937,48.39297,53.7331375,4.986753721
114,high_het,Bclaf1,A6,14/09/2022 18:00,48,80.2832,48.89544,44.56785,54.48181,54.82366,66.68535,77.0212,54.76344,60.19024375,4.612991744
114,high_het,Bclaf1,A6,14/09/2022 21:00,51,87.49815,56.65126,49.82367,61.34034,62.36102,74.43913,84.10628,61.53846,67.21978875,4.730705559
114,high_het,Bclaf1,A6,15/09/2022 00:00,54,93.61334,64.241,53.72392,70.11917,67.08186,84.50085,90.84373,70.75639,74.3600325,4.923386645
114,high_het,Bclaf1,A6,15/09/2022 03:00,57,98.35957,75.12777,64.17169,79.21642,77.80519,91.67737,95.81942,81.93837,83.014475,4.08493496
114,high_het,Bclaf1,A6,15/09/2022 06:00,60,99.62364,82.81195,70.98059,88.83112,85.8942,96.85785,98.90222,88.85004,89.09395125,3.394530741
114,high_het,Bclaf1,A6,15/09/2022 09:00,63,99.7913,90.22433,78.10799,92.29061,92.63324,98.49535,99.28375,93.41408,93.03008125,2.485976445
114,high_het,Bclaf1,A6,15/09/2022 12:00,66,99.97746,96.44455,82.62244,97.65734,97.25552,99.48843,99.91921,97.50246,96.35842625,2.018039238
114,high_het,Bclaf1,A6,15/09/2022 15:00,69,99.94965,99.01223,88.99815,98.92017,98.39564,99.95274,99.93437,99.63464,98.09969875,1.316175479
83,high_het,Mock,A1,12/09/2022 18:00,0,1.543857,1.731315,2.03726,2.107258,1.787314,2.789555,2.483473,1.988294,2.05854075,0.144435484
83,high_het,Mock,A1,12/09/2022 21:00,3,2.097561,2.506965,2.851563,2.409856,2.290483,4.150596,3.514464,3.153546,2.87187925,0.246837094
83,high_het,Mock,A1,13/09/2022 00:00,6,2.264259,3.354048,4.062225,2.974418,2.695245,5.192783,4.567854,4.322278,3.67913875,0.358906171
83,high_het,Mock,A1,13/09/2022 03:00,9,3.329122,4.168624,4.872911,3.985468,3.535361,6.172559,5.421014,5.233009,4.5897585,0.351874303
83,high_het,Mock,A1,13/09/2022 06:00,12,3.754575,4.403818,5.856437,5.927461,4.612994,8.340047,7.670726,7.223216,5.97365925,0.587020934
83,high_het,Mock,A1,13/09/2022 09:00,15,4.252758,5.31564,6.974432,6.2991,6.203355,8.860084,8.530993,8.134561,6.821365375,0.572381664
83,high_het,Mock,A1,13/09/2022 12:00,18,5.668569,6.840715,8.909733,7.235987,7.659048,9.782767,9.588135,9.388384,8.13416725,0.531022006
83,high_het,Mock,A1,13/09/2022 15:00,21,6.279843,7.673869,9.149913,8.131145,7.65106,13.03137,12.82752,11.52255,9.53340875,0.913625161
83,high_het,Mock,A1,13/09/2022 18:00,24,7.566855,9.152233,13.50272,10.79101,11.47775,14.84431,13.96006,13.54888,11.85547725,0.905528555
83,high_het,Mock,A1,13/09/2022 21:00,27,7.829914,10.03995,14.3065,11.36582,12.50457,18.58514,16.51504,14.95835,13.2631605,1.246029586
83,high_het,Mock,A1,14/09/2022 00:00,30,9.157696,10.68988,15.50221,13.24191,15.53882,20.49975,17.35078,17.13177,14.889102,1.313137912
83,high_het,Mock,A1,14/09/2022 03:00,33,10.73713,13.14713,19.93902,15.41698,17.85968,22.92429,20.3435,20.67137,17.6298875,1.47921362
83,high_het,Mock,A1,14/09/2022 06:00,36,12.13314,14.92174,22.56795,16.00238,20.54025,27.37169,24.96129,23.43244,20.24136,1.893670061
83,high_het,Mock,A1,14/09/2022 09:00,39,15.05128,19.04884,27.55812,20.53465,25.02814,31.63174,28.78995,27.14837,24.34888625,1.984066228
83,high_het,Mock,A1,14/09/2022 12:00,42,15.91032,19.02446,29.55474,23.86971,27.66295,36.28905,31.57049,30.4387,26.7900525,2.397927
83,high_het,Mock,A1,14/09/2022 15:00,45,20.60567,25.45659,38.66634,26.50643,32.65734,40.2897,34.25802,34.18378,31.57798375,2.408542685
83,high_het,Mock,A1,14/09/2022 18:00,48,24.13181,28.32393,45.76971,32.32484,38.6018,48.05056,43.43244,41.18676,37.72773125,3.044252723
83,high_het,Mock,A1,14/09/2022 21:00,51,26.20608,30.68981,48.38431,35.89843,41.53989,54.51164,50.85104,47.46839,41.94369875,3.586503853
83,high_het,Mock,A1,15/09/2022 00:00,54,32.94963,36.58497,57.82206,40.20952,47.26952,58.48483,56.40769,54.21602,47.99303,3.619821465
83,high_het,Mock,A1,15/09/2022 03:00,57,36.36077,40.16178,62.21964,47.53681,53.01049,65.75741,63.33102,62.2833,53.8326525,4.023695099
83,high_het,Mock,A1,15/09/2022 06:00,60,42.65993,48.36682,75.135,51.7716,61.34288,71.26495,68.59655,64.77737,60.4893875,4.132393928
83,high_het,Mock,A1,15/09/2022 09:00,63,47.39162,54.849,79.55453,60.31093,68.62324,79.51206,78.6143,73.61718,67.8091075,4.365292491
83,high_het,Mock,A1,15/09/2022 12:00,66,58.54896,63.38055,85.15385,68.53229,74.67234,83.94873,85.92651,81.6734,75.22957875,3.766081339
83,high_het,Mock,A1,15/09/2022 15:00,69,65.54366,69.73202,90.08994,77.54076,78.58037,88.69604,90.51437,91.26823,81.49567375,3.584532882
44,high_het,Mock,A2,12/09/2022 18:00,0,2.609675,2.803758,2.16551,2.194944,3.219788,3.999672,2.727136,2.597929,2.7898015,0.209832106
44,high_het,Mock,A2,12/09/2022 21:00,3,3.526757,3.770214,2.773573,2.928117,4.640446,4.923035,3.723366,3.002144,3.6609565,0.278536372
44,high_het,Mock,A2,13/09/2022 00:00,6,3.608091,4.149981,3.054456,3.523751,5.529255,6.242145,4.627678,3.901333,4.32958625,0.382601216
44,high_het,Mock,A2,13/09/2022 03:00,9,4.053144,5.235127,3.472533,3.526688,7.000657,7.092302,5.889014,4.275363,5.0681035,0.519517646
44,high_het,Mock,A2,13/09/2022 06:00,12,4.686885,5.796273,4.399107,4.56758,7.292532,7.865428,6.435408,5.349308,5.799065125,0.459442662
44,high_het,Mock,A2,13/09/2022 09:00,15,6.313509,7.107942,5.694043,5.592492,9.188428,9.296874,7.250054,5.754205,7.024693375,0.531910727
44,high_het,Mock,A2,13/09/2022 12:00,18,7.180466,7.766949,6.459858,6.672585,10.60424,11.54283,8.256867,7.486137,8.2462415,0.655181054
