"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Mrpl49",1.72693284785074e-87,-0.27600052642844,0.923,0.972,4.41783961137176e-83,"Mrpl49"
"Gpbp1",2.19236665045435e-87,0.2734550541653,0.978,0.948,5.60851236519233e-83,"Gpbp1"
"2900097C17Rik",2.79990858471919e-87,0.344573421756186,0.773,0.632,7.16272614142864e-83,"2900097C17Rik"
"Chchd7",3.14374825658777e-87,-0.307158403930283,0.918,0.965,8.04233679000284e-83,"Chchd7"
"Zfand5",3.55444624804308e-87,0.338860397203524,0.956,0.922,9.0929843917438e-83,"Zfand5"
"Knl1",4.55437301064799e-87,0.417252635813136,0.638,0.472,1.16509970358397e-82,"Knl1"
"Ecpas",4.57400284567115e-87,0.361135898759547,0.578,0.402,1.17012140797959e-82,"Ecpas"
"Atp13a3",5.89620714626214e-87,0.353323429309936,0.632,0.463,1.50836771215678e-82,"Atp13a3"
"Zfp280c",5.97920453264517e-87,0.385584502684192,0.6,0.44,1.52960010354129e-82,"Zfp280c"
"Thap11",6.33626951380071e-87,-0.296177677248083,0.796,0.887,1.6209444670205e-82,"Thap11"
"Prrc2b",6.81105794758502e-87,0.335281841688779,0.746,0.598,1.7424048441512e-82,"Prrc2b"
"Plod2",6.81618442631509e-87,0.494862203035788,0.606,0.441,1.74371629993993e-82,"Plod2"
"Senp5",8.32106099471493e-87,0.34089080988832,0.479,0.302,2.12869382366797e-82,"Senp5"
"Ndufv1",8.41435156074488e-87,-0.261475930592734,0.944,0.984,2.15255941626975e-82,"Ndufv1"
"Vps28",1.0698079591143e-86,-0.302511232669403,0.785,0.883,2.73678272100619e-82,"Vps28"
"Wbp1",1.27795456416209e-86,-0.341405640110099,0.52,0.679,3.26926336603946e-82,"Wbp1"
"Parp1",1.34726009067919e-86,0.290996598023306,0.989,0.98,3.4465607639755e-82,"Parp1"
"Axin2",1.35133093218938e-86,0.550940003040635,0.59,0.436,3.45697479072687e-82,"Axin2"
"Grwd1",1.61151026268885e-86,-0.297128128653381,0.886,0.942,4.12256555401063e-82,"Grwd1"
"Wdr46",1.84423109785469e-86,-0.310052695635984,0.814,0.898,4.71791199453188e-82,"Wdr46"
"Ccnd3",1.86269208311127e-86,-0.371025878774351,0.88,0.943,4.76513888701524e-82,"Ccnd3"
"Gtf3c4",3.70381685082235e-86,0.350933636681592,0.554,0.383,9.47510426777372e-82,"Gtf3c4"
"Tubg1",4.08290138024583e-86,-0.291877364356671,0.852,0.934,1.04448783109449e-81,"Tubg1"
"Cdk12",4.21191801105983e-86,0.345597483671332,0.843,0.746,1.07749286558933e-81,"Cdk12"
"Nsrp1",4.42621474035328e-86,0.375367655664967,0.776,0.673,1.13231425487718e-81,"Nsrp1"
"Urod",6.48630768771231e-86,-0.318001942825372,0.701,0.827,1.65932723267056e-81,"Urod"
"Ints11",7.67035289927131e-86,-0.303844420289815,0.78,0.879,1.96222967869159e-81,"Ints11"
"Thop1",7.7737329352262e-86,-0.272327897283777,0.943,0.978,1.98867635948957e-81,"Thop1"
"2610507B11Rik",8.45208178063266e-86,0.345435949547218,0.729,0.577,2.16221156112145e-81,"2610507B11Rik"
"Tra2a",1.13199963993339e-85,0.280361765230122,0.992,0.984,2.89588147887761e-81,"Tra2a"
"Nme6",1.63239321451815e-85,-0.32186976470857,0.684,0.81,4.17598832138033e-81,"Nme6"
"Laptm4a",1.90327592997578e-85,-0.27076885356257,0.99,0.997,4.86896048406403e-81,"Laptm4a"
"Fnta",1.91762745712212e-85,-0.273553603441934,0.929,0.969,4.9056745608098e-81,"Fnta"
"Cnot6",2.07493668555777e-85,0.351968040527808,0.821,0.721,5.30810302899389e-81,"Cnot6"
"Rcl1",2.0999386300285e-85,-0.307648432322931,0.868,0.93,5.37206300333891e-81,"Rcl1"
"Fbln1",2.8987472902048e-85,-0.341916547678245,0.925,0.955,7.41557531780192e-81,"Fbln1"
"Ctnna1",2.99470978134534e-85,0.382654728086177,0.907,0.858,7.66106656263764e-81,"Ctnna1"
"Slirp",3.8872702709651e-85,0.283506137653025,0.982,0.97,9.94441480718292e-81,"Slirp"
"Mea1",4.95003422186386e-85,-0.295754293904718,0.841,0.918,1.26631775463721e-80,"Mea1"
"Ice1",5.19602151116797e-85,0.350184650098475,0.648,0.492,1.32924622298699e-80,"Ice1"
"4833439L19Rik",7.4015405370083e-85,0.419815753834674,0.711,0.595,1.89346210017746e-80,"4833439L19Rik"
"Ireb2",7.45635972509829e-85,0.326192834933743,0.738,0.593,1.90748594487464e-80,"Ireb2"
"Fnbp1l",9.14801254003443e-85,0.369530713486446,0.81,0.695,2.34024456799161e-80,"Fnbp1l"
"Kpna1",9.60021212958479e-85,0.378403670320549,0.653,0.5,2.45592626699038e-80,"Kpna1"
"Snrnp27",1.10367619783189e-84,0.296063832996107,0.978,0.964,2.82342444929354e-80,"Snrnp27"
"Cul3",1.11610075741434e-84,0.320945601348989,0.89,0.804,2.85520895761737e-80,"Cul3"
"Wdr55",1.94247946869027e-84,-0.314230222259444,0.679,0.804,4.96925097680345e-80,"Wdr55"
"Ctsd",3.26997179453719e-84,-0.342500048584209,0.703,0.815,8.36524184478505e-80,"Ctsd"
"Nudt16l1",3.54751831275333e-84,-0.320155108882084,0.613,0.748,9.07526134768558e-80,"Nudt16l1"
"Zfp871",3.66639221354269e-84,0.353267510066138,0.677,0.521,9.3793645606849e-80,"Zfp871"
"Ctps",4.25321344326055e-84,-0.289276438761237,0.903,0.952,1.08805706305491e-79,"Ctps"
"Epc2",4.34020695509919e-84,0.344107133472894,0.606,0.435,1.11031174325348e-79,"Epc2"
"Cops9",5.30657904813708e-84,0.303405940013713,0.976,0.974,1.35752905209443e-79,"Cops9"
"Sdf4",5.40278082813717e-84,-0.292054132098982,0.854,0.922,1.38213939145405e-79,"Sdf4"
"Kansl2",6.33687157769465e-84,-0.288953628887666,0.841,0.919,1.62109848700584e-79,"Kansl2"
"Brca2",8.71755267549799e-84,0.372771203253687,0.611,0.447,2.2301243254459e-79,"Brca2"
"Cops3",9.45189475991049e-84,-0.252038912774764,0.973,0.989,2.4179837174803e-79,"Cops3"
"Ubc",9.87771435739705e-84,-0.316440144203475,0.996,0.997,2.52691688690931e-79,"Ubc"
"Traf7",1.03711719187845e-83,-0.304348060765013,0.668,0.801,2.65315320026346e-79,"Traf7"
"Ddx42",1.09489150699292e-83,0.328916138992513,0.877,0.794,2.80095145318929e-79,"Ddx42"
"Atm",1.38601115351351e-83,0.330961191975544,0.566,0.388,3.54569373291825e-79,"Atm"
"Slc2a1",1.64848744940633e-83,-0.606222623363874,0.967,0.987,4.21716059307127e-79,"Slc2a1"
"Usp7",1.89396271184547e-83,0.319464032660375,0.876,0.782,4.84513540944308e-79,"Usp7"
"Magt1",2.00154214177832e-83,0.340458782799755,0.802,0.68,5.12034510709729e-79,"Magt1"
"Ubxn7",2.34780951321115e-83,0.340500603227369,0.581,0.41,6.00616629669676e-79,"Ubxn7"
"Kif1b",2.75528701721048e-83,0.361935880062779,0.695,0.537,7.04857524742784e-79,"Kif1b"
"Tlk1",2.8061082864118e-83,0.345588967742073,0.819,0.716,7.17858621829866e-79,"Tlk1"
"Lin28b",4.23147290341413e-83,0.357362041963558,0.79,0.673,1.0824953981514e-78,"Lin28b"
"N4bp2",6.13538907899005e-83,0.364485922732844,0.711,0.566,1.56955523418723e-78,"N4bp2"
"Sppl3",6.32974847270007e-83,-0.30961440108405,0.65,0.788,1.61927625428613e-78,"Sppl3"
"Cdk9",8.24336640072726e-83,-0.27855000225018,0.901,0.956,2.10881799263405e-78,"Cdk9"
"Msh3",8.25365045255378e-83,0.380096180878449,0.609,0.454,2.11144885877231e-78,"Msh3"
"Tmed1",9.17740669936443e-83,-0.286247341942852,0.865,0.94,2.34776418183141e-78,"Tmed1"
"Prpsap1",1.21287998972017e-82,-0.287247851425444,0.89,0.951,3.10278958970213e-78,"Prpsap1"
"Npat",1.25800066949498e-82,0.348891750286789,0.527,0.355,3.21821731270206e-78,"Npat"
"Rangrf",1.5951843675354e-82,-0.315895224807969,0.854,0.919,4.08080064902906e-78,"Rangrf"
"Uhrf2",1.64721746595201e-82,0.30141398465339,0.919,0.856,4.21391172139843e-78,"Uhrf2"
"Cul4b",2.04129055345047e-82,0.351937201929223,0.726,0.582,5.22202949383698e-78,"Cul4b"
"Igf2bp2",2.37349581686318e-82,0.31536892955653,0.95,0.92,6.0718769986994e-78,"Igf2bp2"
"Hip1",2.38993679717273e-82,0.369435895822484,0.672,0.526,6.11393631452728e-78,"Hip1"
"Wdr5",3.30404235478033e-82,-0.308968512914108,0.752,0.857,8.45240115199904e-78,"Wdr5"
"Ppdpf",3.73092947287051e-82,-0.27081195683933,0.956,0.978,9.54446377749733e-78,"Ppdpf"
"Poldip2",4.07657247846944e-82,-0.29725503508654,0.795,0.889,1.04286877144205e-77,"Poldip2"
"Vps72",5.14398091617033e-82,-0.268888706572005,0.926,0.97,1.31593319797469e-77,"Vps72"
"Pcnt",5.33612913039908e-82,0.363793359765071,0.605,0.438,1.36508855413869e-77,"Pcnt"
"Ubald2",5.50889968647598e-82,-0.342673259474578,0.852,0.924,1.40928671779428e-77,"Ubald2"
"Senp6",6.53608005494137e-82,0.30470023726053,0.934,0.879,1.6720599996551e-77,"Senp6"
"Nufip2",9.58306027747461e-82,0.36156216563175,0.736,0.612,2.45153848018355e-77,"Nufip2"
"Neo1",1.00106091435383e-81,0.326501469511963,0.554,0.369,2.56091403109996e-77,"Neo1"
"Map2k4",1.01653641106771e-81,0.332896715722264,0.55,0.375,2.6005034467934e-77,"Map2k4"
"Mib1",1.3077361094261e-81,0.336325749260282,0.654,0.492,3.34545051513384e-77,"Mib1"
"Tuba1c",1.59707522072334e-81,-0.385318006438855,0.641,0.768,4.08563782965445e-77,"Tuba1c"
"Noc3l",1.63718159642449e-81,0.374022227201043,0.621,0.465,4.18823795997312e-77,"Noc3l"
"Tmco1",1.80106371230281e-81,0.300705858738467,0.963,0.951,4.60748118881304e-77,"Tmco1"
"Idh3g",1.92549274396761e-81,-0.283122302358392,0.857,0.93,4.92579553761793e-77,"Idh3g"
"Aaas",2.40030801950999e-81,-0.327582338576817,0.64,0.761,6.14046797551046e-77,"Aaas"
"Ro60",2.84794616791343e-81,0.335986685707984,0.628,0.457,7.28561588675613e-77,"Ro60"
"Dnajc13",2.87207139702549e-81,0.331900844371266,0.511,0.338,7.3473330478706e-77,"Dnajc13"
"Snrpn",2.94421993761515e-81,-0.340071487905754,0.891,0.952,7.53190344440707e-77,"Snrpn"
"G2e3",3.19736870889605e-81,0.428120235632426,0.704,0.579,8.17950863109788e-77,"G2e3"
"Ubr7",3.51700313497763e-81,0.367357505916141,0.69,0.548,8.99719741989978e-77,"Ubr7"
"Sox11",4.07677085506686e-81,0.355058090819953,0.986,0.969,1.04291952014321e-76,"Sox11"
"Wdr74",4.54139115721863e-81,-0.266286334871259,0.961,0.989,1.16177868583967e-76,"Wdr74"
"Ptpn13",4.89730156870337e-81,0.391603667394952,0.602,0.439,1.2528276873057e-76,"Ptpn13"
"Pbx1",5.20865752449332e-81,0.403317519201563,0.894,0.825,1.33247876791588e-76,"Pbx1"
"H2ac4",5.52174233330289e-81,0.270270887676872,0.222,0.085,1.41257212370555e-76,"H2ac4"
"Dbf4",5.95657001557665e-81,0.339121381499579,0.941,0.927,1.52380974138482e-76,"Dbf4"
"Ccm2",8.33778756340953e-81,-0.315000769638173,0.542,0.692,2.13297281447143e-76,"Ccm2"
"Xrcc1",1.08822071526635e-80,-0.287782621309809,0.794,0.889,2.78388623379437e-76,"Xrcc1"
"Nxt1",1.2440426463303e-80,-0.258458969264575,0.956,0.983,3.18250989784218e-76,"Nxt1"
"Adsl",1.36217050908158e-80,-0.287933085099446,0.856,0.927,3.4847045963325e-76,"Adsl"
"Nfkbib",1.43826273814065e-80,-0.307668224180322,0.631,0.763,3.6793637367114e-76,"Nfkbib"
"Mapk6",1.6448986090205e-80,0.34576484794258,0.718,0.577,4.20797962159624e-76,"Mapk6"
"Rad23a",1.77372790419971e-80,-0.270452607582191,0.897,0.952,4.53755072452371e-76,"Rad23a"
"Cdc20",2.07411934949205e-80,-0.378842842785672,0.96,0.984,5.30601211987056e-76,"Cdc20"
"Gtf3c1",2.34311516240152e-80,0.341955570365186,0.609,0.446,5.99415720845558e-76,"Gtf3c1"
"Glg1",2.65368660174369e-80,0.367678569644485,0.745,0.625,6.78866106458071e-76,"Glg1"
"Ncor1",2.97508079122945e-80,0.272022806773982,0.969,0.949,7.61085168012318e-76,"Ncor1"
"Txnrd1",3.93145991696674e-80,0.312065288759513,0.96,0.943,1.00574607595843e-75,"Txnrd1"
"Smc6",4.83125218237396e-80,0.309567004590666,0.983,0.961,1.23593093329491e-75,"Smc6"
"Ash1l",4.97692401405816e-80,0.347083615927418,0.615,0.456,1.27319670127636e-75,"Ash1l"
"Ralgps2",5.19303635616701e-80,0.360642750801435,0.845,0.762,1.32848256063464e-75,"Ralgps2"
"Qars",5.58197236687879e-80,-0.287253608138988,0.786,0.88,1.42798017089493e-75,"Qars"
"Elf2",1.48753911146221e-79,0.335491229507961,0.793,0.665,3.80542255494262e-75,"Elf2"
"Taf15",1.70395470284263e-79,0.316703452311458,0.913,0.864,4.35905692081203e-75,"Taf15"
"Pou5f1",7.17547779793477e-79,-0.50141280352566,0.182,0.338,1.83563073026767e-74,"Pou5f1"
"Thoc2",1.62393287335551e-78,0.315411257985219,0.891,0.82,4.15434507661805e-74,"Thoc2"
"Prkaca",1.98141966062419e-78,-0.321452591608938,0.613,0.742,5.06886777580879e-74,"Prkaca"
"Kdelr1",2.40657577901791e-78,-0.294047173092392,0.898,0.944,6.15650215788361e-74,"Kdelr1"
"Gart",5.18237876894301e-78,-0.280186519896739,0.941,0.973,1.325756136671e-73,"Gart"
"Zmynd11",5.24734243766925e-78,0.341047470831774,0.788,0.671,1.34237514240455e-73,"Zmynd11"
"Tm9sf4",7.98712359478392e-78,0.333665116212776,0.728,0.583,2.04326595801762e-73,"Tm9sf4"
"Rpa2",8.19807117779192e-78,-0.292545784157417,0.951,0.982,2.09723056870273e-73,"Rpa2"
"Wbp4",8.19950396915809e-78,0.300453904685354,0.936,0.893,2.09759710539002e-73,"Wbp4"
"Susd6",1.21782471302378e-77,0.282324697051295,0.329,0.17,3.11543918085743e-73,"Susd6"
"Herc1",1.54267754008343e-77,0.318308339589539,0.599,0.432,3.94647768304143e-73,"Herc1"
"Egr3",1.72876623297593e-77,0.273448574607084,0.192,0.066,4.42252977719902e-73,"Egr3"
"Smg1",1.7753369965401e-77,0.339576658580526,0.604,0.444,4.54166710454888e-73,"Smg1"
"Hax1",1.88179341332077e-77,-0.289526821597228,0.809,0.889,4.81400390995719e-73,"Hax1"
"Syne2",2.56929924948546e-77,0.399552216828887,0.568,0.411,6.5727813400337e-73,"Syne2"
"Stk16",3.41338580142132e-77,-0.266862392455132,0.874,0.945,8.73212355719601e-73,"Stk16"
"Mogat2",4.98632977515102e-77,-0.420892791005274,0.644,0.758,1.27560288307913e-72,"Mogat2"
"Bud31",5.29457482903501e-77,-0.25417347356118,0.95,0.977,1.35445813276374e-72,"Bud31"
"Tcf12",5.33379190347002e-77,0.33117804769984,0.894,0.826,1.3644906447457e-72,"Tcf12"
"Degs1",6.58471280209784e-77,-0.349452571122177,0.741,0.837,1.68450122903267e-72,"Degs1"
"Ccnt2",1.25477794057532e-76,0.314651551416233,0.776,0.647,3.20997292757979e-72,"Ccnt2"
"Utp20",1.86858583581146e-76,0.341238454630725,0.583,0.422,4.78021628517288e-72,"Utp20"
"Kpna3",2.25622091830872e-76,0.320348478755981,0.859,0.787,5.77186435321738e-72,"Kpna3"
"Rere",2.273486382579e-76,0.313818989996573,0.773,0.646,5.81603286391361e-72,"Rere"
"Praf2",2.42501801540219e-76,-0.314491146622259,0.541,0.692,6.20368108700187e-72,"Praf2"
"Sbno1",3.26872720850557e-76,0.325065460937974,0.848,0.763,8.36205794479894e-72,"Sbno1"
"Tmem222",4.48993461580328e-76,-0.280828965481883,0.759,0.87,1.1486150734148e-71,"Tmem222"
"Litaf",4.76521974125239e-76,-0.358876531283146,0.57,0.704,1.21903851420719e-71,"Litaf"
"Mysm1",4.86131241931718e-76,0.328408009678536,0.599,0.442,1.24362094310972e-71,"Mysm1"
"Akt1",5.09141022025384e-76,-0.335719856006056,0.686,0.789,1.30248456254534e-71,"Akt1"
"Agps",5.71230341261726e-76,0.336424296867597,0.6,0.442,1.46132145901575e-71,"Agps"
"Wwp1",6.45552766886932e-76,0.34467284994821,0.496,0.334,1.65145308825015e-71,"Wwp1"
"Tnrc6b",7.59540739937676e-76,0.331367332014531,0.611,0.446,1.94305712090856e-71,"Tnrc6b"
"Samm50",8.32956188865196e-76,-0.251244505860982,0.923,0.968,2.13086852235494e-71,"Samm50"
"Atxn2l",1.01554947171496e-75,0.303234818736436,0.822,0.716,2.5979786585412e-71,"Atxn2l"
"Utp15",1.38608789722539e-75,0.340557235520883,0.714,0.579,3.54589005868199e-71,"Utp15"
"Eef1akmt4",1.42472458318928e-75,-0.303647956266141,0.41,0.576,3.64473042871482e-71,"Eef1akmt4"
"Vezf1",1.87194018666651e-75,0.356618332092912,0.848,0.776,4.78879738553027e-71,"Vezf1"
"Slc9a3r1",1.87595844513744e-75,-0.363847317102764,0.906,0.955,4.7990768943506e-71,"Slc9a3r1"
"Rbm27",2.06399024676512e-75,0.325059902121573,0.73,0.601,5.28009984927453e-71,"Rbm27"
"Drg2",2.6945685351268e-75,-0.274982522170407,0.802,0.894,6.89324522656139e-71,"Drg2"
"Ergic3",2.91906640698336e-75,-0.250904311373883,0.947,0.979,7.46755568234484e-71,"Ergic3"
"Lrwd1",3.1542778269063e-75,-0.315762371110313,0.549,0.685,8.0692735367917e-71,"Lrwd1"
"Tasor",3.68908435236644e-75,0.33024537817843,0.52,0.356,9.43741559022382e-71,"Tasor"
"Nup214",4.36526641683744e-75,0.316177756230787,0.664,0.513,1.11672245475535e-70,"Nup214"
"Pnisr",4.49901290269021e-75,0.272890228844837,0.977,0.95,1.15093748076621e-70,"Pnisr"
"Kmt5a",4.860922733135e-75,0.298364441212297,0.975,0.961,1.2435212535906e-70,"Kmt5a"
"Uggt1",5.35221498676759e-75,0.311842802306637,0.499,0.329,1.36920363791489e-70,"Uggt1"
"Pdzd11",2.03191973718463e-74,-0.294771951782166,0.704,0.819,5.19805707166573e-70,"Pdzd11"
"Map4",3.47371464202367e-74,0.366985525896649,0.525,0.368,8.88645679722495e-70,"Map4"
"Sipa1l1",3.90608219982154e-74,0.356181841388278,0.566,0.413,9.99253948358347e-70,"Sipa1l1"
"Abi2",4.04195325417522e-74,0.322392539052298,0.664,0.515,1.0340124814831e-69,"Abi2"
"Rab5a",4.20165283818047e-74,0.344302117127868,0.869,0.809,1.07486682906333e-69,"Rab5a"
"Ccp110",4.63690136790035e-74,0.301606883476712,0.474,0.308,1.18621210793627e-69,"Ccp110"
"Ctu2",5.75739177536014e-74,-0.289094740213809,0.711,0.813,1.47285596397263e-69,"Ctu2"
"Trp53bp1",6.43699173008307e-74,0.325125037509079,0.597,0.443,1.64671122438985e-69,"Trp53bp1"
"Dmxl1",7.59736079400128e-74,0.308797860640383,0.508,0.338,1.94355683832141e-69,"Dmxl1"
"Ddx23",8.41331985763457e-74,0.322774968573925,0.649,0.488,2.15229548598008e-69,"Ddx23"
"Syncrip",8.64509306347307e-74,0.252002900293845,0.989,0.982,2.21158770749768e-69,"Syncrip"
"Nup153",1.03314625006213e-73,0.330257186495071,0.708,0.575,2.64299473690893e-69,"Nup153"
"Sh3bgrl",1.1688445936821e-73,0.36802834410627,0.915,0.883,2.99013823955756e-69,"Sh3bgrl"
"Cep350",1.1768907185938e-73,0.319368072246081,0.465,0.302,3.01072183630666e-69,"Cep350"
"Dctn6",1.26855469154828e-73,-0.286351020422836,0.697,0.809,3.24521661191882e-69,"Dctn6"
"Lnpk",1.55828442420771e-73,0.341420226269455,0.675,0.536,3.98640321400815e-69,"Lnpk"
"Bmpr1a",1.91662932860053e-73,0.325697378048206,0.749,0.615,4.90312114842588e-69,"Bmpr1a"
"Rcor2",1.92991243687703e-73,-0.304746145441773,0.768,0.863,4.93710199601882e-69,"Rcor2"
"Nmt1",1.9621549241216e-73,0.348694070032714,0.937,0.929,5.01958472688789e-69,"Nmt1"
"Gtf2h3",1.98612365906782e-73,-0.284379622985017,0.816,0.893,5.08090154462729e-69,"Gtf2h3"
"Llph",2.77673956677428e-73,0.273519513846172,0.995,0.991,7.10345515972197e-69,"Llph"
"Mdc1",3.60201839088198e-73,0.314749642568303,0.434,0.272,9.21468344755428e-69,"Mdc1"
"Kdm2a",3.80850088158468e-73,0.314758183811847,0.717,0.584,9.74290695526992e-69,"Kdm2a"
"Rc3h1",4.24385249874283e-73,0.320895924018544,0.51,0.348,1.08566234622839e-68,"Rc3h1"
"Arid3b",5.09390819877212e-73,0.425366376517006,0.825,0.75,1.30312359540988e-68,"Arid3b"
"Arl2bp",5.21456884103591e-73,-0.268370240543347,0.913,0.961,1.33399100091381e-68,"Arl2bp"
"Ppt2",5.57631395033462e-73,-0.291488582257171,0.437,0.606,1.4265326347746e-68,"Ppt2"
"Tubgcp5",9.91683778797879e-73,0.303527049308647,0.449,0.288,2.53692544292073e-68,"Tubgcp5"
"Ctr9",1.10432192764773e-72,0.372681521225395,0.653,0.525,2.82507635530841e-68,"Ctr9"
"Dpf2",1.95341462876699e-72,-0.27658620520925,0.797,0.881,4.9972253033117e-68,"Dpf2"
"Nfx1",2.06963772782224e-72,0.352218207707196,0.746,0.637,5.29454723531486e-68,"Nfx1"
"Setdb1",2.08973499687279e-72,0.322918538046279,0.623,0.469,5.34596006899997e-68,"Setdb1"
"Tspan6",2.52524830201796e-72,-0.263074628910406,0.978,0.99,6.46009020622235e-68,"Tspan6"
"Ppp1r10",2.79753099333696e-72,0.329076720183419,0.793,0.691,7.15664378715462e-68,"Ppp1r10"
"Mapk1",3.42743128563107e-72,0.272879623931652,0.948,0.905,8.76805471490141e-68,"Mapk1"
"Zfp292",3.69639865262715e-72,0.30670323267653,0.855,0.765,9.45612703315077e-68,"Zfp292"
"Baz2b",3.87175042887752e-72,0.363371980702252,0.683,0.548,9.90471194715448e-68,"Baz2b"
"Atf7ip",5.50200897698094e-72,0.355464608910432,0.694,0.562,1.40752393649126e-67,"Atf7ip"
"Fyttd1",5.56793437548184e-72,0.276105648982888,0.952,0.913,1.42438897193576e-67,"Fyttd1"
"Fbxo30",5.85360694884625e-72,0.318919477940246,0.557,0.402,1.49746972965385e-67,"Fbxo30"
"Myo5a",1.05678681678706e-71,0.306549033785676,0.413,0.255,2.70347203470467e-67,"Myo5a"
"Dohh",1.06811875689175e-71,-0.252083216318025,0.893,0.947,2.73246140388048e-67,"Dohh"
"H2ac6",1.57047890393822e-71,0.297381707833486,0.295,0.146,4.01759913205476e-67,"H2ac6"
"Brd7",1.58005209715864e-71,0.309011816421682,0.915,0.894,4.04208927495123e-67,"Brd7"
"Golga4",2.34877611668817e-71,0.361021643073375,0.665,0.52,6.00863906171167e-67,"Golga4"
"Kmt2c",3.10068537421831e-71,0.300127101718834,0.437,0.275,7.93217332432527e-67,"Kmt2c"
"Ccnd2",3.60738432396584e-71,0.558737043584163,0.95,0.91,9.22841057756942e-67,"Ccnd2"
"Chd6",5.12876036577671e-71,0.327215892070872,0.74,0.617,1.312039476773e-66,"Chd6"
"Mpnd",5.5685412109369e-71,-0.29334187215454,0.689,0.798,1.42454421258188e-66,"Mpnd"
"N4bp2l2",7.14478510088533e-71,0.285562874418031,0.895,0.832,1.82777892450848e-66,"N4bp2l2"
"Cyfip1",8.37678489804815e-71,0.347438331997317,0.755,0.66,2.14294911261868e-66,"Cyfip1"
"Usp15",1.45043264571254e-70,0.300416551271043,0.828,0.732,3.71049679426181e-66,"Usp15"
"Ncln",1.68438760155998e-70,-0.287043819163415,0.68,0.803,4.30900036231073e-66,"Ncln"
"AI597479",1.81054761349587e-70,0.287381743427527,0.378,0.222,4.63174290484513e-66,"AI597479"
"Zfp445",2.0844313197247e-70,0.328136597590945,0.598,0.454,5.33239220211974e-66,"Zfp445"
"Mrps35",2.5605500281806e-70,-0.264566950239089,0.841,0.917,6.5503990820916e-66,"Mrps35"
"E130309D02Rik",2.93955572124084e-70,-0.297220167557841,0.546,0.687,7.5199714460783e-66,"E130309D02Rik"
"Zfp568",3.06385445355198e-70,0.327025679842216,0.511,0.354,7.83795246307667e-66,"Zfp568"
"Tmem47",3.07435188747046e-70,0.421173320571944,0.759,0.639,7.86480699852693e-66,"Tmem47"
"Mpdu1",3.20990775115336e-70,-0.289722968939356,0.756,0.853,8.21158600900054e-66,"Mpdu1"
"Spats2",3.25303945805012e-70,0.277737742926621,0.911,0.858,8.32192554158381e-66,"Spats2"
"Isyna1",3.89954301501973e-70,-0.317555897050828,0.881,0.938,9.97581094102347e-66,"Isyna1"
"Washc4",4.27898213486279e-70,0.310135417578551,0.532,0.369,1.0946492097406e-65,"Washc4"
"Utrn",4.36426649431459e-70,0.401401622349908,0.586,0.428,1.11646665457556e-65,"Utrn"
"Ngdn",5.15132389172923e-70,-0.282498803753987,0.654,0.778,1.31781167798217e-65,"Ngdn"
"Plk4",5.42428772281868e-70,0.30814415411276,0.853,0.777,1.38764128525148e-65,"Plk4"
"Ppan",8.87497882665016e-70,-0.25929096872507,0.962,0.981,2.27039708343364e-65,"Ppan"
"Ywhag",9.53763723060533e-70,0.25457463896858,0.963,0.931,2.43991835633345e-65,"Ywhag"
"Mrpl39",9.63878551927409e-70,-0.269958813907512,0.78,0.869,2.4657941115407e-65,"Mrpl39"
"Lars",1.05850351117758e-69,0.287186508004804,0.91,0.861,2.70786368229448e-65,"Lars"
"Mpdz",1.48920779217489e-69,0.308577298627193,0.531,0.371,3.80969137394179e-65,"Mpdz"
"Dmtf1",1.82900046711094e-69,0.318587201442697,0.607,0.456,4.6789489949632e-65,"Dmtf1"
"Erbin",1.89168626008053e-69,0.310636151061402,0.437,0.281,4.83931179053801e-65,"Erbin"
"Greb1l",2.66520955604339e-69,0.358515136613337,0.692,0.556,6.81813908627021e-65,"Greb1l"
"Ccnk",3.21881850071703e-69,0.315162593770139,0.554,0.404,8.2343814885343e-65,"Ccnk"
"Ogfr",3.50133974118108e-69,-0.28012721722503,0.839,0.901,8.95712732588943e-65,"Ogfr"
"Mogs",3.74123217508683e-69,-0.292162508823632,0.778,0.859,9.57082015030714e-65,"Mogs"
"Ammecr1",4.72930393102998e-69,0.318850963903267,0.69,0.546,1.20985053163609e-64,"Ammecr1"
"Tmem97",4.90833432838952e-69,-0.280350468472279,0.89,0.943,1.25565008788861e-64,"Tmem97"
"Rad50",5.22475888052359e-69,0.326183501193994,0.792,0.689,1.33659781681554e-64,"Rad50"
"Taf1",6.08219520202127e-69,0.323295781014483,0.532,0.379,1.55594717658108e-64,"Taf1"
"Zfr",6.70951453434002e-69,0.311331432366207,0.813,0.726,1.71642800817486e-64,"Zfr"
"Picalm",7.79770272568665e-69,0.304661184975821,0.69,0.54,1.99480831128516e-64,"Picalm"
"Xpo4",9.68285868686206e-69,0.305862701884353,0.668,0.528,2.47706890927305e-64,"Xpo4"
"Rpsa-ps10",1.00342768235512e-68,-0.285193863184962,0.661,0.776,2.56696869700086e-64,"Rpsa-ps10"
"Atad5",1.07706352481437e-68,0.326800676697116,0.554,0.396,2.75534390918012e-64,"Atad5"
"Ep400",1.12752421498823e-68,0.306911821812196,0.739,0.61,2.8844324467829e-64,"Ep400"
"Cers2",1.2374094062048e-68,-0.278192064117502,0.659,0.787,3.16554074295311e-64,"Cers2"
