"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Zfp318",2.46337881879276e-50,0.298417982821391,0.539,0.341,6.30181569423564e-46,"Zfp318"
"Cep170",3.0726147864874e-50,0.286323837226067,0.521,0.32,7.86036314679207e-46,"Cep170"
"Ankrd11",3.20460195882979e-50,0.276581280635458,0.995,0.983,8.19801273107837e-46,"Ankrd11"
"Mcph1",3.43937731067393e-50,0.278211801445415,0.539,0.338,8.79861503616604e-46,"Mcph1"
"Thap2",3.6346333676916e-50,0.288671801927997,0.628,0.422,9.29811908122865e-46,"Thap2"
"Kmt2d",4.10724285309385e-50,-0.384707281081523,0.374,0.552,1.05071486667847e-45,"Kmt2d"
"Rnpep",6.2976982784422e-50,-0.364516685118534,0.662,0.777,1.61107717359108e-45,"Rnpep"
"Trnt1",6.71233884737209e-50,0.31933466068956,0.883,0.793,1.71715052393473e-45,"Trnt1"
"Phf6",7.17068121023655e-50,0.309253431745031,0.834,0.69,1.83440366720271e-45,"Phf6"
"Zc3hc1",9.10308937559305e-50,-0.335621313501676,0.682,0.786,2.32875232406421e-45,"Zc3hc1"
"Golt1b",9.23914835406098e-50,-0.334138641989124,0.794,0.883,2.36355893193588e-45,"Golt1b"
"Fndc3a",9.64441200723386e-50,0.309605357565634,0.72,0.523,2.46723347969057e-45,"Fndc3a"
"Rbbp8",1.14237777162345e-49,0.323192351415785,0.693,0.508,2.92243081536712e-45,"Rbbp8"
"Rbm15",1.37888688461795e-49,-0.407974889729761,0.596,0.716,3.52746842822965e-45,"Rbm15"
"Gm21596",1.73070431074547e-49,-0.356505811923255,0.533,0.676,4.42748776774905e-45,"Gm21596"
"Drg1",2.0163973615246e-49,-0.266370697109695,0.97,0.986,5.15834773025224e-45,"Drg1"
"Il17rd",2.40802703177684e-49,0.451553962527656,0.469,0.294,6.16021475269152e-45,"Il17rd"
"Ppp2r1b",2.42651633792615e-49,-0.365948695247304,0.588,0.716,6.20751409568268e-45,"Ppp2r1b"
"Htt",2.93265047356771e-49,0.275523254970288,0.506,0.312,7.50230644148091e-45,"Htt"
"Fam92a",3.74218226425493e-49,0.318670625459037,0.904,0.835,9.57325066841697e-45,"Fam92a"
"Snhg12",4.27475603943707e-49,-0.480718638314776,0.878,0.926,1.09356809000879e-44,"Snhg12"
"Napa",5.12331041783167e-49,-0.293597643846822,0.921,0.96,1.3106452710897e-44,"Napa"
"Slc39a6",5.28395946091412e-49,0.31340630962841,0.613,0.413,1.35174250929105e-44,"Slc39a6"
"D10Wsu102e",5.34302470938188e-49,0.326048179819702,0.837,0.704,1.36685258115407e-44,"D10Wsu102e"
"Glg1",5.43116713596931e-49,0.339129330319335,0.778,0.625,1.38940117672367e-44,"Glg1"
"Lrpprc",5.51275246223268e-49,0.301870318711586,0.665,0.477,1.41027233488836e-44,"Lrpprc"
"Atrip",5.54092853006991e-49,0.267704356355375,0.502,0.307,1.41748033656248e-44,"Atrip"
"Dnajc13",5.58084659161392e-49,0.286277669197606,0.534,0.338,1.42769217506667e-44,"Dnajc13"
"Exosc3",5.65861482546714e-49,0.255790699406273,0.984,0.971,1.447586844651e-44,"Exosc3"
"Eid1",7.07684211648005e-49,0.280120528266762,0.994,0.98,1.81039775023793e-44,"Eid1"
"Ubap2l",8.01789021378998e-49,0.255439031803939,0.984,0.964,2.05113667449175e-44,"Ubap2l"
"Actr1b",8.24256576693563e-49,-0.335126678294899,0.701,0.801,2.10861317449747e-44,"Actr1b"
"Tln2",1.01084814051284e-48,0.398093954290929,0.727,0.556,2.58595171305994e-44,"Tln2"
"Trrap",1.36042278656944e-48,0.289432403984481,0.646,0.452,3.48023357260195e-44,"Trrap"
"Mpdz",1.38331013092821e-48,0.27771606463748,0.576,0.371,3.53878397694054e-44,"Mpdz"
"Eif2s3y",1.68209643204315e-48,-0.372580074554216,0.207,0.416,4.30313909245279e-44,"Eif2s3y"
"Rev3l",2.65076928667874e-48,0.326482910379403,0.618,0.424,6.78119798918154e-44,"Rev3l"
"Bbx",2.78418765238739e-48,0.348901564559939,0.884,0.772,7.12250885233742e-44,"Bbx"
"Lin28b",3.5818943786993e-48,0.336977914689987,0.812,0.673,9.16320219958855e-44,"Lin28b"
"Rpa1",3.71522692469383e-48,-0.362666262339446,0.638,0.758,9.50429351875176e-44,"Rpa1"
"Ngdn",4.2755087033351e-48,-0.323433119610101,0.656,0.778,1.09376063648719e-43,"Ngdn"
"Cdh2",4.51339426262938e-48,0.369114634490837,0.853,0.749,1.15461652026585e-43,"Cdh2"
"Syne2",4.71033944816785e-48,0.333773546100707,0.6,0.411,1.2049990376303e-43,"Syne2"
"Gpatch2",4.79912448701709e-48,0.273779112310319,0.536,0.338,1.22771202626871e-43,"Gpatch2"
"Cenpj",6.70407733463373e-48,0.26868183677314,0.446,0.261,1.715037063746e-43,"Cenpj"
"Cul2",7.36976418164667e-48,0.305209918185796,0.827,0.675,1.88533307294885e-43,"Cul2"
"Tnrc6b",8.52659305998988e-48,0.300115621090256,0.643,0.446,2.18127303660661e-43,"Tnrc6b"
"Cdk13",8.89803049448225e-48,0.302133111681785,0.68,0.498,2.27629416109845e-43,"Cdk13"
"Hook3",8.90116572121945e-48,0.325662229388743,0.69,0.507,2.27709621480236e-43,"Hook3"
"Rnf126",9.30826194887775e-48,-0.265512311394822,0.967,0.986,2.38123957176191e-43,"Rnf126"
"Capzb",1.02242230298679e-47,-0.25647245784266,0.988,0.996,2.61556073550082e-43,"Capzb"
"Mphosph8",1.16253616080323e-47,0.29239370232064,0.974,0.951,2.97400000656683e-43,"Mphosph8"
"Pgd",1.38924446032436e-47,-0.286807502854429,0.921,0.959,3.55396517840178e-43,"Pgd"
"Rcor1",1.48573412527849e-47,0.284606215127637,0.531,0.338,3.80080503928742e-43,"Rcor1"
"Fnbp4",1.60386265224629e-47,0.318246542725623,0.734,0.572,4.10300143697645e-43,"Fnbp4"
"Dlgap5",1.94330559948644e-47,0.331087586904254,0.768,0.607,4.9713643846062e-43,"Dlgap5"
"Hook1",2.25237699227399e-47,0.398339733875411,0.474,0.306,5.76203082163531e-43,"Hook1"
"Sirt1",2.25442790662936e-47,0.299393820561193,0.59,0.4,5.76727747073922e-43,"Sirt1"
"Vps41",2.31103539905699e-47,0.302604920433563,0.682,0.503,5.91209075786758e-43,"Vps41"
"Uhrf1",2.44802874958175e-47,-0.3297966371836,0.896,0.961,6.26254714718004e-43,"Uhrf1"
"Pkn2",2.47729920661087e-47,0.260252321366215,0.964,0.92,6.33742683035193e-43,"Pkn2"
"Ccn1",2.80991737759564e-47,-0.815066491402061,0.463,0.619,7.18833063536516e-43,"Ccn1"
"Dnajc21",3.61224850758681e-47,0.30449602232756,0.945,0.89,9.24085413210858e-43,"Dnajc21"
"Zfp451",3.9433176227381e-47,0.292772436282199,0.658,0.462,1.00877951424886e-42,"Zfp451"
"Ccnk",4.0119624329281e-47,0.285335058721451,0.593,0.404,1.02634022959167e-42,"Ccnk"
"Fmr1",4.63285439120645e-47,0.297203537791466,0.813,0.653,1.18517681035843e-42,"Fmr1"
"Gm8624",5.37110518112178e-47,0.296761187817325,0.611,0.421,1.37403612743457e-42,"Gm8624"
"Zfp260",6.12142267715474e-47,0.320535553755891,0.716,0.544,1.56598234926973e-42,"Zfp260"
"Nde1",6.24405433705617e-47,-0.334420971373259,0.793,0.88,1.59735398050571e-42,"Nde1"
"Noc4l",6.31148413543179e-47,-0.305040007936156,0.839,0.902,1.61460387152616e-42,"Noc4l"
"Akt1",7.66398124092355e-47,-0.374114138447864,0.708,0.789,1.96059968105306e-42,"Akt1"
"Tut7",7.90956019321398e-47,0.277876617994562,0.568,0.376,2.023423688628e-42,"Tut7"
"Malsu1",7.96153747060649e-47,0.258641784188815,0.961,0.907,2.03672051573055e-42,"Malsu1"
"Nufip1",8.50890014293176e-47,0.293373541124013,0.905,0.839,2.1767468345648e-42,"Nufip1"
"Pnpla8",9.50261737632896e-47,0.281812000381798,0.633,0.435,2.43095957721247e-42,"Pnpla8"
"Sdad1",9.56408676528219e-47,0.311175804484991,0.902,0.82,2.44668467629449e-42,"Sdad1"
"Asph",9.69428978305848e-47,0.304310624815043,0.68,0.484,2.47999321230202e-42,"Asph"
"Ajuba",1.00242780396665e-46,-0.401824635314527,0.535,0.667,2.56441080810748e-42,"Ajuba"
"Dnajc1",1.35980591087489e-46,0.314994175557348,0.624,0.432,3.47865548120013e-42,"Dnajc1"
"Usp47",1.42171045422959e-46,0.29615278516731,0.699,0.507,3.63701968401015e-42,"Usp47"
"Qser1",1.61088271126726e-46,0.287440256447554,0.606,0.412,4.12096015196391e-42,"Qser1"
"Dync2h1",1.61937555697132e-46,0.27376828453508,0.485,0.296,4.14268654984403e-42,"Dync2h1"
"Man1a2",1.77848682319885e-46,0.306866450801468,0.868,0.76,4.54972499110731e-42,"Man1a2"
"Hspa13",1.79897848409556e-46,0.280465129868405,0.596,0.4,4.60214675801326e-42,"Hspa13"
"Lsm14a",1.89952111700051e-46,-0.325268707280529,0.744,0.839,4.8593549215107e-42,"Lsm14a"
"Mea1",1.92070985960617e-46,-0.308072810841319,0.854,0.918,4.9135599628445e-42,"Mea1"
"Xpo5",2.03063812516629e-46,0.308766612816239,0.664,0.482,5.1947784518004e-42,"Xpo5"
"Kif11",2.26315926366526e-46,0.39795347547429,0.73,0.584,5.78961402830847e-42,"Kif11"
"Xrcc5",2.3756328549911e-46,0.29872876914652,0.763,0.588,6.07734396963823e-42,"Xrcc5"
"Fen1",2.70304020167506e-46,-0.305893212576451,0.913,0.965,6.91491744392514e-42,"Fen1"
"Ccdc47",3.37190691950629e-46,0.301139691828757,0.855,0.719,8.62601228148098e-42,"Ccdc47"
"Sppl2a",5.38675309296103e-46,0.27423317615689,0.454,0.273,1.37803917624129e-41,"Sppl2a"
"Pgam5",5.38960565189479e-46,-0.32687247084195,0.7,0.8,1.37876891786773e-41,"Pgam5"
"Odr4",5.6209379873477e-46,0.278889419439665,0.563,0.374,1.43794835592329e-41,"Odr4"
"Ankhd1",5.77218075612364e-46,0.300671329963497,0.585,0.404,1.47663928103155e-41,"Ankhd1"
"Atp6ap1",6.0037566258445e-46,-0.35735508388924,0.51,0.647,1.53588102002354e-41,"Atp6ap1"
"Arid4b",6.01343903723717e-46,0.313246304885069,0.917,0.848,1.53835797450601e-41,"Arid4b"
"Akr1b3",6.20035175437834e-46,-0.297854274686192,0.991,0.994,1.58617398580507e-41,"Akr1b3"
"Emd",6.33769617386073e-46,-0.268737810369536,0.934,0.975,1.62130943519705e-41,"Emd"
"2610507B11Rik",7.88837519139783e-46,0.295458685706521,0.753,0.577,2.01800414146339e-41,"2610507B11Rik"
"Trpm7",9.36070382488851e-46,0.297065478625619,0.727,0.548,2.39465525248298e-41,"Trpm7"
"Cdk9",1.04541222832524e-45,-0.291787430240385,0.91,0.956,2.67437356250163e-41,"Cdk9"
"Polr3g",1.09388765348206e-45,0.321456124574218,0.725,0.57,2.79838339513781e-41,"Polr3g"
"Atp11c",1.11132264008692e-45,0.257394779318998,0.467,0.28,2.84298557787035e-41,"Atp11c"
"Pom121",1.11881005161694e-45,0.29611407057648,0.828,0.66,2.86213987404646e-41,"Pom121"
"Desi2",1.48885296406143e-45,0.317319829384085,0.857,0.732,3.80878365266194e-41,"Desi2"
"Nfyc",1.5444940338759e-45,-0.329042836002916,0.675,0.77,3.95112463746133e-41,"Nfyc"
"Kansl2",1.60193294165278e-45,-0.286606301657641,0.856,0.919,4.09806485133613e-41,"Kansl2"
"Swap70",1.84444022657065e-45,0.294095930619098,0.617,0.423,4.71844698761304e-41,"Swap70"
"Zfp397",2.23036299179512e-45,0.287065806674137,0.607,0.424,5.70571460561027e-41,"Zfp397"
"Ociad1",2.29443686073909e-45,-0.286247626041994,0.902,0.949,5.86962837714273e-41,"Ociad1"
"Mdn1",2.30036093168034e-45,0.313831314048554,0.79,0.643,5.88478333542464e-41,"Mdn1"
"Zfp518a",2.33253195683101e-45,0.286050124138707,0.496,0.314,5.96708325196509e-41,"Zfp518a"
"Rbm33",3.01223887496422e-45,0.27767693895136,0.623,0.424,7.70590948993347e-41,"Rbm33"
"Brd8",4.30149352087602e-45,0.315037143436005,0.887,0.802,1.1004080725105e-40,"Brd8"
"Zbtb8os",4.44527859590019e-45,0.2914758854225,0.872,0.756,1.13719117040319e-40,"Zbtb8os"
"Tmem160",5.08946705689672e-45,0.281172350531784,0.978,0.953,1.30198746249532e-40,"Tmem160"
"Qars",6.1717310146129e-45,-0.29992585441172,0.799,0.88,1.57885222815827e-40,"Qars"
"Acvr2b",6.27364147992047e-45,-0.30249489442495,0.923,0.958,1.60492296339325e-40,"Acvr2b"
"Btg1",6.81941908139532e-45,-0.424521435737895,0.695,0.801,1.74454378940255e-40,"Btg1"
"Gm43362",8.13374624435303e-45,0.281038354062005,0.598,0.403,2.08077496423039e-40,"Gm43362"
"Usp46",8.5661779013638e-45,0.295985490795963,0.659,0.463,2.19139963072689e-40,"Usp46"
"Galnt1",8.96566577787261e-45,0.281954540582439,0.8,0.634,2.29359661929537e-40,"Galnt1"
"Atp6v1b2",9.79332824360104e-45,-0.328850230863,0.649,0.762,2.50532923127802e-40,"Atp6v1b2"
"Psip1",9.80812484686087e-45,0.258648284792933,0.999,0.999,2.50911449832395e-40,"Psip1"
"Afg3l1",1.44146126254903e-44,-0.327013612401376,0.565,0.691,3.68754620185293e-40,"Afg3l1"
"Med1",1.62178993431585e-44,-0.327163006086494,0.663,0.771,4.14886300996681e-40,"Med1"
"Aff4",1.77468028094511e-44,0.295953758003595,0.728,0.561,4.53998709471379e-40,"Aff4"
"Sh3gl1",2.28242923740707e-44,-0.30101085300095,0.854,0.912,5.83891047513477e-40,"Sh3gl1"
"Usp8",2.38463722885054e-44,0.265246562625883,0.639,0.445,6.10037895884546e-40,"Usp8"
"Pawr",2.38640703561107e-44,0.321081523549865,0.59,0.401,6.10490647850024e-40,"Pawr"
"Rabep1",2.42849403435255e-44,0.287462964105302,0.73,0.547,6.21257343868069e-40,"Rabep1"
"Zfp60",2.62390495946035e-44,0.251615102949369,0.405,0.233,6.71247366729148e-40,"Zfp60"
"Tomm70a",2.76886548333573e-44,0.259953185285788,0.968,0.953,7.08331167946946e-40,"Tomm70a"
"Rev1",2.89757132861213e-44,0.276153635286304,0.54,0.354,7.41256697285555e-40,"Rev1"
"Cul3",2.99537242371167e-44,0.299650310950595,0.896,0.804,7.6627617343392e-40,"Cul3"
"Farsb",3.32009704854081e-44,-0.286601647165802,0.896,0.94,8.49347226957709e-40,"Farsb"
"Ufl1",3.62434543534174e-44,0.294291718370359,0.691,0.519,9.27180049269124e-40,"Ufl1"
"Mcm7",4.73969459107024e-44,-0.258683546034413,0.996,0.997,1.21250867028759e-39,"Mcm7"
"Pgk1",4.91850926136129e-44,-0.262442529999825,1,1,1.25825303924145e-39,"Pgk1"
"Gm12940",4.98628387697515e-44,-0.348995364121783,0.23,0.403,1.27559114140778e-39,"Gm12940"
"Cdkn1b",6.06274661303204e-44,0.252061136273217,0.42,0.243,1.55097183854586e-39,"Cdkn1b"
"Strn4",7.82355891025762e-44,-0.334053812843539,0.488,0.634,2.0014228404221e-39,"Strn4"
"Abhd17b",1.13738301611896e-43,-0.333265185154152,0.572,0.703,2.90965323183552e-39,"Abhd17b"
"Fgfr1op2",1.16612047541322e-43,0.284698388302547,0.901,0.793,2.9831694002021e-39,"Fgfr1op2"
"Bms1",1.16768982277791e-43,0.29933191132071,0.865,0.747,2.98718410463044e-39,"Bms1"
"Uspl1",1.38293647385466e-43,0.28551190388046,0.62,0.441,3.537828087415e-39,"Uspl1"
"Uba6",1.39931870927658e-43,0.295776022856125,0.663,0.482,3.57973712207135e-39,"Uba6"
"Rangap1",1.66410984733292e-43,-0.286032653227661,0.918,0.958,4.25712581144707e-39,"Rangap1"
"Rngtt",1.9809819827494e-43,0.266653212381087,0.649,0.458,5.06774810826951e-39,"Rngtt"
"Ddx50",1.996156422736e-43,0.294927119133046,0.927,0.857,5.10656736064324e-39,"Ddx50"
"Dock11",2.47932746491231e-43,0.258384106218642,0.492,0.306,6.34261552073867e-39,"Dock11"
"Sgo2a",3.00337585107668e-43,0.383653565796068,0.706,0.546,7.68323610222437e-39,"Sgo2a"
"Cited2",3.12444333076682e-43,-0.499374350998935,0.924,0.97,7.99295092876767e-39,"Cited2"
"Elp2",3.2215746004227e-43,-0.321737922929044,0.643,0.752,8.24143214280135e-39,"Elp2"
"Phtf1",3.49215188381084e-43,0.256213494784179,0.553,0.368,8.9336229491649e-39,"Phtf1"
"Rnf111",3.84610003345927e-43,0.256796289189878,0.559,0.364,9.83909310559551e-39,"Rnf111"
"Lix1",4.73921007515726e-43,0.50208896053466,0.418,0.263,1.21238472142673e-38,"Lix1"
"Ylpm1",5.13141192354803e-43,0.298897725283229,0.744,0.581,1.31271779828206e-38,"Ylpm1"
"Dnmt3b",5.90976778048399e-43,-0.466195882754001,0.731,0.808,1.51183679360341e-38,"Dnmt3b"
"Fzr1",6.3038008011317e-43,-0.401910983401217,0.629,0.742,1.61263832094551e-38,"Fzr1"
"Raf1",6.74172909799156e-43,-0.299764659954601,0.742,0.833,1.7246691378482e-38,"Raf1"
"Fkbp9",9.50897602359636e-43,-0.372031996249479,0.613,0.728,2.43258624635642e-38,"Fkbp9"
"Ndufa3",1.17012442214595e-42,-0.258583455057714,0.941,0.983,2.99341229673376e-38,"Ndufa3"
"Dcaf1",1.48351633103507e-42,0.262374613216498,0.578,0.39,3.79513147805391e-38,"Dcaf1"
"Srm",1.75364078488812e-42,-0.273713160694665,0.992,0.997,4.48616385590079e-38,"Srm"
"Map2k1",1.84168558766277e-42,-0.314374784367397,0.774,0.856,4.7114000703589e-38,"Map2k1"
"Gm9294",1.86039448422156e-42,-0.322794186151989,0.595,0.705,4.7592611695356e-38,"Gm9294"
"Esco1",2.11643081147755e-42,0.268706721754888,0.552,0.371,5.41425330192186e-38,"Esco1"
"Gga2",2.905954617288e-42,-0.291737910446917,0.816,0.903,7.43401310194616e-38,"Gga2"
"Isyna1",3.28016250575954e-42,-0.345206324260802,0.885,0.938,8.39131172223406e-38,"Isyna1"
"Pes1",3.51724046321276e-42,-0.297339093671129,0.748,0.83,8.99780455299089e-38,"Pes1"
"Jmjd1c",4.43185216304397e-42,0.279959685515909,0.633,0.441,1.13375642034991e-37,"Jmjd1c"
"Pik3c2a",4.8298064710762e-42,0.271935232385805,0.545,0.365,1.23556109143071e-37,"Pik3c2a"
"Notch2",4.96790631321037e-42,-0.457536388250829,0.368,0.52,1.27088979304548e-37,"Notch2"
"Mtif2",5.09051666735512e-42,0.271919760710523,0.623,0.439,1.30225597384279e-37,"Mtif2"
"Usp51",5.16459208581213e-42,0.266930014960771,0.323,0.171,1.32120594739246e-37,"Usp51"
"Pbrm1",5.36432554307204e-42,0.263214367757147,0.967,0.949,1.37230176042869e-37,"Pbrm1"
"Plk4",6.00680416633745e-42,0.297752070128734,0.863,0.777,1.53666064183245e-37,"Plk4"
"Scamp3",6.72959330466271e-42,-0.279508814432879,0.861,0.91,1.72156455919881e-37,"Scamp3"
"Anln",7.76772256475079e-42,0.307251883933604,0.565,0.39,1.98713878651455e-37,"Anln"
"Dido1",7.77993538625559e-42,0.268230361977867,0.611,0.422,1.9902630705119e-37,"Dido1"
"Klhdc3",7.86210731675355e-42,-0.333363796568433,0.511,0.65,2.01128429377189e-37,"Klhdc3"
"Ino80e",8.37199652075357e-42,-0.321440963660228,0.67,0.775,2.14172414993918e-37,"Ino80e"
"Shmt2",8.85522348555865e-42,-0.343568265997567,0.646,0.752,2.26534327207561e-37,"Shmt2"
"Nckap1",8.85555887250643e-42,0.286357422249078,0.797,0.653,2.26542907076459e-37,"Nckap1"
"Man2a1",1.16795134877071e-41,0.286660080930658,0.431,0.26,2.98785314042522e-37,"Man2a1"
"Tm2d1",1.44332526558428e-41,-0.300112679501234,0.785,0.855,3.69231469441771e-37,"Tm2d1"
"Ccp110",1.48470026839496e-41,0.25473311481259,0.483,0.308,3.79816022660799e-37,"Ccp110"
"Fyttd1",2.20290801345633e-41,0.258067342897835,0.955,0.913,5.63547928002399e-37,"Fyttd1"
"Arfgap2",2.93427932336348e-41,-0.312766348039224,0.714,0.797,7.50647336502846e-37,"Arfgap2"
"Rnf26",3.29858908433727e-41,-0.345163446643185,0.475,0.611,8.43845059555161e-37,"Rnf26"
"Ube2g2",3.30488127725546e-41,-0.334852185153073,0.579,0.691,8.45454728347492e-37,"Ube2g2"
"Cpsf3",3.68724192546293e-41,-0.302393166226838,0.767,0.84,9.43270229371927e-37,"Cpsf3"
"Srbd1",5.129572300059e-41,0.260741658422425,0.52,0.344,1.31224718580109e-36,"Srbd1"
"Cfl2",5.20372287367774e-41,-0.284907489560735,0.956,0.981,1.33121638554424e-36,"Cfl2"
"Svil",5.30448993883896e-41,0.299087642835189,0.415,0.246,1.35699461615378e-36,"Svil"
"Evl",5.53936613278498e-41,-0.298831550057431,0.81,0.877,1.41708064408905e-36,"Evl"
"Kmt5b",6.03871643268491e-41,0.264092921296561,0.529,0.353,1.54482443780945e-36,"Kmt5b"
"Nup155",6.28129227315342e-41,0.281523212087368,0.631,0.454,1.60688018931811e-36,"Nup155"
"Ier2",6.67714144704938e-41,-0.591920171200127,0.944,0.95,1.70814632498417e-36,"Ier2"
"Tmem131",7.65258232702605e-41,0.259155370653464,0.545,0.362,1.9576836108998e-36,"Tmem131"
"Tfap4",9.95344077020258e-41,-0.332517815931281,0.577,0.697,2.54628921783322e-36,"Tfap4"
"Bap1",1.77565278683635e-40,-0.321048606237495,0.378,0.533,4.54247495928474e-36,"Bap1"
"Nol9",1.92396764206941e-40,0.293544174358603,0.697,0.541,4.92189402194196e-36,"Nol9"
"Slk",1.97704084834229e-40,0.284156167579552,0.637,0.459,5.05766589822924e-36,"Slk"
"Ppip5k2",2.20445379039683e-40,0.271259925808841,0.682,0.496,5.63943368659317e-36,"Ppip5k2"
"Ap2a1",2.26512272265476e-40,-0.323029052976764,0.617,0.726,5.79463694909541e-36,"Ap2a1"
"Jmy",3.47154408281225e-40,0.253339701628337,0.469,0.296,8.88090407265031e-36,"Jmy"
"Usp9x",3.78281284454939e-40,0.282555367410155,0.782,0.627,9.67719181892624e-36,"Usp9x"
"Mis18bp1",4.0740143129555e-40,0.415421851761151,0.792,0.695,1.04221434154028e-35,"Mis18bp1"
"Smarcd1",4.45103580372803e-40,0.267292406888266,0.935,0.881,1.13866397930971e-35,"Smarcd1"
"Birc6",5.2875446805465e-40,0.257469715546412,0.91,0.807,1.35265968017741e-35,"Birc6"
"Crybg3",5.36351904823241e-40,0.261650993451113,0.309,0.162,1.37209544291882e-35,"Crybg3"
"Prex2",6.96723733220751e-40,0.262093620753634,0.398,0.236,1.78235865432533e-35,"Prex2"
"Fbxw8",7.22895017960577e-40,-0.326307054057127,0.454,0.593,1.84931003494675e-35,"Fbxw8"
"Nvl",7.30691766877276e-40,0.264941850877898,0.779,0.625,1.86925567802545e-35,"Nvl"
"Ash1l",7.56546692525317e-40,0.269748503579251,0.636,0.456,1.93539774881827e-35,"Ash1l"
"Dusp1",7.7974099541846e-40,-0.43395117781979,0.294,0.453,1.99473341447951e-35,"Dusp1"
"Slc39a1",8.68653130586502e-40,-0.416014894704838,0.371,0.51,2.22218843866639e-35,"Slc39a1"
"Rbbp7",8.91603534336302e-40,-0.260061632477288,0.997,1,2.28090016153913e-35,"Rbbp7"
"Egln1",9.03055970419097e-40,0.326474012529754,0.901,0.847,2.31019778352613e-35,"Egln1"
"Nol11",9.04195285743968e-40,0.250466445684975,0.946,0.9,2.31311237999022e-35,"Nol11"
"Phactr4",9.21889228993531e-40,0.252537114169758,0.515,0.336,2.35837702561125e-35,"Phactr4"
"Serpinh1",1.01109847261711e-39,-0.398475722339754,0.987,0.999,2.58659211264909e-35,"Serpinh1"
"Senp2",1.22217426911244e-39,0.271711975638532,0.77,0.619,3.12656621524343e-35,"Senp2"
"Tex9",1.31986608707347e-39,0.269217361585903,0.648,0.474,3.37648142395135e-35,"Tex9"
"Nudt16l1",1.36695143056757e-39,-0.306965740124703,0.653,0.748,3.49693514967796e-35,"Nudt16l1"
"Bcar1",1.37449096400454e-39,-0.328529839567146,0.348,0.508,3.51622278411641e-35,"Bcar1"
"Zcchc7",1.38796397720516e-39,0.293934787331677,0.7,0.534,3.55068944648623e-35,"Zcchc7"
"Sh3bgrl",1.44504710890872e-39,0.261069681594704,0.952,0.883,3.69671951401029e-35,"Sh3bgrl"
"Mapkap1",1.50657466714097e-39,0.269006536824687,0.72,0.55,3.85411931348003e-35,"Mapkap1"
"Usp25",1.60429916934436e-39,0.283163901246648,0.512,0.342,4.10411813501674e-35,"Usp25"
"4932438A13Rik",2.06009544520289e-39,0.258488323988043,0.523,0.346,5.27013616791804e-35,"4932438A13Rik"
"Med13",2.41658888787098e-39,0.255312580510813,0.613,0.424,6.18211769295155e-35,"Med13"
"Ercc6l2",2.52712448156024e-39,0.265473185180025,0.517,0.344,6.46488984872742e-35,"Ercc6l2"
"Qrich1",2.89418700326488e-39,-0.31700432887804,0.61,0.712,7.40390919175222e-35,"Qrich1"
"Idh3b",3.36198442956948e-39,-0.255808639099932,0.915,0.954,8.60062856772465e-35,"Idh3b"
"Ctnnal1",3.60003801500334e-39,0.276262854030028,0.511,0.342,9.20961724998154e-35,"Ctnnal1"
"Laptm4a",3.99128541964259e-39,-0.251513569421428,0.991,0.997,1.02105063605297e-34,"Laptm4a"
"Pold1",4.44498166550931e-39,-0.335406840830782,0.572,0.679,1.13711520967059e-34,"Pold1"
"Traf4",6.39241483542295e-39,-0.317087620624631,0.845,0.899,1.6353075631979e-34,"Traf4"
"Pex6",6.80876931296342e-39,-0.329367743646973,0.478,0.607,1.7418193656423e-34,"Pex6"
"Dlst",7.7917724785084e-39,-0.29703287194822,0.729,0.81,1.99329123545202e-34,"Dlst"
"Dcaf15",8.11315481326379e-39,-0.31390927659362,0.52,0.649,2.07550726432914e-34,"Dcaf15"
"Phc2",8.78556145429263e-39,-0.309675285934102,0.827,0.884,2.24752233123714e-34,"Phc2"
"Pole4",1.23293362062511e-38,-0.277643301246082,0.887,0.932,3.15409078828316e-34,"Pole4"
"Rnf5",1.24166059248618e-38,-0.310213984304852,0.683,0.769,3.17641612769813e-34,"Rnf5"
"Sh3glb1",1.24355320551796e-38,0.289887641774415,0.938,0.877,3.18125781035606e-34,"Sh3glb1"
"Pi4k2b",1.28843241671074e-38,0.251539155719564,0.445,0.279,3.29606780842942e-34,"Pi4k2b"
"Ncbp3",1.55762444337233e-38,0.261762478011404,0.643,0.47,3.9847148510351e-34,"Ncbp3"
"Klf6",1.8591883101867e-38,-0.548010234804202,0.406,0.546,4.75617553511962e-34,"Klf6"
"Ptpn11",1.98935909843157e-38,0.270589548638742,0.784,0.641,5.08917844560763e-34,"Ptpn11"
"Nectin3",2.38491132512198e-38,0.300217407995904,0.767,0.615,6.10108015192704e-34,"Nectin3"
"Sephs1",2.69861270161238e-38,-0.304747855961264,0.711,0.788,6.90359101326479e-34,"Sephs1"
"Ddx54",3.14976512070288e-38,-0.276592635855669,0.829,0.891,8.05772913178211e-34,"Ddx54"
"Dab2ip",3.40591113895008e-38,0.269210187587187,0.608,0.432,8.7130018756621e-34,"Dab2ip"
"Tasor",3.92953924319545e-38,0.259446710938763,0.531,0.356,1.00525472919426e-33,"Tasor"
"Kif22",5.11533490076507e-38,-0.330046653128913,0.821,0.884,1.30860497431372e-33,"Kif22"
"N6amt1",5.37239367959159e-38,0.260584772146085,0.713,0.549,1.37436575111312e-33,"N6amt1"
"Fabp5",5.67031015366434e-38,0.2581956134331,0.997,0.997,1.45057874351041e-33,"Fabp5"
