"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Wdfy1",0,0.777347560126239,0.602,0.117,0,"Wdfy1"
"Tpr",0,0.808857551229136,1,0.995,0,"Tpr"
"Dhx9",0,0.975843132451465,0.998,0.929,0,"Dhx9"
"Prrc2c",0,0.764747129224711,1,0.996,0,"Prrc2c"
"Rps20",0,0.270003312781773,1,1,0,"Rps20"
"Vcp",0,-0.654287119101608,0.998,1,0,"Vcp"
"Prdx1",0,-0.519605093431752,1,1,0,"Prdx1"
"Zmym4",0,0.928673151486365,0.939,0.616,0,"Zmym4"
"Marcksl1",0,-0.694921431196717,0.997,1,0,"Marcksl1"
"Eno1",0,-0.592442029173216,1,1,0,"Eno1"
"Gnb1",0,-0.680291343486284,0.999,1,0,"Gnb1"
"Hnrnpf",0,-0.473335106329265,1,1,0,"Hnrnpf"
"Gapdh",0,-0.496997453468201,1,1,0,"Gapdh"
"Rpl28",0,0.290113928454989,1,1,0,"Rpl28"
"Trim28",0,-0.722064854722374,0.999,1,0,"Trim28"
"Hnrnpl",0,-0.972014748668191,0.988,1,0,"Hnrnpl"
"Rps13",0,0.295109412261437,1,1,0,"Rps13"
"Rps15a",0,0.261228820406735,1,1,0,"Rps15a"
"Ppp4c",0,-0.931191451102549,0.947,0.997,0,"Ppp4c"
"Ptbp1",0,-0.724873025748656,0.982,0.996,0,"Ptbp1"
"Eef2",0,-0.795058066812285,1,1,0,"Eef2"
"Ptges3",0,-0.476390171346872,1,1,0,"Ptges3"
"Elavl1",0,-0.770630125054478,0.985,1,0,"Elavl1"
"Uba52",0,-1.00157371504759,0.919,0.999,0,"Uba52"
"Tpt1",0,0.369972390293364,1,1,0,"Tpt1"
"Gm10076",0,-0.975363792187443,1,1,0,"Gm10076"
"U2surp",0,0.681588284273703,0.998,0.978,0,"U2surp"
"Ewsr1",0,-0.834864942341616,0.995,1,0,"Ewsr1"
"Ubb",0,-0.521548042816083,1,1,0,"Ubb"
"Pfn1",0,-0.406828857264814,1,1,0,"Pfn1"
"Rpl23",0,0.25887812642164,1,1,0,"Rpl23"
"Srsf2",0,-0.535821895584579,1,1,0,"Srsf2"
"Alyref",0,-0.824500328976435,1,1,0,"Alyref"
"H1f4",0,1.92375826717309,0.847,0.544,0,"H1f4"
"Rps23",0,0.339309139528248,1,1,0,"Rps23"
"Hmga1",0,-0.966686391279928,0.871,0.992,0,"Hmga1"
"Rps18",0,0.326872979353101,1,1,0,"Rps18"
"CT010467.1",0,2.3521942517181,1,0.972,0,"CT010467.1"
"mt-Rnr1",0,1.75507293096727,0.999,0.99,0,"mt-Rnr1"
"mt-Rnr2",0,1.77699014815686,1,1,0,"mt-Rnr2"
"mt-Atp8",0,0.961989292550904,0.835,0.398,0,"mt-Atp8"
"Atp5b",5.37028467538449e-307,-0.52995825081865,1,1,1.37382622565686e-302,"Atp5b"
"Hspa8",5.59939244909235e-305,-0.564058634597035,1,1,1.4324365763268e-300,"Hspa8"
"Zfp106",1.30337108043463e-300,0.764671571744699,0.991,0.91,3.33428389796788e-296,"Zfp106"
"Actg1",4.62417332269982e-298,-0.566544769327235,1,1,1.18295601941307e-293,"Actg1"
"H1f1",5.28884889789288e-295,1.2487078984333,0.668,0.251,1.35299332505896e-290,"H1f1"
"Actb",1.10206055127868e-286,-0.700556308004097,1,1,2.81929130228112e-282,"Actb"
"H4c4",4.54862854849271e-283,1.06957925783895,0.69,0.274,1.1636301552754e-278,"H4c4"
"Scaf11",2.90532456921927e-281,0.726500424275618,0.998,0.95,7.43240131297674e-277,"Scaf11"
"Chchd2",1.23663556291339e-279,0.29634389726555,1,1,3.16356109704502e-275,"Chchd2"
"Tubb5",1.14003896869706e-278,-0.331242615838979,1,1,2.91644768972081e-274,"Tubb5"
"Gm6477",4.27332160215308e-278,0.779869801619066,0.981,0.902,1.0932011322628e-273,"Gm6477"
"Ube2d3",2.63449760402197e-270,-0.469847499978209,1,1,6.73957177060901e-266,"Ube2d3"
"Ddx39b",3.8398141276215e-260,-0.426456925232804,1,1,9.82301250128133e-256,"Ddx39b"
"H1f5",1.57284170198623e-254,2.31513008785793,0.793,0.562,4.02364364202118e-250,"H1f5"
"Cfl1",1.11272621362409e-253,-0.317621241388018,1,1,2.84657619969313e-249,"Cfl1"
"Bzw1",4.51326959230371e-251,0.506008846533111,1,0.999,1.15458462710313e-246,"Bzw1"
"Rack1",7.37783607813815e-250,0.266891328982065,1,1,1.8873980255093e-245,"Rack1"
"Ssb",3.16906229015165e-248,0.388112325563985,1,1,8.10709515066596e-244,"Ssb"
"H3c3",2.07830588554531e-247,0.99654794389821,0.708,0.314,5.31672211640201e-243,"H3c3"
"Maz",3.33713639509376e-246,-0.641927639887863,0.967,0.996,8.53706232592886e-242,"Maz"
"Gmps",1.78792643869319e-243,0.577356470735888,1,0.99,4.57387341546492e-239,"Gmps"
"Eif5",9.80221569682384e-242,0.4375619032592,1,1,2.50760281956148e-237,"Eif5"
"H2ac20",1.70394130118101e-238,0.792200087902731,0.512,0.14,4.35902263668126e-234,"H2ac20"
"Ube2d2a",2.28407283089161e-237,-0.521770653978366,0.998,1,5.84311511598693e-233,"Ube2d2a"
"Rps10",1.65466765517375e-236,0.369316617887318,1,1,4.23297079546549e-232,"Rps10"
"Topbp1",1.13360572799515e-235,0.716448948979269,0.975,0.819,2.89999017335719e-231,"Topbp1"
"Cbx3",1.16056365337944e-235,-0.738666747848121,0.999,1,2.96895393807529e-231,"Cbx3"
"Pkm",1.85925897656156e-234,-0.419214256483097,1,1,4.75635631383979e-230,"Pkm"
"Hnrnpab",4.0595121335919e-232,0.412108561784756,1,1,1.03850439401548e-227,"Hnrnpab"
"AC160336.1",1.19517802349114e-230,-2.22484123719123,0.107,0.54,3.05750441969503e-226,"AC160336.1"
"H1f3",1.17107209694057e-229,0.828387247595196,0.583,0.2,2.99583663839337e-225,"H1f3"
"Tkt",4.77462494373081e-228,-0.516720589894641,0.994,1,1.22144455310521e-223,"Tkt"
"Tcf3",5.81438161605243e-228,-0.617609843466884,0.967,0.995,1.48743510501853e-223,"Tcf3"
"Wdr77",1.21024950615163e-226,-0.657132141784908,0.919,0.991,3.0960602866371e-222,"Wdr77"
"Pcbp1",2.38132883004711e-224,-0.417759587238885,1,1,6.09191541302652e-220,"Pcbp1"
"Tfdp1",3.3533632871962e-223,-0.633696799430228,0.966,0.995,8.57857396130532e-219,"Tfdp1"
"Srrm1",1.41097280360463e-222,0.490633771630051,0.999,0.997,3.60955062618136e-218,"Srrm1"
"Hspa4",2.83847492278948e-222,0.535505694140891,1,0.997,7.26138654748005e-218,"Hspa4"
"Nedd4",5.30154671486752e-220,0.477774005869484,1,1,1.35624168059741e-215,"Nedd4"
"Ncl",5.54725279736974e-220,0.472370884153321,1,1,1.41909821062313e-215,"Ncl"
"Dcakd",1.84887736874921e-219,-0.615059553583638,0.947,0.994,4.72979808473423e-215,"Dcakd"
"Hnrnpa1",3.43768474767667e-218,-0.32124917726085,1,1,8.79428512150646e-214,"Hnrnpa1"
"Nasp",2.24080413277532e-212,0.449687370474061,1,1,5.73242513246583e-208,"Nasp"
"Dazap1",3.56690040781626e-210,-0.523195508694648,0.989,0.999,9.12484462327556e-206,"Dazap1"
"Snrpe",4.47666527689316e-210,0.265782734090664,1,1,1.14522051113481e-205,"Snrpe"
"Fkbp1a",6.73994339348462e-210,-0.441038489972892,1,1,1.72421231892124e-205,"Fkbp1a"
"Rbbp4",7.6448556045137e-210,-0.407835262534141,1,1,1.95570696074669e-205,"Rbbp4"
"Tnks2",3.84897921655401e-206,0.682051882968263,0.954,0.799,9.84645863178846e-202,"Tnks2"
"Mcm2",8.18420709099401e-206,-0.697914502920137,0.818,0.961,2.09368385801809e-201,"Mcm2"
"Sec61g",2.12795966276834e-205,-0.647742824401911,0.827,0.965,5.44374640929396e-201,"Sec61g"
"H1f2",4.713991916557e-205,0.751196462530711,0.555,0.197,1.20593341209361e-200,"H1f2"
"Ppp2ca",1.11736717639171e-202,-0.408185189999723,1,1,2.85844871064528e-198,"Ppp2ca"
"Ndufa4",5.44554342905686e-202,0.299116436624066,1,1,1.39307892002133e-197,"Ndufa4"
"H2bc18",1.2082194247358e-200,0.559561711224754,0.408,0.092,3.09086693235912e-196,"H2bc18"
"Dpysl2",2.45854023593657e-200,-0.758561046027703,0.776,0.94,6.28943763157295e-196,"Dpysl2"
"Morf4l1",5.79692530561601e-198,-0.395964736984434,1,1,1.48296943168269e-193,"Morf4l1"
"Sfr1",4.32249027015946e-194,0.409649622472485,1,1,1.10577946091219e-189,"Sfr1"
"Tut4",1.21324805220474e-193,0.671218153610046,0.977,0.869,3.10373116715018e-189,"Tut4"
"Eprs",3.96952333567634e-193,0.528614437363774,0.999,0.986,1.01548345973272e-188,"Eprs"
"Rpl24",8.55839411072606e-193,0.352423025429329,1,1,2.18940838140594e-188,"Rpl24"
"H4c8",1.96807709398451e-192,0.582679633718739,0.42,0.105,5.03473482183118e-188,"H4c8"
"Ftl1",3.79429103943263e-190,-0.296214958528087,1,1,9.70655533707656e-186,"Ftl1"
"Gm47283",1.00341587905299e-189,-1.00630650922241,0.988,0.994,2.56693850179336e-185,"Gm47283"
"Cacybp",1.45707402726263e-189,0.405852039484383,1,1,3.72748677654327e-185,"Cacybp"
"Raly",1.59434324262378e-188,-0.401702855407466,0.999,1,4.07864888328016e-184,"Raly"
"H2ac4",8.7947029462238e-188,0.515497649706833,0.381,0.085,2.24986090770297e-183,"H2ac4"
"Cbx5",1.08665810779656e-186,0.502029252353725,0.999,0.991,2.77988877136515e-182,"Cbx5"
"Nsd1",2.27575903456607e-185,0.617075695197436,0.979,0.895,5.82184676222691e-181,"Nsd1"
"Impdh2",3.82282488538027e-183,-0.503460412873523,0.996,1,9.77955062177981e-179,"Impdh2"
"H2bc14",3.16715179635209e-182,0.56894701365966,0.477,0.147,8.10220772542792e-178,"H2bc14"
"Rpl15",2.99542852995161e-180,-0.276709875205084,1,1,7.66290526532221e-176,"Rpl15"
"Pitrm1",2.35690955151426e-179,0.754515563550003,0.845,0.553,6.02944601468378e-175,"Pitrm1"
"Ctbp1",4.19599698170639e-179,-0.530570615724568,0.971,0.996,1.07341994786013e-174,"Ctbp1"
"Adnp",1.13480693660676e-178,0.522564996852724,0.563,0.205,2.90306310522741e-174,"Adnp"
"Fscn1",6.55078607395852e-178,-0.494166804837136,0.992,1,1.67582209344007e-173,"Fscn1"
"Ppp5c",7.74212753886753e-178,-0.606426028774435,0.839,0.967,1.98059106699309e-173,"Ppp5c"
"Supt16",1.25134194176921e-177,0.472895056444552,1,0.993,3.201182955434e-173,"Supt16"
"Calm1",2.7265491457429e-175,0.405037019783676,1,1,6.97505802463948e-171,"Calm1"
"Hsp90b1",9.30434116478236e-175,0.47708880180616,1,1,2.38023655677462e-170,"Hsp90b1"
"Txn1",5.4394866428231e-174,0.309041554678101,1,1,1.39152947296701e-169,"Txn1"
"Hist1h2an",1.71255961880906e-172,0.348708406409321,0.246,0.028,4.38107001683735e-168,"Hist1h2an"
"Ywhah",6.72589825585244e-172,-0.449750417048224,0.998,1,1.72061929181217e-167,"Ywhah"
"Polr2b",3.63776364759334e-171,0.584679694726621,0.926,0.701,9.30612696327329e-167,"Polr2b"
"Trim24",6.83113653833312e-171,0.661125113374025,0.821,0.529,1.74754134923638e-166,"Trim24"
"Wdr36",1.1948981913228e-170,0.649282826084888,0.878,0.639,3.05678855304199e-166,"Wdr36"
"Lars2",2.57104511559896e-170,0.538749414896806,0.576,0.226,6.57724761472526e-166,"Lars2"
"Calm2",4.51007488281298e-170,-0.408289896330671,1,1,1.15376735652122e-165,"Calm2"
"Snrpa",8.42585972571569e-170,-0.428675701266152,0.999,1,2.15550343503259e-165,"Snrpa"
"Ssrp1",9.46351770549103e-170,-0.461109967448738,0.998,1,2.42095709941872e-165,"Ssrp1"
"Eif4a1",9.7978088792411e-170,-0.285247564616201,1,1,2.50647546748746e-165,"Eif4a1"
"Eif3c",6.61789439395054e-169,0.373597868760016,1,1,1.69298974386043e-164,"Eif3c"
"mt-Nd5",3.94523521982563e-168,0.587493474733968,0.984,0.984,1.00927007393579e-163,"mt-Nd5"
"Kcnq1ot1",8.55848774681553e-168,0.765302882088088,0.941,0.792,2.18943233539035e-163,"Kcnq1ot1"
"Sf3a2",4.62358487684641e-167,-0.621468121905582,0.743,0.909,1.18280548319485e-162,"Sf3a2"
"Pola1",2.18287121540118e-165,0.590733536364887,0.738,0.389,5.58422114323929e-161,"Pola1"
"Ywhaq",1.14316904868605e-164,-0.291816906949081,1,1,2.92445506034865e-160,"Ywhaq"
"Eif4e",1.3307016345511e-164,-0.420130657070111,0.999,1,3.40420092150861e-160,"Eif4e"
"Eml4",3.81031454091892e-163,0.602031266208667,0.95,0.843,9.74754665857879e-159,"Eml4"
"Rhoa",4.58756748883571e-163,-0.358181153296879,1,1,1.17359151499395e-158,"Rhoa"
"H2bc11",4.64937584523785e-163,0.624346897144715,0.589,0.254,1.18940332872875e-158,"H2bc11"
"Fbl",8.66110438166406e-163,-0.450085905277864,0.993,0.999,2.2156837229173e-158,"Fbl"
"Serf2",1.17852604310992e-162,-0.391220264644555,0.999,1,3.01490532348379e-158,"Serf2"
"Mtch2",1.3301053319288e-162,-0.507640349445235,0.952,0.988,3.40267546014025e-158,"Mtch2"
"Gdi2",1.86154197903053e-161,-0.41350308617028,0.998,1,4.76219669075589e-157,"Gdi2"
"Chd4",2.61388134032509e-161,0.501554731675301,0.997,0.979,6.68683124481965e-157,"Chd4"
"Atf4",3.09904364819347e-161,-0.5764425734554,0.938,0.987,7.92797346080852e-157,"Atf4"
"Hmgn2",1.12173886351092e-160,-0.305708781044877,1,1,2.86963236063363e-156,"Hmgn2"
"Srrm2",7.12279414361521e-160,0.390200634663002,0.999,1,1.82215319781964e-155,"Srrm2"
"Smarca5",1.19537537961587e-159,0.446328516637656,0.999,0.994,3.05800929613333e-155,"Smarca5"
"Copz1",8.73949982569649e-159,-0.514873829292806,0.921,0.985,2.23573884540968e-154,"Copz1"
"Adrm1",1.54235664149248e-158,-0.498661990069577,0.969,0.996,3.94565676026606e-154,"Adrm1"
"Erh",1.33128496436712e-157,-0.330041995927475,1,1,3.40569319584398e-153,"Erh"
"Larp4",1.60410744066034e-157,0.582326015914028,0.944,0.784,4.10362765469729e-153,"Larp4"
"Psmd2",1.74511259799902e-156,-0.450606169917609,0.99,0.999,4.46434704820109e-152,"Psmd2"
"Fkbp3",3.05764854672463e-156,0.283127505440039,1,1,7.82207651223094e-152,"Fkbp3"
"mt-Co1",7.14663252922971e-156,0.517924435718406,0.99,0.992,1.82825153362754e-151,"mt-Co1"
"Btaf1",3.52737230970947e-155,0.597832284218796,0.717,0.385,9.02372384269877e-151,"Btaf1"
"Vdac1",2.67508874869876e-154,-0.366873304187886,0.999,1,6.84341203692117e-150,"Vdac1"
"Ckap5",3.2251898499551e-153,0.620277809210674,0.935,0.783,8.25068067415513e-149,"Ckap5"
"H4c3",1.13173423379891e-151,0.339328613320488,0.252,0.038,2.89520251690437e-147,"H4c3"
"Knl1",1.30575152985713e-151,0.665537070085407,0.774,0.472,3.34037356368052e-147,"Knl1"
"Gars",8.11453348765497e-150,-0.486587855777625,0.953,0.994,2.07585995681189e-145,"Gars"
"Ddb1",8.39417023071198e-150,-0.533016358922261,0.951,0.988,2.14739662842074e-145,"Ddb1"
"Trim33",8.55625890768973e-149,0.562982593011051,0.836,0.542,2.18886215376519e-144,"Trim33"
"Rpl38",9.70491926208261e-149,-0.316362507810323,1,1,2.48271244562597e-144,"Rpl38"
"Nup85",7.63267568721283e-148,-0.600531129262043,0.723,0.895,1.95259109430279e-143,"Nup85"
"H3c11",5.36367415327101e-147,0.433354379742135,0.336,0.082,1.37213512188979e-142,"H3c11"
"Ssr1",5.81352661890657e-147,-0.532220463991726,0.933,0.985,1.48721637964868e-142,"Ssr1"
"Hnrnpk",2.07278053879225e-146,-0.278978724539795,1,1,5.30258717433832e-142,"Hnrnpk"
"Nsd2",7.12106323710627e-146,0.560329546783963,0.943,0.833,1.82171039731653e-141,"Nsd2"
"Epn1",3.92527532047723e-145,-0.584684590997111,0.731,0.893,1.00416393248448e-140,"Epn1"
"Slc39a10",1.06646676932921e-144,0.623780146957175,0.924,0.761,2.72823528929799e-140,"Slc39a10"
"H3c6",2.70206151197236e-143,0.549168801126572,0.52,0.216,6.91241375992769e-139,"H3c6"
"Ddx6",1.1725366500948e-142,0.540992926414468,0.947,0.813,2.99958325827253e-138,"Ddx6"
"Ddx46",3.56999994595845e-142,0.437336177327576,0.999,0.981,9.1327738617509e-138,"Ddx46"
"Atad2",4.03849932553937e-142,0.655257933688632,0.92,0.807,1.03312889745948e-137,"Atad2"
"Atp5a1",2.93881079747577e-141,-0.351648310610857,1,1,7.51806578210251e-137,"Atp5a1"
"Ktn1",5.49796858158947e-141,0.499944190504373,0.994,0.966,1.40649032254222e-136,"Ktn1"
"Nono",2.0442725252474e-140,-0.333804323734874,1,1,5.2296579740879e-136,"Nono"
"Hmgb2",6.39230624231734e-140,-0.26777768197257,1,1,1.63527978290962e-135,"Hmgb2"
"Snx6",1.15612104435019e-139,0.413415026007802,0.999,0.989,2.95758885565666e-135,"Snx6"
"Ap2m1",1.16076225406637e-139,-0.521910375135417,0.916,0.975,2.9694619983526e-135,"Ap2m1"
"Nup93",2.76613091634428e-139,-0.579774351890723,0.693,0.864,7.07631611019193e-135,"Nup93"
"Rpn2",3.1247889936198e-139,-0.471837089933636,0.962,0.993,7.99383520347817e-135,"Rpn2"
"Prpf19",2.02552681646761e-138,-0.514727136580778,0.955,0.985,5.18170270188745e-134,"Prpf19"
"Fer",3.10687499004737e-136,0.494218862043109,0.594,0.279,7.94800759953919e-132,"Fer"
"Gm8399",5.34290001474316e-135,0.463346966682081,0.515,0.212,1.36682068177159e-130,"Gm8399"
"Pcm1",2.04473851315647e-134,0.554663715196091,0.95,0.846,5.23085006435689e-130,"Pcm1"
"Tfdp2",3.37922785557526e-134,0.567409124206601,0.858,0.607,8.64474070013264e-130,"Tfdp2"
"Map2k4",7.51721366922018e-134,0.496242604833761,0.698,0.375,1.92305360085991e-129,"Map2k4"
"Ddx42",1.57851947770135e-133,0.510676079234356,0.944,0.794,4.0381685278556e-129,"Ddx42"
"Fam98b",1.39958618307107e-132,0.531638950184851,0.854,0.588,3.58042137353242e-128,"Fam98b"
"Setdb1",1.62118913184162e-132,0.538739606449826,0.763,0.469,4.14732603707724e-128,"Setdb1"
"Uqcrc1",2.45919126321168e-132,-0.428212374828536,0.983,0.997,6.29110308954812e-128,"Uqcrc1"
"Kif2a",6.37948983754179e-132,0.495863760229628,0.968,0.887,1.63200109023994e-127,"Kif2a"
"Rap1b",1.11746637204881e-131,-0.498358123028916,0.919,0.981,2.85870247297527e-127,"Rap1b"
"Top2b",1.09990388823375e-130,0.606336094225222,0.859,0.63,2.81377412687957e-126,"Top2b"
"Nufip2",1.21084696100947e-130,0.548462213566894,0.85,0.612,3.09758869565443e-126,"Nufip2"
"Atxn2",2.86830724259097e-130,0.515510327425528,0.827,0.572,7.33770358799621e-126,"Atxn2"
"Acp1",3.76638617536317e-130,0.323610076269752,1,1,9.63516911381406e-126,"Acp1"
"Prkaca",7.42581699996711e-130,-0.606869328094194,0.49,0.742,1.89967250493159e-125,"Prkaca"
"Hdlbp",1.26149497393739e-129,0.461058807314959,0.99,0.955,3.22715644232663e-125,"Hdlbp"
"Smc3",6.13044751859913e-129,0.385008057235721,0.999,0.995,1.56829108420803e-124,"Smc3"
"Ctdspl2",2.08762675041334e-128,0.535166064781098,0.828,0.571,5.34056675290742e-124,"Ctdspl2"
"Rbm26",3.71685426999584e-128,0.490546668510873,0.973,0.9,9.50845659350337e-124,"Rbm26"
"Hdgfl2",3.24107662316388e-127,-0.496223833502483,0.847,0.954,8.29132221737784e-123,"Hdgfl2"
"Lrrc8a",9.92058096022595e-127,-0.63435897499056,0.422,0.689,2.537883021245e-122,"Lrrc8a"
"Rpl23a",1.62583536493645e-126,0.307757559495763,1,1,4.15921203058044e-122,"Rpl23a"
"Ice1",8.94482850609604e-125,0.498622194983622,0.784,0.492,2.28826602842949e-120,"Ice1"
"Tars",1.09375565111701e-124,0.498463234971181,0.949,0.85,2.79804570668753e-120,"Tars"
"Eif3l",2.41384677319197e-124,-0.361186248390608,0.998,1,6.1751028151797e-120,"Eif3l"
"Pcbp2",2.51524233886854e-124,-0.321293579238736,1,1,6.43449295129349e-120,"Pcbp2"
"Mki67",5.5180355626039e-124,0.703134556624909,0.874,0.694,1.41162385762533e-119,"Mki67"
"Gcc2",1.47059596842707e-123,0.53402590802299,0.707,0.397,3.76207860643013e-119,"Gcc2"
"H2bc6",1.76497694060802e-123,0.406766405403715,0.372,0.118,4.51516400946343e-119,"H2bc6"
"Morf4l2",2.82650829841078e-123,-0.359270110892413,0.999,1,7.23077352899445e-119,"Morf4l2"
"Atrx",4.12527608467633e-123,0.469067045965946,0.99,0.964,1.0553281279819e-118,"Atrx"
"Abce1",5.93987324926772e-123,0.488954809121347,0.973,0.896,1.51953837462767e-118,"Abce1"
"Usp34",1.43116915801577e-122,0.501329725523578,0.948,0.84,3.66121694003594e-118,"Usp34"
"Sf3b4",1.53589497997631e-122,-0.483055077994249,0.891,0.969,3.9291265377754e-118,"Sf3b4"
"Tomm20",3.42765610688041e-122,0.263903851230773,1,1,8.76862985262146e-118,"Tomm20"
"Ppp1ca",6.98551754970548e-122,-0.274831717956775,1,1,1.78703509956566e-117,"Ppp1ca"
"Ranbp2",1.52811756697027e-121,0.526290911802288,0.861,0.631,3.90923035982334e-117,"Ranbp2"
"Mrpl18",2.15196741641443e-121,0.314304263700446,1,1,5.5051630446714e-117,"Mrpl18"
"Ezh2",3.13099693467317e-121,0.406276756442446,0.996,0.992,8.0097163582809e-117,"Ezh2"
"Tsn",4.0442429568391e-121,0.323656419843066,0.999,0.999,1.03459823321858e-116,"Tsn"
"Ttc3",5.13665060713636e-121,0.423697445879429,0.996,0.988,1.31405795831762e-116,"Ttc3"
"Phf3",9.26761011377809e-121,0.509825309120225,0.899,0.714,2.37084001930671e-116,"Phf3"
"Brca2",9.29905146676577e-121,0.541901071008585,0.725,0.447,2.37888334622802e-116,"Brca2"
"Rpgrip1",4.0283246947277e-120,-0.872425709815057,0.746,0.86,1.03052602340524e-115,"Rpgrip1"
"Atad2b",4.64353649330704e-120,0.502951235742753,0.706,0.413,1.18790950571781e-115,"Atad2b"
"Casc4",7.09970029948163e-120,0.494333969022031,0.753,0.461,1.81624533061339e-115,"Casc4"
"Apc",1.26891535852606e-119,0.510648668508266,0.71,0.42,3.24613927018136e-115,"Apc"
"Arhgdia",1.01202162232004e-118,-0.341656558957279,0.999,1,2.58895371421912e-114,"Arhgdia"
"Dhx36",7.05256140899011e-118,0.419256040912281,0.99,0.949,1.80418625964785e-113,"Dhx36"
"Ccdc50",7.35433807991412e-118,0.481337055301544,0.932,0.806,1.88138676760363e-113,"Ccdc50"
"Virma",1.13288697923134e-117,0.495318403346972,0.695,0.405,2.89815147026961e-113,"Virma"
"Casp8ap2",1.74578099069244e-117,0.526501773486931,0.918,0.767,4.46605693038939e-113,"Casp8ap2"
"Psmc1",4.31647618903637e-117,-0.435761683615254,0.947,0.989,1.10424093867928e-112,"Psmc1"
"H2ac10",9.77713417941646e-117,0.268090725457486,0.217,0.038,2.50118646577832e-112,"H2ac10"
"Sass6",1.24885997981948e-116,0.474524335518239,0.652,0.355,3.1948336003742e-112,"Sass6"
"Ppil4",2.79902639722421e-116,0.49696411780546,0.873,0.681,7.16046932937897e-112,"Ppil4"
"Brca1",6.69783675975209e-116,0.495348417027655,0.663,0.368,1.71344059987978e-111,"Brca1"
"Ddx17",1.54763980122807e-115,0.496940938330752,0.915,0.75,3.95917213950166e-111,"Ddx17"
"Dock7",2.11341095463146e-115,0.492755468636864,0.743,0.46,5.40652790413819e-111,"Dock7"
"Rrm2",2.15904757209078e-115,-0.540085581685171,0.987,0.994,5.52327549892262e-111,"Rrm2"
"Ppp1cc",4.37605119140795e-115,-0.366613635623829,0.996,0.998,1.11948141578598e-110,"Ppp1cc"
"Ift74",4.87974904560997e-115,0.509707981376175,0.872,0.694,1.24833740084794e-110,"Ift74"
"Pnn",5.55986808441649e-115,0.397089593862946,1,0.995,1.42232545335543e-110,"Pnn"
"R3hdm1",7.12424375810116e-115,0.48308213000665,0.885,0.691,1.82252403819744e-110,"R3hdm1"
"Chd1",5.40395611598841e-114,0.446951307990989,0.978,0.931,1.38244005359216e-109,"Chd1"
"Fam76b",8.46796524577345e-114,0.491824611229517,0.752,0.478,2.16627486917376e-109,"Fam76b"
"Cdc27",1.03617706388659e-113,0.490178407228208,0.747,0.466,2.65074816483467e-109,"Cdc27"
"Lars",1.42270869426827e-113,0.463800565135311,0.956,0.861,3.63957338167709e-109,"Lars"
"Ctnnb1",1.8988262576864e-113,-0.417087515945005,0.99,0.999,4.85757733241334e-109,"Ctnnb1"
"Cnn3",2.36942591833964e-113,-0.429804097572393,0.971,0.995,6.06146538429645e-109,"Cnn3"
"Golm1",2.01691450514208e-112,0.549070826043247,0.881,0.702,5.15967068705447e-108,"Golm1"
"Txnrd1",1.06212437135585e-111,0.445802738061061,0.983,0.943,2.71712656680254e-107,"Txnrd1"
"Slbp",1.45479925837852e-111,-0.471033152292629,0.982,0.995,3.72166746278394e-107,"Slbp"
"Bub1",2.14664859441537e-111,0.510608233182789,0.914,0.783,5.49155643423341e-107,"Bub1"
"Trim37",2.5325385901695e-111,0.491533823975753,0.844,0.635,6.47874022137162e-107,"Trim37"
"Cd2ap",6.8629624680477e-111,0.552101143034156,0.916,0.766,1.75568305857596e-106,"Cd2ap"
"Chchd1",1.13831926005215e-110,0.30146246622325,1,0.999,2.91204833106542e-106,"Chchd1"
"Pafah1b1",2.12635154512545e-110,0.406167918703844,0.995,0.971,5.43963252273992e-106,"Pafah1b1"
"Tfrc",7.07282407224688e-110,0.551709880292175,0.828,0.598,1.8093698541622e-105,"Tfrc"
"Mbd3",7.6401418369601e-109,-0.348253432179159,0.999,0.999,1.95450108473113e-104,"Mbd3"
"Kif15",8.96087245651095e-109,0.46985129611211,0.902,0.755,2.29237039182463e-104,"Kif15"
"Cyfip1",1.1600417934368e-108,0.491178144322574,0.858,0.66,2.96761891597002e-104,"Cyfip1"
"Ddx23",6.79526094677288e-108,0.478774585343206,0.76,0.488,1.73836365540344e-103,"Ddx23"
"Cdc5l",7.04189294020804e-108,0.430174295906483,0.961,0.891,1.80145705196402e-103,"Cdc5l"
"Med12",9.54199408834677e-108,0.25979856751508,0.229,0.047,2.44103292768087e-103,"Med12"
"Huwe1",2.09227692410177e-107,0.431002454052704,0.975,0.916,5.35246282723715e-103,"Huwe1"
"Mphosph10",6.03524928777511e-107,0.443786991985292,0.981,0.951,1.54393747279863e-102,"Mphosph10"
"Rhob",7.05227213481612e-107,-0.897214878048474,0.592,0.772,1.80411225752866e-102,"Rhob"
"Kif4",8.21683058683557e-107,0.512574243524135,0.673,0.396,2.10202960072428e-102,"Kif4"
"Vars",1.86191170932635e-106,-0.457600609809833,0.925,0.974,4.76314253479868e-102,"Vars"
"Esco2",3.46262340882846e-106,0.519916100578004,0.753,0.517,8.85808320446496e-102,"Esco2"
"Gnb2",5.57093748892418e-106,-0.332118347997135,0.999,1,1.42515722841658e-101,"Gnb2"
"Thap12",7.53809570890453e-106,0.46663780318285,0.851,0.62,1.92839564425196e-101,"Thap12"
"Rad50",1.5994283057904e-105,0.494740652859222,0.876,0.689,4.091657491873e-101,"Rad50"
"Rsf1",2.67148008911733e-105,0.465834635246215,0.924,0.77,6.83418036397996e-101,"Rsf1"
