"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Laptm4a.1",8.06634525610786e-23,-0.338026054350795,0.992,0.998,2.06353244341751e-18,"mesoderm progenitors","Laptm4a"
"Spin2c.1",1.09555913911197e-22,-1.09552795826515,0.216,0.429,2.80265938967623e-18,"mesoderm progenitors","Spin2c"
"Six1.1",1.25243975202684e-22,-0.547699228209652,0.033,0.22,3.20399137363506e-18,"mesoderm progenitors","Six1"
"Mfap4",1.68384948820133e-22,-0.446537923676204,0.077,0.278,4.30762376071664e-18,"mesoderm progenitors","Mfap4"
"Igf2r.1",2.01177739659438e-22,-0.664824146150866,0.276,0.487,5.14652893596775e-18,"mesoderm progenitors","Igf2r"
"Capn6.1",2.23127122061957e-22,-0.519069493810188,0.021,0.201,5.70803803658899e-18,"mesoderm progenitors","Capn6"
"Tsc22d1.1",3.1803793351824e-22,-0.454786593985488,0.934,0.973,8.13604641526363e-18,"mesoderm progenitors","Tsc22d1"
"C430049B03Rik.1",3.28051627916006e-22,-0.499833351056915,0.044,0.233,8.39221674534727e-18,"mesoderm progenitors","C430049B03Rik"
"Pml",3.4889935394e-22,0.262222088580502,0.301,0.138,8.92554327249307e-18,"mesoderm progenitors","Pml"
"Col2a1.1",5.25371200993178e-22,-0.742327994662392,0.168,0.374,1.34400460638075e-17,"mesoderm progenitors","Col2a1"
"Fgf3.1",6.57721424375041e-22,0.483971831371478,0.407,0.21,1.68258294783623e-17,"mesoderm progenitors","Fgf3"
"Tnfrsf19",9.87875378086301e-22,0.337139041149434,0.649,0.444,2.52718279222037e-17,"mesoderm progenitors","Tnfrsf19"
"Npm3.1",1.32754097614734e-21,0.264246003101407,0.998,0.987,3.39611532518013e-17,"mesoderm progenitors","Npm3"
"Plgrkt",1.74180423702523e-21,0.355245867079915,0.685,0.511,4.45588359915794e-17,"mesoderm progenitors","Plgrkt"
"Cxxc5",2.07488780247227e-21,0.397695862574064,0.726,0.56,5.30797797628457e-17,"mesoderm progenitors","Cxxc5"
"Foxc2.1",2.4676462318767e-21,-0.806997249279633,0.037,0.219,6.31273259038698e-17,"mesoderm progenitors","Foxc2"
"Rarb",2.62982624755887e-21,-0.410092868591481,0.06,0.25,6.7276215065051e-17,"mesoderm progenitors","Rarb"
"Sox21.1",2.99896540775809e-21,-0.469343101328393,0.031,0.207,7.67195330612676e-17,"mesoderm progenitors","Sox21"
"Foxp4",3.03576401122602e-21,-0.437520301159123,0.266,0.473,7.7660914935184e-17,"mesoderm progenitors","Foxp4"
"Armc10.1",3.13861551942599e-21,0.376463997734767,0.728,0.584,8.02920622179558e-17,"mesoderm progenitors","Armc10"
"Tmem88.1",4.05871836362478e-21,-0.569457766015097,0.261,0.463,1.03830133178249e-16,"mesoderm progenitors","Tmem88"
"Cth.1",4.15150663245765e-21,0.360996019012553,0.747,0.578,1.06203842671532e-16,"mesoderm progenitors","Cth"
"Zfp423",5.54257573198973e-21,-0.33074372568376,0.1,0.299,1.41790172375761e-16,"mesoderm progenitors","Zfp423"
"Fam98c.1",5.80775091506906e-21,0.365255710534025,0.581,0.391,1.48573883909297e-16,"mesoderm progenitors","Fam98c"
"H1f10.1",7.03435091988794e-21,-0.351684728321721,0.998,0.996,1.79952765232573e-16,"mesoderm progenitors","H1f10"
"Septin7.1",7.96161520659264e-21,-0.280514781227728,0.998,0.998,2.03674040215053e-16,"mesoderm progenitors","Septin7"
"Efhd2.1",8.14822649374854e-21,-0.534809524638709,0.133,0.333,2.08447930163075e-16,"mesoderm progenitors","Efhd2"
"Plpp3",8.73335589897229e-21,-0.53081549837164,0.33,0.526,2.23416710607509e-16,"mesoderm progenitors","Plpp3"
"Myo10",9.09939860093399e-21,-0.440190958198088,0.259,0.471,2.32780815009093e-16,"mesoderm progenitors","Myo10"
"Ebf1.1",1.02438209035871e-20,-0.564906979779995,0.037,0.215,2.62057426355566e-16,"mesoderm progenitors","Ebf1"
"Mapk11.1",1.08105648647965e-20,0.285912533958886,0.384,0.203,2.76555870371224e-16,"mesoderm progenitors","Mapk11"
"Sapcd2.1",1.12692233095506e-20,0.46252809542907,0.637,0.464,2.88289270704922e-16,"mesoderm progenitors","Sapcd2"
"Fn1.1",1.63517939737788e-20,-0.669290631242806,0.589,0.723,4.18311593437208e-16,"mesoderm progenitors","Fn1"
"Pdgfra",1.64723854971134e-20,-0.444761211271451,0.104,0.299,4.21396565787155e-16,"mesoderm progenitors","Pdgfra"
"Socs1",1.807817440856e-20,0.260872579307555,0.344,0.173,4.62475857719782e-16,"mesoderm progenitors","Socs1"
"Arg1.1",2.01712305195523e-20,-1.04264728564783,0.104,0.297,5.16020419151187e-16,"mesoderm progenitors","Arg1"
"Tcf7l2",2.24285181963395e-20,-0.449535348851204,0.226,0.435,5.73766352498756e-16,"mesoderm progenitors","Tcf7l2"
"Gpd2",2.37697530849915e-20,0.357008715085283,0.616,0.429,6.08077823420253e-16,"mesoderm progenitors","Gpd2"
"Nipsnap1.1",2.65922532484428e-20,0.310585586727961,0.907,0.758,6.80283022601663e-16,"mesoderm progenitors","Nipsnap1"
"Tmem158.1",2.99903300491395e-20,-0.629082414648114,0.193,0.392,7.67212623317086e-16,"mesoderm progenitors","Tmem158"
"1700017B05Rik.1",3.57311656735455e-20,-0.404143734571616,0.114,0.31,9.14074680260641e-16,"mesoderm progenitors","1700017B05Rik"
"Lmo1",3.87369597187125e-20,-0.658392134933046,0.05,0.226,9.90968903524104e-16,"mesoderm progenitors","Lmo1"
"1190007I07Rik.1",4.50637537171158e-20,0.336944497656631,0.865,0.787,1.15282094759126e-15,"mesoderm progenitors","1190007I07Rik"
"Tbx3.1",5.19365915094428e-20,-0.437896590152345,0.023,0.189,1.32864188399456e-15,"mesoderm progenitors","Tbx3"
"Rgs5.1",5.28199857981689e-20,-0.480030969642714,0.006,0.162,1.35124087668876e-15,"mesoderm progenitors","Rgs5"
"Sys1.1",5.33773748032615e-20,-0.33745404403384,0.876,0.916,1.36550000221704e-15,"mesoderm progenitors","Sys1"
"Mt1.1",5.82243531084599e-20,-0.560169491601478,0.044,0.217,1.48949540122062e-15,"mesoderm progenitors","Mt1"
"Nin",5.95490773040568e-20,0.281316861098747,0.328,0.164,1.52338449559238e-15,"mesoderm progenitors","Nin"
"Hand2os1.1",6.52392886813622e-20,-0.533665777239496,0.01,0.169,1.66895148304661e-15,"mesoderm progenitors","Hand2os1"
"Pdgfrb.1",6.69325717596479e-20,-1.03050179362873,0.095,0.278,1.71226905075531e-15,"mesoderm progenitors","Pdgfrb"
"Cdh11.1",7.6339882727954e-20,-0.555749413739799,0.141,0.337,1.95292687994652e-15,"mesoderm progenitors","Cdh11"
"Hopx.1",9.19941942418945e-20,-0.621151802120446,0.019,0.179,2.35339547709615e-15,"mesoderm progenitors","Hopx"
"Gabarap.1",9.47451241036665e-20,-0.325404299757293,0.996,0.996,2.42376976482e-15,"mesoderm progenitors","Gabarap"
"Rhoc.1",1.2718278145861e-19,-0.542567544939338,0.512,0.674,3.25358991527416e-15,"mesoderm progenitors","Rhoc"
"Arhgap10.1",1.59624875427003e-19,0.310857686545682,0.492,0.306,4.0835235631736e-15,"mesoderm progenitors","Arhgap10"
"Bmp2.1",1.62391872298986e-19,-0.569424158559263,0.01,0.165,4.15430887715267e-15,"mesoderm progenitors","Bmp2"
"Mmp2.1",1.70449524662408e-19,-0.436087680124529,0.239,0.429,4.36043973991372e-15,"mesoderm progenitors","Mmp2"
"Map7d2.1",1.77070323808386e-19,0.299881137921381,0.421,0.234,4.52981302366613e-15,"mesoderm progenitors","Map7d2"
"Degs1.1",2.04706991288747e-19,-0.433831876913888,0.755,0.846,5.23681425114873e-15,"mesoderm progenitors","Degs1"
"Klf2",2.80316754135703e-19,-0.745390685883218,0.127,0.318,7.17106320429956e-15,"mesoderm progenitors","Klf2"
"Kif21a.1",2.90354104794364e-19,-0.486121563962074,0.145,0.334,7.42783870884942e-15,"mesoderm progenitors","Kif21a"
"Sec62.1",3.09267026149074e-19,-0.351765390875533,0.882,0.934,7.91166906294561e-15,"mesoderm progenitors","Sec62"
"Wdr86",3.90747835936605e-19,-0.305162947725314,0.098,0.287,9.99611113893022e-15,"mesoderm progenitors","Wdr86"
"Etfb",4.63599016679301e-19,-0.305623884021133,0.963,0.982,1.18597900446899e-14,"mesoderm progenitors","Etfb"
"Bicd1",4.90551288405515e-19,0.313431183121998,0.459,0.277,1.25492830599899e-14,"mesoderm progenitors","Bicd1"
"Ppp1r1a.1",5.34290618529735e-19,-0.740623985433756,0.326,0.508,1.36682226032277e-14,"mesoderm progenitors","Ppp1r1a"
"Wtip.1",5.41680044113549e-19,-0.349516208073741,0.832,0.9,1.38572588885128e-14,"mesoderm progenitors","Wtip"
"Tspan9.1",5.86066079432877e-19,-0.338802229964253,0.077,0.256,1.49927424440519e-14,"mesoderm progenitors","Tspan9"
"Cited1.1",6.0537132182495e-19,0.293289166614696,0.714,0.506,1.54866091549259e-14,"mesoderm progenitors","Cited1"
"Rhob",6.08799971356665e-19,-0.651490587263752,0.68,0.782,1.55743208672462e-14,"mesoderm progenitors","Rhob"
"Aatf.1",6.56612015282975e-19,-0.364973141701868,0.541,0.707,1.67974485749691e-14,"mesoderm progenitors","Aatf"
"mt-Rnr2",6.90468128143709e-19,-0.25793072816136,1,1,1.76635556541724e-14,"mesoderm progenitors","mt-Rnr2"
"Efna5",6.95113557685076e-19,-0.415134882435653,0.28,0.472,1.77823950326996e-14,"mesoderm progenitors","Efna5"
"Emilin1.1",7.00734029595422e-19,-0.437182289878525,0.066,0.24,1.79261779451101e-14,"mesoderm progenitors","Emilin1"
"Bok.1",7.16773183359036e-19,0.319569439373873,0.695,0.499,1.83364915766909e-14,"mesoderm progenitors","Bok"
"Fosb",7.97694688734481e-19,-0.524355798772111,0.27,0.465,2.04066255272055e-14,"mesoderm progenitors","Fosb"
"Sfrp5",8.16140104862119e-19,-0.764995702693433,0.035,0.199,2.08784961625827e-14,"mesoderm progenitors","Sfrp5"
"Ramp2.1",8.17020568505081e-19,-1.09183721635644,0.201,0.384,2.0901020183497e-14,"mesoderm progenitors","Ramp2"
"Dancr.1",8.52518319536472e-19,0.312326724790341,0.917,0.776,2.1809123650382e-14,"mesoderm progenitors","Dancr"
"Fkbp9.1",8.77085503873984e-19,-0.390842247976759,0.577,0.744,2.24376013601043e-14,"mesoderm progenitors","Fkbp9"
"Arpc3",9.4314472766916e-19,-0.286750817280553,1,0.999,2.41275284232324e-14,"mesoderm progenitors","Arpc3"
"Adprh.1",1.03284659651443e-18,-0.330317713840553,0.915,0.952,2.64222816320321e-14,"mesoderm progenitors","Adprh"
"Hsd11b2.1",1.19190490961569e-18,-0.667998279746847,0.193,0.378,3.04913113977885e-14,"mesoderm progenitors","Hsd11b2"
"Resf1.1",1.20481469094995e-18,0.287721267319671,0.907,0.776,3.08215694238817e-14,"mesoderm progenitors","Resf1"
"Dact3.1",1.28952707642984e-18,-0.35241679933642,0.05,0.216,3.29886816692281e-14,"mesoderm progenitors","Dact3"
"Slc37a3",1.41365856936513e-18,0.301113402942137,0.477,0.296,3.61642135214987e-14,"mesoderm progenitors","Slc37a3"
"Eva1b.1",1.45373246860582e-18,-0.631701737963901,0.288,0.464,3.7189384011874e-14,"mesoderm progenitors","Eva1b"
"Fos",1.68401995313737e-18,-1.02287340554762,0.564,0.697,4.30805984411602e-14,"mesoderm progenitors","Fos"
"Klf6.1",1.70343658348701e-18,-0.605992636935342,0.384,0.564,4.35773146787647e-14,"mesoderm progenitors","Klf6"
"Egfl7",2.1720781826995e-18,-0.983827885502265,0.577,0.736,5.55661040698186e-14,"mesoderm progenitors","Egfl7"
"Rai14",2.37574679524684e-18,0.300042252304104,0.554,0.365,6.07763545160047e-14,"mesoderm progenitors","Rai14"
"Ets1",2.6171107548955e-18,-0.407116225738827,0.015,0.163,6.69509273317367e-14,"mesoderm progenitors","Ets1"
"Plat",2.67988326584748e-18,-0.3959794464288,0.077,0.249,6.85567737069102e-14,"mesoderm progenitors","Plat"
"Fzd4.1",4.04944360605031e-18,-0.266744634554711,0.019,0.169,1.03592866329979e-13,"mesoderm progenitors","Fzd4"
"Tle5.1",4.73629544463422e-18,0.292346498199803,0.716,0.51,1.21163910064633e-13,"mesoderm progenitors","Tle5"
"Eno1b",4.90186675970759e-18,0.346489187459542,0.656,0.505,1.2539955544684e-13,"mesoderm progenitors","Eno1b"
"Prss23",5.24540834790307e-18,-0.426780878351176,0.046,0.206,1.34188036356056e-13,"mesoderm progenitors","Prss23"
"S100a10.1",5.42007793068956e-18,-0.860576596255349,0.795,0.831,1.386564336229e-13,"mesoderm progenitors","S100a10"
"Ehd1.1",5.91573919185185e-18,-0.371531903389765,0.807,0.886,1.51336440005954e-13,"mesoderm progenitors","Ehd1"
"Ablim1",5.92425133529201e-18,-0.308136752012736,0.089,0.268,1.5155419765944e-13,"mesoderm progenitors","Ablim1"
"Nxn.1",6.6524896529504e-18,0.278173858877059,0.965,0.896,1.70183990301777e-13,"mesoderm progenitors","Nxn"
"Serpinh1.1",8.41723820942319e-18,-0.479142804075841,1,0.998,2.15329787873464e-13,"mesoderm progenitors","Serpinh1"
"Hsp90b1.1",8.42734374546104e-18,-0.285836595958501,1,1,2.15588307696384e-13,"mesoderm progenitors","Hsp90b1"
"Mettl26.1",9.21788434152912e-18,0.298140629801346,0.869,0.757,2.35811917224998e-13,"mesoderm progenitors","Mettl26"
"Camk2d",9.57834466634856e-18,-0.32991197237716,0.112,0.296,2.45033213254529e-13,"mesoderm progenitors","Camk2d"
"Eya2",1.00205402347487e-17,-0.301072534063318,0.019,0.165,2.56345460285341e-13,"mesoderm progenitors","Eya2"
"Mapkapk2.1",1.0299575733502e-17,-0.464373816137814,0.62,0.735,2.63483746414449e-13,"mesoderm progenitors","Mapkapk2"
"Tcf21.1",1.07377640299741e-17,-0.386571810598531,0.002,0.138,2.74693479414797e-13,"mesoderm progenitors","Tcf21"
"Pfn2.1",1.10065699910062e-17,-0.395297448102807,0.672,0.778,2.8157007350992e-13,"mesoderm progenitors","Pfn2"
"Pdia3.1",1.17043277783431e-17,-0.259238903127394,1,1,2.99420113225574e-13,"mesoderm progenitors","Pdia3"
"Tiparp.1",1.17378801475719e-17,-0.458253092941644,0.382,0.557,3.00278449935183e-13,"mesoderm progenitors","Tiparp"
"Gata3.1",1.2562846962892e-17,-0.332997083631777,0.025,0.175,3.21382751004704e-13,"mesoderm progenitors","Gata3"
"Wnt2.1",1.35978904845251e-17,-0.829473142078948,0.002,0.138,3.47861234375121e-13,"mesoderm progenitors","Wnt2"
"Ppic.1",1.47721964730186e-17,-0.682869920257141,0.241,0.418,3.77902330172761e-13,"mesoderm progenitors","Ppic"
"Rnd3.1",1.59416292833294e-17,-0.477602445461313,0.407,0.58,4.07818760326134e-13,"mesoderm progenitors","Rnd3"
"Rps6ka6.1",1.64967277927575e-17,0.368030602137888,0.753,0.631,4.22019290394323e-13,"mesoderm progenitors","Rps6ka6"
"Rangrf.1",1.95039612617637e-17,0.282119497945301,0.983,0.912,4.9895033699844e-13,"mesoderm progenitors","Rangrf"
"Rcn3.1",2.07388848354479e-17,-0.427332589203638,0.504,0.664,5.30542151860427e-13,"mesoderm progenitors","Rcn3"
"Prr7.1",2.41276579246841e-17,-0.412810981736685,0.334,0.513,6.17233745029269e-13,"mesoderm progenitors","Prr7"
"Vamp5",2.72486477015741e-17,-0.475825510016201,0.006,0.142,6.97074905501668e-13,"mesoderm progenitors","Vamp5"
"Ajuba",2.75578000805516e-17,-0.39058039208333,0.523,0.682,7.04983641660671e-13,"mesoderm progenitors","Ajuba"
"Cib1",2.77406866617259e-17,0.299639487905871,0.873,0.79,7.09662246180271e-13,"mesoderm progenitors","Cib1"
"Snhg9",2.88307205820189e-17,0.32682097401082,0.602,0.434,7.37547493929207e-13,"mesoderm progenitors","Snhg9"
"Pip4p2.1",2.94875392708571e-17,-0.388200134745305,0.718,0.804,7.54350229627066e-13,"mesoderm progenitors","Pip4p2"
"Alx1.1",3.16647909356862e-17,-0.430981638829974,0.025,0.171,8.10048681716724e-13,"mesoderm progenitors","Alx1"
"Zcchc3",3.24160010376691e-17,-0.311677615249249,0.88,0.923,8.29266138545651e-13,"mesoderm progenitors","Zcchc3"
"Sox1.1",3.87493516604149e-17,-0.519151051383781,0.064,0.224,9.91285914176734e-13,"mesoderm progenitors","Sox1"
"Lama5",4.52652095926762e-17,0.263587682986872,0.39,0.224,1.15797459179984e-12,"mesoderm progenitors","Lama5"
"Ndn.1",4.53686794984154e-17,-0.412737459800453,0.871,0.9,1.16062155892846e-12,"mesoderm progenitors","Ndn"
"Vegfa.1",5.17074072617213e-17,-0.400757716841842,0.199,0.379,1.32277889256936e-12,"mesoderm progenitors","Vegfa"
"Popdc2.1",5.42533536754008e-17,-0.594197521226067,0.01,0.147,1.3879092937241e-12,"mesoderm progenitors","Popdc2"
"Acadl",5.69058849818025e-17,0.410160483818134,0.541,0.387,1.45576634960447e-12,"mesoderm progenitors","Acadl"
"Selenop",6.27333372231014e-17,-0.668834649988462,0.079,0.243,1.60484423284138e-12,"mesoderm progenitors","Selenop"
"Itgb1.1",6.41967272411384e-17,-0.39547070001203,0.799,0.853,1.6422806762828e-12,"mesoderm progenitors","Itgb1"
"Tspan12.1",7.24889003792168e-17,-0.515593732384149,0.45,0.612,1.85441104950112e-12,"mesoderm progenitors","Tspan12"
"Timm10b",7.31357182945857e-17,0.291284825236513,0.969,0.933,1.87095794541209e-12,"mesoderm progenitors","Timm10b"
"Emb.1",7.36377608238908e-17,-1.07334172358361,0.934,0.95,1.88380119739677e-12,"mesoderm progenitors","Emb"
"Cers4",7.7758310047165e-17,0.284044857797948,0.432,0.26,1.98921308762658e-12,"mesoderm progenitors","Cers4"
"Spon1",8.79546046236329e-17,-0.269095071680968,0.021,0.162,2.25005469548178e-12,"mesoderm progenitors","Spon1"
"Nexn.1",8.84760243976779e-17,-0.786904634687583,0.037,0.186,2.2633936561414e-12,"mesoderm progenitors","Nexn"
"Itga9",1.03554061226056e-16,-0.250461522148462,0.008,0.141,2.64911999428496e-12,"mesoderm progenitors","Itga9"
"Rgs3.1",1.04823067932331e-16,-0.337652211803674,0.093,0.26,2.68158372384489e-12,"mesoderm progenitors","Rgs3"
"Qdpr.1",1.11304829189832e-16,0.303407678118758,0.9,0.834,2.84740014033428e-12,"mesoderm progenitors","Qdpr"
"Dnmt3a",1.2098619941146e-16,0.293236637632589,0.6,0.422,3.09506895334397e-12,"mesoderm progenitors","Dnmt3a"
"Id2",1.27573224659803e-16,-0.710713816967918,0.855,0.884,3.26357823324707e-12,"mesoderm progenitors","Id2"
"Cryab.1",1.33937057411141e-16,-0.986409929627629,0.006,0.137,3.4263778026918e-12,"mesoderm progenitors","Cryab"
"Sfrp2.1",1.39638206717453e-16,0.296133479809365,0.801,0.625,3.57222460424589e-12,"mesoderm progenitors","Sfrp2"
"Gm27477",1.48029366205004e-16,0.288972822781704,0.402,0.235,3.78688724625642e-12,"mesoderm progenitors","Gm27477"
"Ptges.1",1.56217339084647e-16,-0.276490577296404,0.008,0.14,3.99635196846344e-12,"mesoderm progenitors","Ptges"
"mt-Nd2.1",1.81515999118914e-16,0.293740273314964,1,0.999,4.64354228946005e-12,"mesoderm progenitors","mt-Nd2"
"Sh3bp5.1",2.15901993262553e-16,-0.329483676996261,0.048,0.198,5.52320479164262e-12,"mesoderm progenitors","Sh3bp5"
"Col9a1.1",2.17986520615298e-16,-0.375510101713954,0.048,0.199,5.57653117038055e-12,"mesoderm progenitors","Col9a1"
"Eya1",2.49381936525262e-16,-0.250806802569356,0.021,0.16,6.37968870018925e-12,"mesoderm progenitors","Eya1"
"Snhg3.1",2.54554033202232e-16,0.281020155203739,0.996,0.96,6.51200127737951e-12,"mesoderm progenitors","Snhg3"
"Fgfr1",2.70409482386284e-16,-0.419809972698982,0.55,0.702,6.91761537840592e-12,"mesoderm progenitors","Fgfr1"
"Cnn3.1",2.9024025670026e-16,-0.257327224557364,0.992,0.995,7.42492624690606e-12,"mesoderm progenitors","Cnn3"
"Yars2",2.93489353948351e-16,0.282833782632662,0.902,0.83,7.50804465270672e-12,"mesoderm progenitors","Yars2"
"Agpat5.1",4.08101235231912e-16,0.315447644600499,0.88,0.793,1.04400457997028e-11,"mesoderm progenitors","Agpat5"
"Tbrg1.1",4.26142055840889e-16,-0.314937009376853,0.983,0.992,1.09015660725216e-11,"mesoderm progenitors","Tbrg1"
"Myl9.1",4.40172427633047e-16,-1.13864639360634,0.185,0.351,1.12604910437086e-11,"mesoderm progenitors","Myl9"
"Zfhx3.1",4.69120115497882e-16,-0.37564500113236,0.284,0.462,1.20010307946668e-11,"mesoderm progenitors","Zfhx3"
"Snhg8.1",4.86619748788327e-16,0.291814982664067,0.952,0.855,1.2448706413503e-11,"mesoderm progenitors","Snhg8"
"Tfap2a.1",5.13299862353418e-16,-0.478586510400007,0.023,0.158,1.31312370787251e-11,"mesoderm progenitors","Tfap2a"
"Spag9",5.53465129658304e-16,0.306153136812931,0.695,0.557,1.41587449469187e-11,"mesoderm progenitors","Spag9"
"Pitx2.1",5.63122404171971e-16,-0.472207558069818,0.01,0.139,1.44057973435274e-11,"mesoderm progenitors","Pitx2"
"Calr.1",5.91482213815803e-16,-0.268727995478361,0.996,1,1.51312979938359e-11,"mesoderm progenitors","Calr"
"Gata4.1",7.0330553202924e-16,-0.385579756207789,0.002,0.124,1.7991962120372e-11,"mesoderm progenitors","Gata4"
"Cxcl12",7.68591605419682e-16,-0.462835461570747,0.025,0.161,1.96621104498463e-11,"mesoderm progenitors","Cxcl12"
"Asb4.1",7.77555510046183e-16,-0.407536492141668,0.05,0.196,1.98914250580014e-11,"mesoderm progenitors","Asb4"
"Ephb1.1",8.5043633104337e-16,-0.291406266582253,0.035,0.176,2.17558622207515e-11,"mesoderm progenitors","Ephb1"
"Ccn2",8.82929199766454e-16,-0.443912471502548,0.112,0.275,2.25870947884254e-11,"mesoderm progenitors","Ccn2"
"Cldn7.1",1.13117011694936e-15,-1.14587301072641,0.041,0.179,2.89375939317985e-11,"mesoderm progenitors","Cldn7"
"Itga6.1",1.13719338623081e-15,0.259157519446425,0.471,0.296,2.90916812065566e-11,"mesoderm progenitors","Itga6"
"Gm34030.1",1.22455336588595e-15,-0.283560958049222,0.002,0.123,3.13265242060944e-11,"mesoderm progenitors","Gm34030"
"C1qtnf12.1",1.2294196452432e-15,-0.32661140583438,0.241,0.416,3.14510133646115e-11,"mesoderm progenitors","C1qtnf12"
"Tbx1.1",1.41218300252968e-15,-0.679740787026371,0.01,0.136,3.61264655707144e-11,"mesoderm progenitors","Tbx1"
"Klf13",1.41323851893166e-15,0.325397136301129,0.766,0.645,3.61534677913096e-11,"mesoderm progenitors","Klf13"
"Psat1",1.43947666026519e-15,0.270107645275805,0.923,0.829,3.68246919229041e-11,"mesoderm progenitors","Psat1"
"Grrp1.1",1.5820589088817e-15,-0.527618184338249,0.139,0.303,4.04722310070118e-11,"mesoderm progenitors","Grrp1"
"Msmo1",1.65536611396463e-15,0.456436104822734,0.674,0.542,4.23475759274431e-11,"mesoderm progenitors","Msmo1"
"Meox1.1",1.84591153131466e-15,-1.34145760704528,0.071,0.222,4.72221087940917e-11,"mesoderm progenitors","Meox1"
"Ssbp4",1.95490838802894e-15,-0.353364649382479,0.116,0.277,5.00104663825563e-11,"mesoderm progenitors","Ssbp4"
"Gprc5c.1",2.02977482021148e-15,-0.418979577652788,0.22,0.386,5.192569945065e-11,"mesoderm progenitors","Gprc5c"
"Spsb4.1",2.12266632566699e-15,-0.441127115093663,0.32,0.486,5.43020499432129e-11,"mesoderm progenitors","Spsb4"
"Tfpi.1",2.14042633338612e-15,-0.462694796020858,0.085,0.238,5.47563864606836e-11,"mesoderm progenitors","Tfpi"
