"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Nr2f6.1",5.25047987649667e-47,-0.642567969144915,0.778,0.9,1.34317776200538e-42,"mesoderm progenitors","Nr2f6"
"Pbx3",5.31765664517385e-47,-0.616972207553065,0.141,0.497,1.36036292296837e-42,"mesoderm progenitors","Pbx3"
"Sema4d",8.39807396692181e-47,0.379388258597978,0.344,0.114,2.14839528221794e-42,"mesoderm progenitors","Sema4d"
"Plcg2",1.14035629669897e-46,0.298397981392388,0.286,0.08,2.91725947821531e-42,"mesoderm progenitors","Plcg2"
"Enc1.1",1.19032572227663e-46,0.443997748741494,0.475,0.196,3.04509126272807e-42,"mesoderm progenitors","Enc1"
"Ebp.1",1.34978807160726e-46,0.591032156678327,0.82,0.634,3.45302784478568e-42,"mesoderm progenitors","Ebp"
"Alpl.1",1.37991423781252e-46,0.56155259936835,0.678,0.372,3.53009660317198e-42,"mesoderm progenitors","Alpl"
"Mfsd2a",2.59491707720127e-46,0.295500053433165,0.195,0.04,6.63831686689628e-42,"mesoderm progenitors","Mfsd2a"
"Irx1.1",3.34627805145448e-46,-1.0635509683223,0.079,0.408,8.56044851123086e-42,"mesoderm progenitors","Irx1"
"Myl6.1",3.36852864127879e-46,-0.535209860359349,1,1,8.61736997011939e-42,"mesoderm progenitors","Myl6"
"Id3.1",3.62963111472486e-46,-0.830926659004956,0.913,0.966,9.28532231768913e-42,"mesoderm progenitors","Id3"
"Zyx.1",4.25684210792158e-46,0.525273736770167,0.861,0.64,1.0889853480485e-41,"mesoderm progenitors","Zyx"
"Etv5.1",4.99986423871998e-46,0.455421988680259,0.585,0.275,1.27906526954935e-41,"mesoderm progenitors","Etv5"
"Ckap4.1",1.02761180961339e-45,-0.609680859886915,0.859,0.947,2.62883653135297e-41,"mesoderm progenitors","Ckap4"
"Meis1.1",1.45198933069729e-45,-0.894170879359611,0.129,0.452,3.7144791057898e-41,"mesoderm progenitors","Meis1"
"Lef1.1",2.55594440801427e-45,0.457966623626828,0.934,0.682,6.53861698458211e-41,"mesoderm progenitors","Lef1"
"Apln",3.53594601201162e-45,0.322177335118053,0.243,0.061,9.04565708792813e-41,"mesoderm progenitors","Apln"
"Peg3.1",3.70791493952924e-45,-1.41020146975416,0.687,0.799,9.4855879983037e-41,"mesoderm progenitors","Peg3"
"Asphd2",8.89261375594839e-45,0.477955957404205,0.456,0.198,2.27490845104672e-40,"mesoderm progenitors","Asphd2"
"Ppp1r14a.1",4.94006031270797e-44,-0.993231057207005,0.118,0.436,1.26376622919695e-39,"mesoderm progenitors","Ppp1r14a"
"Hoxa4",4.12893798891832e-43,0.330023305458602,0.303,0.095,1.05626491632508e-38,"mesoderm progenitors","Hoxa4"
"Zmynd8",5.25501049702758e-43,0.55306152233752,0.849,0.65,1.34433678534959e-38,"mesoderm progenitors","Zmynd8"
"Gtf3a",8.60365574750834e-43,0.484138141213538,0.977,0.902,2.20098721332758e-38,"mesoderm progenitors","Gtf3a"
"Ubald2",1.06997524883784e-42,-0.577125785772207,0.846,0.932,2.73721068157697e-38,"mesoderm progenitors","Ubald2"
"Gpc4",1.22537204740566e-42,0.321532583682561,0.324,0.105,3.13474677167317e-38,"mesoderm progenitors","Gpc4"
"F11r.1",1.31362325719219e-42,0.461341359442873,0.919,0.635,3.36051101654907e-38,"mesoderm progenitors","F11r"
"Fzd2",2.76178371063305e-42,-0.708676149234752,0.871,0.914,7.06519508854146e-38,"mesoderm progenitors","Fzd2"
"Igfbp4.1",2.91804470402521e-42,-1.13495458509478,0.836,0.906,7.4649419618373e-38,"mesoderm progenitors","Igfbp4"
"Jun",5.97010795968209e-42,-1.32076893225652,0.614,0.779,1.52727301824587e-37,"mesoderm progenitors","Jun"
"Tm7sf2",7.08857945168534e-42,0.355087501852223,0.359,0.131,1.81340039533014e-37,"mesoderm progenitors","Tm7sf2"
"Gbx2.1",9.51072574667906e-42,0.494335384859582,0.535,0.254,2.43303386051544e-37,"mesoderm progenitors","Gbx2"
"Dusp9.1",1.67456823275603e-41,-1.11859563154849,0.245,0.534,4.28388045303648e-37,"mesoderm progenitors","Dusp9"
"Tcf7l1",3.30973889829645e-41,-0.537285005003337,0.073,0.38,8.46697404962197e-37,"mesoderm progenitors","Tcf7l1"
"Slco5a1",5.44379455908301e-41,0.277383094006134,0.251,0.07,1.39263152410462e-36,"mesoderm progenitors","Slco5a1"
"Limch1",7.40075075484956e-41,0.485934367596823,0.496,0.226,1.89326005810561e-36,"mesoderm progenitors","Limch1"
"Cenpv.1",8.95573570150122e-41,0.496522553931907,0.622,0.343,2.29105630715804e-36,"mesoderm progenitors","Cenpv"
"Rbms1.1",9.07820783250261e-41,-0.707860983938774,0.722,0.847,2.32238712771082e-36,"mesoderm progenitors","Rbms1"
"Celf4",9.2909361155652e-41,0.450029501849457,0.481,0.222,2.37680727708389e-36,"mesoderm progenitors","Celf4"
"Fbxl14.1",1.3536369630563e-40,0.587017061113454,0.817,0.638,3.46287407889062e-36,"mesoderm progenitors","Fbxl14"
"Mfge8",2.11500670331638e-40,0.556759532280422,0.786,0.567,5.41061014842397e-36,"mesoderm progenitors","Mfge8"
"Ptpn6",3.23099725348337e-40,0.337620207384184,0.353,0.128,8.26553717386116e-36,"mesoderm progenitors","Ptpn6"
"Ptpn13.1",4.21112795437006e-40,-0.578978859839246,0.158,0.469,1.07729075328695e-35,"mesoderm progenitors","Ptpn13"
"Peli3",5.04915406129021e-40,0.306921209880187,0.301,0.096,1.29167459195926e-35,"mesoderm progenitors","Peli3"
"Pbx1",1.05546630441167e-39,-0.589457438156111,0.662,0.843,2.70009389994594e-35,"mesoderm progenitors","Pbx1"
"Fdps",1.2375870526616e-39,0.545770616594087,0.983,0.918,3.16599519811891e-35,"mesoderm progenitors","Fdps"
"Alcam.1",2.55598010443986e-39,0.310312150136147,0.38,0.142,6.53870830317806e-35,"mesoderm progenitors","Alcam"
"B230323A14Rik",4.49605273525983e-39,0.253867715782913,0.218,0.056,1.15018021073417e-34,"mesoderm progenitors","B230323A14Rik"
"Nrp1.1",7.48761557886573e-39,-0.77539000324834,0.025,0.306,1.91548181738543e-34,"mesoderm progenitors","Nrp1"
"Jam3",9.05547141158001e-39,-0.559634891384344,0.624,0.818,2.3165706965104e-34,"mesoderm progenitors","Jam3"
"Nop10.1",1.30377576708523e-38,0.281273911881659,1,1,3.33531916735742e-34,"mesoderm progenitors","Nop10"
"Rgs12",3.61211170245436e-38,0.454825485711961,0.469,0.222,9.24050415721875e-34,"mesoderm progenitors","Rgs12"
"Sall4.1",1.87552680421987e-37,0.465754911906847,0.988,0.902,4.79797267055528e-33,"mesoderm progenitors","Sall4"
"Mcc",2.06191722175143e-37,0.442318479802949,0.467,0.219,5.27479663668451e-33,"mesoderm progenitors","Mcc"
"Irx3",2.551210024082e-37,-1.09414709956224,0.326,0.567,6.52650548360657e-33,"mesoderm progenitors","Irx3"
"Sox2.1",2.64312976053398e-37,0.402001557177078,0.851,0.471,6.76165455339803e-33,"mesoderm progenitors","Sox2"
"Vim.1",2.68712301377588e-37,-1.65988280849567,0.564,0.727,6.87419809384146e-33,"mesoderm progenitors","Vim"
"Fgf4",3.08826440582188e-37,0.327139210596808,0.143,0.027,7.90039800297354e-33,"mesoderm progenitors","Fgf4"
"Laptm4b.1",3.11154812174832e-37,0.413749327606178,0.948,0.776,7.95996240505656e-33,"mesoderm progenitors","Laptm4b"
"Krt8.1",3.35587039823941e-37,-2.65978554795934,0.417,0.609,8.58498765277605e-33,"mesoderm progenitors","Krt8"
"Pid1",8.83027123612627e-37,0.465783467538802,0.351,0.136,2.25895998762582e-32,"mesoderm progenitors","Pid1"
"Castor1",9.11582274326036e-37,0.377836645736634,0.382,0.159,2.33200977418086e-32,"mesoderm progenitors","Castor1"
"Dut.1",1.65117911010539e-36,0.27021858976124,1,1,4.22404639947161e-32,"mesoderm progenitors","Dut"
"Phlda1.1",1.99081482977173e-36,-1.29156921210673,0.492,0.68,5.09290249752203e-32,"mesoderm progenitors","Phlda1"
"Mn1.1",2.43486839987558e-36,-0.671275281546282,0.093,0.38,6.2288803405617e-32,"mesoderm progenitors","Mn1"
"Ldhb.1",3.70312458092877e-36,0.496104212624424,0.963,0.808,9.47333330293199e-32,"mesoderm progenitors","Ldhb"
"Ppp1r14b",3.95526426815426e-36,-0.265812137038196,1,1,1.01183570507922e-31,"mesoderm progenitors","Ppp1r14b"
"Tbx6.1",5.85287088057595e-36,0.513788840449634,0.324,0.115,1.49728142866894e-31,"mesoderm progenitors","Tbx6"
"Lin28b.1",6.23969091360183e-36,0.450706907596226,0.855,0.654,1.59623772951762e-31,"mesoderm progenitors","Lin28b"
"Celsr1.1",6.4860855216179e-36,0.364917088691068,0.421,0.183,1.65927039814029e-31,"mesoderm progenitors","Celsr1"
"Rac3",2.10491849997702e-35,0.483762758871178,0.739,0.503,5.38480250664122e-31,"mesoderm progenitors","Rac3"
"Susd4",2.92471695347031e-35,0.339397152920523,0.324,0.122,7.48201091036774e-31,"mesoderm progenitors","Susd4"
"Aven",3.39426703436086e-35,0.508043063686501,0.739,0.56,8.68321392730195e-31,"mesoderm progenitors","Aven"
"Hotairm1",3.7939795652797e-35,0.522079712513106,0.793,0.512,9.70575852389852e-31,"mesoderm progenitors","Hotairm1"
"Scg5",5.31168501211528e-35,0.273179609123492,0.241,0.073,1.35883525979933e-30,"mesoderm progenitors","Scg5"
"Gdf11",5.7988060943166e-35,0.450131632905495,0.427,0.198,1.48345057504807e-30,"mesoderm progenitors","Gdf11"
"Tpm1.1",6.26628566787426e-35,-1.97743025047159,0.942,0.957,1.60304119955559e-30,"mesoderm progenitors","Tpm1"
"Rab38",7.0984671855282e-35,0.377164415936586,0.384,0.161,1.81592987540182e-30,"mesoderm progenitors","Rab38"
"Dbi.1",7.5964153977033e-35,0.277843397282551,1,1,1.94331498704046e-30,"mesoderm progenitors","Dbi"
"Scd1",1.02514415022454e-34,0.439430648420897,0.456,0.222,2.62252376510443e-30,"mesoderm progenitors","Scd1"
"Axin2.1",3.79085759861687e-34,0.501167730395108,0.656,0.412,9.69777190878167e-30,"mesoderm progenitors","Axin2"
"Atp5c1",4.25415960829559e-34,-0.276434623887072,1,1,1.08829911099418e-29,"mesoderm progenitors","Atp5c1"
"Nsg1.1",4.6419529067672e-34,0.44704639336899,0.577,0.32,1.18750439260918e-29,"mesoderm progenitors","Nsg1"
"Epha4.1",6.49688540478583e-34,0.433030619005814,0.664,0.401,1.66203322425231e-29,"mesoderm progenitors","Epha4"
"Gata6.1",6.66689480013023e-34,-0.92971413562506,0.006,0.253,1.70552502776932e-29,"mesoderm progenitors","Gata6"
"Wfikkn1",9.35212373144619e-34,0.366387084450619,0.38,0.16,2.39246029297856e-29,"mesoderm progenitors","Wfikkn1"
"Ezr.1",1.02097319546267e-33,0.279479176860661,0.963,0.715,2.6118536286326e-29,"mesoderm progenitors","Ezr"
"Mmp14.1",1.53546063202402e-33,-0.573699348954378,0.23,0.496,3.92801538884386e-29,"mesoderm progenitors","Mmp14"
"Dlk1.1",2.89061913739686e-33,-1.78435436421639,0.114,0.374,7.39478187728864e-29,"mesoderm progenitors","Dlk1"
"Nr2f1.1",3.12784040893678e-33,-0.749629285046491,0.019,0.269,8.00164133414208e-29,"mesoderm progenitors","Nr2f1"
"Irx5.1",3.47104866898818e-33,-0.758628400966292,0.104,0.369,8.87963670500556e-29,"mesoderm progenitors","Irx5"
"Cst3.1",5.17941302144158e-33,-0.545309447131908,0.975,0.992,1.32499743914519e-28,"mesoderm progenitors","Cst3"
"Camkv.1",5.29156324079296e-33,0.355100613697648,0.398,0.176,1.35368770825965e-28,"mesoderm progenitors","Camkv"
"Sox3.1",5.85144746314794e-33,0.284324233950625,0.71,0.355,1.49691729002251e-28,"mesoderm progenitors","Sox3"
"Gas1.1",1.5172427261134e-32,-0.765444591070037,0.427,0.642,3.88141034194331e-28,"mesoderm progenitors","Gas1"
"Tmed9.1",1.96160611104183e-32,-0.335632472619613,0.996,1,5.01818075326721e-28,"mesoderm progenitors","Tmed9"
"Scd2",3.70083696137645e-32,0.55463967695109,0.95,0.831,9.46748111459324e-28,"mesoderm progenitors","Scd2"
"Acer2.1",5.26503769958506e-32,0.411897798101972,0.803,0.532,1.34690194430785e-27,"mesoderm progenitors","Acer2"
"B3gnt7",5.45687851223991e-32,0.25565510295939,0.274,0.096,1.39597866100121e-27,"mesoderm progenitors","B3gnt7"
"Podxl.1",8.1964373350175e-32,-0.724924481604068,0.243,0.505,2.09681259904418e-27,"mesoderm progenitors","Podxl"
"Uaca.1",8.22398184666096e-32,-0.571203948823704,0.122,0.388,2.10385903601281e-27,"mesoderm progenitors","Uaca"
"Clic1.1",1.96391290852592e-31,-0.658952882268871,0.977,0.985,5.02408200259101e-27,"mesoderm progenitors","Clic1"
"Cald1.1",2.06283874321239e-31,-0.845757242708889,0.784,0.833,5.27715407288592e-27,"mesoderm progenitors","Cald1"
"Dlg1",2.38086466470131e-31,0.503180935559203,0.66,0.433,6.0907279852389e-27,"mesoderm progenitors","Dlg1"
"Fgfr2.1",2.65929453651319e-31,-0.565120620867717,0.089,0.344,6.80300728330804e-27,"mesoderm progenitors","Fgfr2"
"Akr1b3.1",2.83367603928607e-31,0.30582155978149,1,0.994,7.24911004370163e-27,"mesoderm progenitors","Akr1b3"
"BC028528.1",2.92929263058612e-31,0.270668469849515,0.359,0.149,7.49371640756541e-27,"mesoderm progenitors","BC028528"
"Malat1.1",4.86890352746219e-31,-0.55007248157637,1,1,1.24556290039538e-26,"mesoderm progenitors","Malat1"
"Cuedc2.1",5.141198584208e-31,0.350107930486474,0.985,0.946,1.31522142181209e-26,"mesoderm progenitors","Cuedc2"
"Isl1.1",5.49653855284972e-31,-0.817042439207346,0.017,0.249,1.40612449259002e-26,"mesoderm progenitors","Isl1"
"Morf4l2.1",5.62744547433908e-31,-0.299392866524902,1,1,1.43961310124542e-26,"mesoderm progenitors","Morf4l2"
"Alg8.1",5.63381371517467e-31,-0.465564656707091,0.303,0.568,1.44124222461598e-26,"mesoderm progenitors","Alg8"
"Efnb2",7.88347718612636e-31,-0.574478756378149,0.104,0.357,2.01675113375485e-26,"mesoderm progenitors","Efnb2"
"Ifitm3.1",8.72165690821726e-31,-0.91711465280143,0.32,0.566,2.23117427026014e-26,"mesoderm progenitors","Ifitm3"
"Prkar2a",1.47277529996941e-30,0.405927223929429,0.434,0.215,3.76765377238174e-26,"mesoderm progenitors","Prkar2a"
"Fzd7.1",1.76442368860848e-30,-0.497139330615226,0.112,0.372,4.51374868019821e-26,"mesoderm progenitors","Fzd7"
"Prkag2",1.99883696185714e-30,0.512696401601898,0.627,0.411,5.11342471582295e-26,"mesoderm progenitors","Prkag2"
"Sema3a",3.30590240778791e-30,0.335003634992505,0.38,0.167,8.45715953960302e-26,"mesoderm progenitors","Sema3a"
"Fth1.1",3.43245225448356e-30,-0.376646400002231,1,1,8.78089935741984e-26,"mesoderm progenitors","Fth1"
"Spry1.1",4.61100860868312e-30,0.363113040408179,0.68,0.414,1.17958822227332e-25,"mesoderm progenitors","Spry1"
"Krt18.1",4.86292362222754e-30,-2.48760445294727,0.641,0.702,1.24403312103825e-25,"mesoderm progenitors","Krt18"
"Flrt3",5.13525495904213e-30,-0.67268422250208,0.272,0.523,1.31370092362216e-25,"mesoderm progenitors","Flrt3"
"Ccdc171",7.40813346915705e-30,0.268674339494574,0.239,0.081,1.89514870407976e-25,"mesoderm progenitors","Ccdc171"
"Gja1.1",9.5522430754033e-30,0.4043689325165,0.985,0.895,2.44365482354967e-25,"mesoderm progenitors","Gja1"
"Smchd1",1.11519381672564e-29,-0.423742678284402,0.855,0.941,2.85288882194753e-25,"mesoderm progenitors","Smchd1"
"Nfe2l2.1",1.28553486370367e-29,-0.452267420205381,0.189,0.458,3.28865528832673e-25,"mesoderm progenitors","Nfe2l2"
"H2-K1.1",1.6884202036956e-29,0.512353461437983,0.473,0.253,4.31931656509409e-25,"mesoderm progenitors","H2-K1"
"Sfrp1.1",1.81323916600108e-29,-0.972312304833637,0.448,0.631,4.63862843446397e-25,"mesoderm progenitors","Sfrp1"
"Mapk12.1",4.32470660459552e-29,0.375870689583499,0.651,0.396,1.10634644358763e-24,"mesoderm progenitors","Mapk12"
"Tcf7",5.25676012114611e-29,0.438799183322702,0.658,0.434,1.3447843741916e-24,"mesoderm progenitors","Tcf7"
"Rtl8b",5.29801847243219e-29,0.699488121923285,0.691,0.535,1.3553390856176e-24,"mesoderm progenitors","Rtl8b"
"Tbca.1",6.94527986088573e-29,-0.304511876952084,0.998,1,1.77674149401179e-24,"mesoderm progenitors","Tbca"
"Bpgm.1",8.27329839653124e-29,0.465116749565601,0.78,0.62,2.11647519580062e-24,"mesoderm progenitors","Bpgm"
"Sall3.1",8.58907051091691e-29,0.370114292755948,0.583,0.333,2.19725601810276e-24,"mesoderm progenitors","Sall3"
"Rcn1.1",1.4058729299755e-28,-0.446101775988217,0.946,0.966,3.59650412946331e-24,"mesoderm progenitors","Rcn1"
"Fabp5.1",1.47396497431376e-28,0.295821861007044,1,0.997,3.77069719728947e-24,"mesoderm progenitors","Fabp5"
"Cdca7.1",2.77396678943916e-28,0.340766888627583,0.998,0.961,7.09636184074327e-24,"mesoderm progenitors","Cdca7"
"Rtl8a",3.09891657899393e-28,0.469077667532168,0.726,0.545,7.92764839238228e-24,"mesoderm progenitors","Rtl8a"
"Slain1.1",3.38580989477318e-28,0.323914909038955,0.442,0.217,8.66157887280875e-24,"mesoderm progenitors","Slain1"
"Tagln.1",3.39826322303617e-28,-1.75844649255934,0.046,0.271,8.69343697717114e-24,"mesoderm progenitors","Tagln"
"Dusp6.1",4.15543119481401e-28,0.404615434012171,0.751,0.51,1.06304240825732e-23,"mesoderm progenitors","Dusp6"
"Jund.1",4.69967849200592e-28,-0.652905353574062,0.927,0.947,1.20227175182495e-23,"mesoderm progenitors","Jund"
"App.1",4.76718237221373e-28,-0.570267367921918,0.436,0.65,1.21954059445972e-23,"mesoderm progenitors","App"
"Haglr.1",5.94595384909937e-28,0.299957224009497,0.417,0.195,1.5210939136766e-23,"mesoderm progenitors","Haglr"
"Pak1.1",6.10160924934731e-28,0.414852548820306,0.687,0.465,1.56091367816803e-23,"mesoderm progenitors","Pak1"
"Vamp8",6.54175419662433e-28,-0.835886135636547,0.311,0.53,1.67351155858044e-23,"mesoderm progenitors","Vamp8"
"Zdhhc2",7.95113681523683e-28,0.390176765335929,0.512,0.292,2.03405982007388e-23,"mesoderm progenitors","Zdhhc2"
"Glul.1",8.34761745884966e-28,0.390136192016615,0.952,0.876,2.13548749832292e-23,"mesoderm progenitors","Glul"
"Foxf1.1",9.27664755571271e-28,-1.48033253167221,0.035,0.254,2.37315197770243e-23,"mesoderm progenitors","Foxf1"
"Prdx6",1.29783206102522e-27,-0.276851147967736,1,1,3.32011397851473e-23,"mesoderm progenitors","Prdx6"
"Nenf.1",1.47831982268278e-27,-0.460727215807054,0.637,0.811,3.78183777038708e-23,"mesoderm progenitors","Nenf"
"Lin28a",1.51267704481311e-27,0.417008999893219,0.988,0.926,3.86973041604089e-23,"mesoderm progenitors","Lin28a"
"Pycrl",1.5375721578951e-27,-0.390314098805113,0.863,0.925,3.93341709432725e-23,"mesoderm progenitors","Pycrl"
"Gnb2",1.66654215790132e-27,-0.2745088002625,1,1,4.26334814834317e-23,"mesoderm progenitors","Gnb2"
"Colec12.1",1.87424343415367e-27,-0.63243992710176,0.284,0.519,4.79468955325192e-23,"mesoderm progenitors","Colec12"
"Cdkn1c.1",1.93035650057563e-27,-1.9396109698348,0.604,0.733,4.93823799977258e-23,"mesoderm progenitors","Cdkn1c"
"Fmc1.1",2.96197011110588e-27,0.383959101463814,0.94,0.828,7.57731193823107e-23,"mesoderm progenitors","Fmc1"
"Igfbp5.1",3.42234223325622e-27,-1.18694670102295,0.081,0.308,8.75503590111606e-23,"mesoderm progenitors","Igfbp5"
"Mdfi.1",3.80790218417421e-27,-0.487291587250745,0.062,0.289,9.74137536755446e-23,"mesoderm progenitors","Mdfi"
"Hoxa1",3.84425433808379e-27,0.335706730244109,0.749,0.451,9.83437144768596e-23,"mesoderm progenitors","Hoxa1"
"Pea15a",4.70663319000253e-27,-0.458388237495044,0.241,0.496,1.20405090266645e-22,"mesoderm progenitors","Pea15a"
"Bcat1.1",5.65171029829682e-27,0.354802195434647,0.956,0.847,1.44582052851029e-22,"mesoderm progenitors","Bcat1"
"Rcc2.1",5.71482881424651e-27,0.288617241073754,1,0.999,1.46196750726054e-22,"mesoderm progenitors","Rcc2"
"Hand2.1",5.97870676339194e-27,-0.781034676727747,0.021,0.229,1.52947276421093e-22,"mesoderm progenitors","Hand2"
"Gtf2h5",8.04669015698408e-27,0.258116184460402,1,0.999,2.05850427595967e-22,"mesoderm progenitors","Gtf2h5"
"4933415A04Rik",2.83473080328729e-26,0.377416089462641,0.384,0.192,7.25180834096954e-22,"mesoderm progenitors","4933415A04Rik"
"Slc38a4.1",2.87377250775334e-26,-0.591027731230997,0.234,0.472,7.35168482933459e-22,"mesoderm progenitors","Slc38a4"
"Heg1",3.32548834797707e-26,0.27365198055326,0.293,0.12,8.50726429179495e-22,"mesoderm progenitors","Heg1"
"Basp1.1",3.97011156909073e-26,-0.456857358870427,0.992,0.99,1.01563394160479e-21,"mesoderm progenitors","Basp1"
"Mospd1",4.45319364870561e-26,0.437482994376936,0.645,0.46,1.13921599921187e-21,"mesoderm progenitors","Mospd1"
"Smarcd3.1",7.41796759530407e-26,-0.852317247209593,0.054,0.268,1.89766447023069e-21,"mesoderm progenitors","Smarcd3"
"Gnas",7.43436500284904e-26,-0.269393810134201,1,1,1.90185925502884e-21,"mesoderm progenitors","Gnas"
"H2-Q7",8.52683526463083e-26,0.294911878381899,0.276,0.113,2.18133499739786e-21,"mesoderm progenitors","H2-Q7"
"Bambi.1",8.98751770475562e-26,-0.97438602527659,0.409,0.597,2.29918677923058e-21,"mesoderm progenitors","Bambi"
"Otx2.1",1.04295728216973e-25,-0.763491117112092,0.004,0.197,2.66809331924661e-21,"mesoderm progenitors","Otx2"
"Efna3.1",1.1667291587026e-25,0.268189453895713,0.353,0.158,2.984726533793e-21,"mesoderm progenitors","Efna3"
"Tcp11l1.1",1.17474601891285e-25,-0.395383491280678,0.139,0.375,3.00523526558285e-21,"mesoderm progenitors","Tcp11l1"
"Anxa2.1",1.1752905107675e-25,-0.799424059190771,0.087,0.309,3.00662818464542e-21,"mesoderm progenitors","Anxa2"
"Casp3.1",1.27615287038986e-25,0.363565166752225,0.963,0.871,3.26465427303134e-21,"mesoderm progenitors","Casp3"
"Gng2.1",1.79393272619925e-25,0.431285619904374,0.894,0.76,4.58923870016292e-21,"mesoderm progenitors","Gng2"
"Sox9.1",1.90092801224758e-25,-0.830046958722783,0.054,0.266,4.86295404093176e-21,"mesoderm progenitors","Sox9"
"Hapln1.1",2.32633132918358e-25,-1.15142678149051,0.149,0.359,5.95122080631744e-21,"mesoderm progenitors","Hapln1"
"Phlda3",3.79014159227822e-25,0.550740012147878,0.525,0.31,9.69594022136614e-21,"mesoderm progenitors","Phlda3"
"Gm1673.1",4.32469519337083e-25,0.354608184541352,0.961,0.827,1.10634352436813e-20,"mesoderm progenitors","Gm1673"
"Cdh2.1",4.7685554485748e-25,0.36150136848744,0.905,0.732,1.2198918548544e-20,"mesoderm progenitors","Cdh2"
"Crnde.1",5.47876208965207e-25,-0.442829051986714,0.135,0.367,1.40157691777479e-20,"mesoderm progenitors","Crnde"
"Fads2.1",5.88623008598773e-25,0.416022509475417,0.734,0.543,1.50581538059738e-20,"mesoderm progenitors","Fads2"
"Cxcr4.1",6.92879585250322e-25,-0.491290656783396,0.154,0.39,1.77252455498737e-20,"mesoderm progenitors","Cxcr4"
"Dok4.1",1.36618835519416e-24,-0.710904562275046,0.041,0.243,3.49498305025771e-20,"mesoderm progenitors","Dok4"
"Arhgap29.1",1.38934623425044e-24,-0.56465906467607,0.216,0.442,3.55422553645948e-20,"mesoderm progenitors","Arhgap29"
"Gpx4.1",1.58612610174546e-24,-0.308967688194442,1,0.999,4.05762779348523e-20,"mesoderm progenitors","Gpx4"
"Gpc3",2.0996483771036e-24,-0.705978658456884,0.973,0.959,5.37132047830643e-20,"mesoderm progenitors","Gpc3"
"Lgr4",2.21639881365748e-24,-0.452704019515051,0.124,0.346,5.66999144509856e-20,"mesoderm progenitors","Lgr4"
"Akr1a1.1",2.23594883085068e-24,-0.282875413875786,1,1,5.72000429908222e-20,"mesoderm progenitors","Akr1a1"
"Tgfb2.1",3.10749966327081e-24,-0.630942314609633,0.056,0.26,7.94960563857938e-20,"mesoderm progenitors","Tgfb2"
"Pnp.1",3.99412690242934e-24,0.295108116139247,0.988,0.949,1.02177754417947e-19,"mesoderm progenitors","Pnp"
"Nectin2.1",4.702368904341e-24,-0.683850526700396,0.643,0.761,1.20296001310851e-19,"mesoderm progenitors","Nectin2"
"Trp53.1",5.40787870087017e-24,0.26359144629792,1,0.995,1.38344352925661e-19,"mesoderm progenitors","Trp53"
"Tax1bp3.1",5.42431093143569e-24,-0.522778421913677,0.376,0.594,1.38764722247988e-19,"mesoderm progenitors","Tax1bp3"
"Cnih2",6.40148839766501e-24,-0.44202669114207,0.172,0.398,1.63762876189066e-19,"mesoderm progenitors","Cnih2"
"Prrx1.1",6.53570000752722e-24,-0.514931294075885,0.035,0.233,1.67196277592561e-19,"mesoderm progenitors","Prrx1"
"Ctbp2",7.069476071846e-24,0.364997479219701,0.838,0.731,1.80851336869964e-19,"mesoderm progenitors","Ctbp2"
"Efna2",8.70029817667959e-24,-0.442282258849882,0.247,0.478,2.22571027955817e-19,"mesoderm progenitors","Efna2"
"Ucp2.1",1.07875850083464e-23,0.284837241269724,0.475,0.258,2.75967999683517e-19,"mesoderm progenitors","Ucp2"
"P3h2.1",1.11550245952143e-23,-0.369316537521446,0.035,0.232,2.85367839194773e-19,"mesoderm progenitors","P3h2"
"Aopep",1.17626784906181e-23,0.308082760421172,0.363,0.177,3.00912841146993e-19,"mesoderm progenitors","Aopep"
"Zfpm1.1",1.20805684136979e-23,-0.500471983563149,0.05,0.249,3.0904510115922e-19,"mesoderm progenitors","Zfpm1"
"Dab2.1",1.3159866592071e-23,-0.56688774115213,0.112,0.328,3.36655707158361e-19,"mesoderm progenitors","Dab2"
"Robo2.1",1.36005711517903e-23,-0.420154411122912,0.037,0.234,3.479298112051e-19,"mesoderm progenitors","Robo2"
"Trp53i11.1",2.05374323711241e-23,0.289615597581522,0.595,0.365,5.25388594918096e-19,"mesoderm progenitors","Trp53i11"
"Prickle1",3.10336265987346e-23,0.322330422777645,0.413,0.218,7.93902235648829e-19,"mesoderm progenitors","Prickle1"
"Irx2.1",3.5345103476615e-23,-0.578650465805267,0.083,0.29,9.04198437138764e-19,"mesoderm progenitors","Irx2"
"Etv1.1",4.32760225502929e-23,0.262335817870903,0.336,0.158,1.10708720888159e-18,"mesoderm progenitors","Etv1"
"Tspo",4.69550902904758e-23,0.346508047771449,0.846,0.713,1.20120511981095e-18,"mesoderm progenitors","Tspo"
"Foxc1.1",6.93901766596712e-23,-0.611520213349895,0.1,0.311,1.77513949930771e-18,"mesoderm progenitors","Foxc1"
"Rcsd1",7.13843802685924e-23,-0.669569684244532,0.027,0.212,1.82615521603113e-18,"mesoderm progenitors","Rcsd1"
"Rcbtb2",7.90234023345726e-23,-0.376552618506991,0.911,0.944,2.02157667852304e-18,"mesoderm progenitors","Rcbtb2"
"Runx1t1.1",7.90520617448241e-23,-0.4849898084366,0.015,0.195,2.02230984355609e-18,"mesoderm progenitors","Runx1t1"
