"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ythdc1",6.2969884515405e-42,0.321215343740736,0.97,0.948,1.61089558567309e-37
"Imp4",7.77552554746235e-42,-0.259463237723955,0.91,0.956,1.98913494555182e-37
"Osgepl1",8.49933213800709e-42,-0.264083413451351,0.335,0.518,2.17429914754497e-37
"Bptf",1.05327245009161e-41,0.334717199111489,0.965,0.951,2.69448158182436e-37
"Hist1h2br",1.09190248647882e-41,0.382487884371638,0.26,0.108,2.79330494091011e-37
"Pnp",1.15592565060336e-41,-0.318612150803135,0.892,0.942,2.95708899937353e-37
"Poglut2",1.28769031240897e-41,-0.282663299615433,0.43,0.612,3.29416935720463e-37
"Zfp664",1.36183593079644e-41,0.366358295241409,0.913,0.882,3.48384867816344e-37
"Pwwp3a",1.40314342761985e-41,0.362893739016432,0.805,0.737,3.58952151653709e-37
"Bri3",1.48904908812106e-41,-0.271942062136303,0.991,0.995,3.80928537723129e-37
"Acyp1",1.60215679446903e-41,-0.272554667890498,0.593,0.765,4.09863751161068e-37
"Snap23",1.60290897551818e-41,0.2897226358678,0.926,0.879,4.1005617411706e-37
"Snhg16",1.79693606108111e-41,0.406713792375729,0.749,0.662,4.5969218314577e-37
"Gtf2i",2.37534460943595e-41,0.327272485487249,0.899,0.856,6.07660657985905e-37
"Maz",2.60723618102768e-41,0.285807629782491,0.98,0.967,6.66983159830501e-37
"Uqcc3",3.94848875898222e-41,-0.260761092653087,0.87,0.939,1.01010239432283e-36
"Osgep",4.0553832232499e-41,-0.250640789411475,0.925,0.968,1.03744813617179e-36
"Pycr2",4.56581194170635e-41,-0.265161021198841,0.904,0.955,1.16802601092732e-36
"Pbx1",4.8041512789986e-41,0.367466810531019,0.894,0.823,1.22899798019342e-36
"Akr7a5",5.45656553396049e-41,-0.308742589562315,0.87,0.93,1.39589859489777e-36
"Egln1",1.11542490903899e-40,-0.344518881957218,0.834,0.901,2.85348000230355e-36
"Vegfb",1.44255902248659e-40,-0.293865422248812,0.817,0.907,3.6903544913252e-36
"Aimp2",1.5748444487897e-40,-0.252795916404485,0.927,0.962,4.0287670688938e-36
"Efna4",2.33379196751321e-40,-0.332338807117016,0.616,0.751,5.9703066112923e-36
"Gpalpp1",2.95996898303012e-40,-0.264859431189125,0.405,0.58,7.57219265238766e-36
"Dnmt3b",3.90434094474618e-40,0.405857302704352,0.815,0.731,9.98808500484969e-36
"Tspo",4.45714265490369e-40,-0.339921190943474,0.662,0.797,1.14022623397746e-35
"Slc25a11",5.5704751691193e-40,-0.271308821344598,0.879,0.945,1.4250389577641e-35
"Gsdme",6.04372772462107e-40,0.343437129482306,0.727,0.62,1.54610642651256e-35
"Tfdp2",6.51886504880298e-40,-0.288752729452682,0.718,0.858,1.66765605678478e-35
"Rbm28",8.46546535523929e-40,0.365872887100994,0.95,0.947,2.16563534717731e-35
"Chd7",9.45684767611121e-40,0.363034220132219,0.914,0.904,2.41925077250277e-35
"Nars",1.09362056282441e-39,0.307607475680095,0.974,0.973,2.7977001238174e-35
"Spry2",1.14101653820047e-39,0.570829600886877,0.551,0.409,2.91894850802445e-35
"Tm2d2",1.14355451297568e-39,-0.270810087368643,0.809,0.902,2.92544115509439e-35
"Itgb1bp1",1.33276389792382e-39,-0.256231347877471,0.444,0.627,3.40947660366871e-35
"Mtfr1l",1.42453705656018e-39,-0.294406790940151,0.689,0.811,3.64425069809224e-35
"Ak6",1.59369344434337e-39,-0.254616363415599,0.947,0.969,4.0769865693192e-35
"Ccdc28b",1.60069843410655e-39,-0.256693303621871,0.45,0.637,4.09490673413137e-35
"Ssr3",1.75825158975317e-39,0.259275665565242,0.991,0.979,4.49795921690656e-35
"Sod1",2.86397716488164e-39,0.365400165315444,0.83,0.776,7.32662638320021e-35
"6330403K07Rik",4.21699322676032e-39,-0.268136741647931,0.303,0.478,1.07879120726983e-34
"Tmem199",4.23565355945798e-39,-0.27898781364876,0.644,0.789,1.08356489358054e-34
"Vars",4.88813204683544e-39,0.263894390744958,0.96,0.925,1.25048194022144e-34
"Ilf3",5.0581225289998e-39,0.291917606918191,0.936,0.916,1.29396890536873e-34
"Wdr55",5.87166741421027e-39,-0.273408833666793,0.679,0.813,1.50208995790327e-34
"Alg10b",6.95464522360645e-39,0.333714344842398,0.663,0.529,1.779137341103e-34
"Yif1a",7.4908582928462e-39,-0.277490024930721,0.568,0.731,1.91631136847592e-34
"Dbf4",7.5763731064786e-39,0.324380953853687,0.941,0.924,1.93818776809935e-34
"Ntan1",1.00048791577033e-38,-0.270943559527754,0.746,0.864,2.55944818612365e-34
"Mphosph10",1.09118387878693e-38,-0.256152207828223,0.966,0.981,2.79146659871273e-34
"Mrps26",1.36008228491666e-38,-0.254874595072917,0.891,0.95,3.4793625012738e-34
"Mrpl27",1.42536101875784e-38,-0.25154279807134,0.895,0.962,3.64635855818632e-34
"Rnaseh2b",1.47968885409617e-38,-0.263848945778684,0.778,0.881,3.78534002654882e-34
"Gm11478",1.58408723927116e-38,-0.269219766916056,0.547,0.713,4.05241197550347e-34
"Ptpmt1",1.60533162800835e-38,-0.324226485774644,0.645,0.786,4.10675937077095e-34
"Kin",1.86361466347943e-38,-0.2612201538893,0.762,0.876,4.76749903211308e-34
"Akr1e1",2.02507225035189e-38,-0.253524830719917,0.434,0.62,5.1805398308502e-34
"Kpnb1",2.17777930527332e-38,0.264080651873771,0.989,0.982,5.57119501875021e-34
"Nacc1",2.46309077066416e-38,0.312073395195634,0.716,0.593,6.30107880951306e-34
"Ppp3cb",2.49593038610946e-38,0.30583809244489,0.803,0.716,6.38508911374521e-34
"Taf1d",3.81543170956023e-38,0.351101060379098,0.996,0.991,9.76063739939699e-34
"Ppp2r1a",3.94490194307864e-38,0.307342314377376,0.836,0.774,1.00918481507838e-33
"Vps41",4.6854022711739e-38,-0.2655179660336,0.517,0.682,1.19861960901171e-33
"Smim15",7.14655523895017e-38,0.299137491177869,0.843,0.774,1.82823176122823e-33
"Mtpn",7.16267026615901e-38,0.254994258855317,0.984,0.964,1.8323543074888e-33
"Msi2",9.38173061391868e-38,0.363749488728907,0.878,0.82,2.40003432565268e-33
"Emc4",1.03980704348953e-37,-0.265651488677565,0.758,0.876,2.66003437865492e-33
"Dync1i2",1.10313930768461e-37,0.339677606782509,0.93,0.924,2.82205097691878e-33
"Rian",1.19914951181716e-37,0.472002401300085,0.8,0.7,3.06766428113066e-33
"Tsc22d4",1.29070901122188e-37,0.378507107249531,0.759,0.7,3.30189179250781e-33
"Stx8",2.1914463551101e-37,-0.257029963703639,0.663,0.823,5.60615806564265e-33
"2610318N02Rik",2.90432525595435e-37,-0.272878597243464,0.874,0.931,7.42984486978242e-33
"Uba1",3.63991962451184e-37,0.299835277700049,0.889,0.83,9.31164238342618e-33
"Wdr12",4.79584168619659e-37,-0.28631763621513,0.934,0.949,1.22687222016281e-32
"Gsto1",4.89149177422593e-37,-0.284199895145067,0.767,0.854,1.25134142568248e-32
"Coa6",5.06318958928882e-37,-0.261955517212861,0.517,0.676,1.29526516073187e-32
"Snrnp48",5.52271100777941e-37,0.271104518370627,0.954,0.908,1.41281993001013e-32
"Rcn2",6.49819858090099e-37,0.274469624173793,0.973,0.945,1.66236916096609e-32
"Fancl",7.09454935202234e-37,-0.254808273350779,0.477,0.648,1.81492761523435e-32
"Wsb1",8.10735581171571e-37,0.305587606193489,0.847,0.767,2.07402376375311e-32
"Naa15",9.57258618868123e-37,0.26250101260165,0.979,0.956,2.44885899878843e-32
"Ap2b1",1.16345411896436e-36,0.379486558976621,0.691,0.609,2.97634832713463e-32
"H3c6",1.32006876326913e-36,-0.282414768393857,0.356,0.52,3.37699991019509e-32
"Mcts2",1.65558175395762e-36,-0.258819370378588,0.701,0.833,4.23530924297438e-32
"Zfas1",2.11590783913749e-36,0.284095056300007,0.98,0.956,5.41291543408153e-32
"Gigyf1",2.23841389045821e-36,0.346223950531918,0.55,0.412,5.72631041457019e-32
"Sdf2",2.58555825126866e-36,-0.25884545434473,0.689,0.823,6.6143751183955e-32
"Casc4",3.60868581935065e-36,-0.256808149897352,0.588,0.753,9.23174006306283e-32
"Sec11c",4.50413979708993e-36,-0.260172628778005,0.356,0.526,1.15224904289155e-31
"Gnl3l",4.74454488142233e-36,0.346891554481594,0.72,0.637,1.21374947156546e-31
"Pusl1",4.76117420650378e-36,-0.263743908707735,0.621,0.763,1.2180035855078e-31
"Urod",4.93408552573729e-36,-0.281024982062974,0.701,0.823,1.26223775919411e-31
"Yars2",4.99899519515884e-36,-0.258351712759253,0.75,0.862,1.27884295082553e-31
"Psmc1",5.81268336281452e-36,0.274916434343377,0.969,0.947,1.48700065787521e-31
"Borcs8",6.12267599402997e-36,-0.251136838481341,0.628,0.779,1.56630297279275e-31
"Dhfr",6.26641629163577e-36,-0.260920966932394,0.949,0.972,1.60307461572626e-31
"Trappc6a",7.66752586930067e-36,-0.284693300393962,0.621,0.768,1.9615064678845e-31
"Cmtm7",1.05750957022219e-35,-0.316589333583613,0.772,0.866,2.7053209825424e-31
"H3c2",1.18184818591675e-35,0.389409725998664,0.259,0.122,3.02340402921224e-31
"Cenpv",1.21356714770781e-35,-0.333054824538732,0.351,0.518,3.10454747726613e-31
"Rps10-ps1",1.30892873602866e-35,-0.25230464299271,0.767,0.871,3.34850149250852e-31
